lat,lon,dist_1,dist_2,dist_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23
-8.05922975609756,-34.959244246575345,1.9222096572361091,1.7526335903064019,0.45708681682026603,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.959042328767126,1.9130706093361733,1.7322581162673198,0.4503642418022469,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.958840410958906,1.9041478724365897,1.7119294996373349,0.4446552455806356,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.958638493150694,1.8954445013697168,1.691649429680517,0.4399992835175208,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.95843657534247,1.8869635315245232,1.671419673510022,0.43643005913228416,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.95823465753425,1.8787079748333069,1.651242080347168,0.4339743868916617,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.958032739726036,1.8706808156303083,1.6311185860254187,0.43265122834301817,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.95783082191781,1.8628850064072828,1.6110512177742156,0.4324709784954155,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.95762890410959,1.8553234634683131,1.59104209930629,0.4334350632330167,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.95742698630137,1.8479990624890017,1.5710934561911836,0.4355358834631121,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.957225068493145,1.8409146340038345,1.5512076215844752,0.4387571110232504,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.957023150684925,1.834072958823153,1.5313870422890872,0.4430743099164465,8.0,7.0,2.0,1.0,6.0,5.0
-8.05922975609756,-34.95682123287671,1.827476763395423,1.5116342851945397,0.4484558291377289,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.95661931506849,1.8211287151322728,1.4919520441050935,0.454863894162624,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.956417397260275,1.815031417710419,1.4723431469938353,0.4622558151956907,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.956215479452055,1.8091874063619469,1.4528105636798831,0.4705852314909822,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.956013561643836,1.80359914317676,1.4333574139872916,0.4798033205989128,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.955811643835624,1.79826901242939,1.413986976382836,0.4898599164687662,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.9556097260274,1.7931993159502595,1.3947026971279584,0.5007044976966752,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.95540780821918,1.7883922685622433,1.3755081999861758,0.5122870242445167,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.95520589041096,1.783849993594671,1.3564072964767582,0.5245586157428156,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.95500397260274,1.7795745185041032,1.3374039967389215,0.5374720759589298,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.95480205479452,1.7755677706118942,1.3185025210075816,0.5509822760005962,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.9546001369863,1.7718315729859275,1.2997073117310245,0.5650464135296899,8.0,6.0,2.0,2.0,6.0,4.0
-8.05922975609756,-34.954398219178074,1.7683676404781463,1.2810230463507752,0.579624167339962,8.0,5.0,2.0,3.0,6.0,3.0
-8.05922975609756,-34.954196301369855,1.7651775759443518,1.2624546507706838,0.5946777667197378,8.0,5.0,3.0,3.0,5.0,2.0
-8.05922975609756,-34.95399438356164,1.7622628666605713,1.2440073135137752,0.6101719938196555,8.0,5.0,3.0,3.0,5.0,2.0
-8.05922975609756,-34.95379246575342,1.7596248809532715,1.2256865005988586,0.6260741352255729,8.0,5.0,3.0,3.0,5.0,2.0
-8.05922975609756,-34.953590547945204,1.7572648650661935,1.2074979711285436,0.6423538966177182,8.0,5.0,3.0,3.0,5.0,2.0
-8.05922975609756,-34.953388630136985,1.7551839402720897,1.1894477935832335,0.6589832920087826,8.0,5.0,3.0,3.0,5.0,2.0
-8.05922975609756,-34.953186712328765,1.7533831002516118,1.1715423628251391,0.6759365167965348,7.0,5.0,3.0,2.0,4.0,2.0
-8.05922975609756,-34.952984794520546,1.7518632087506196,1.1537884177708513,0.6931898118663374,7.0,5.0,3.0,2.0,4.0,2.0
-8.05922975609756,-34.95278287671233,1.7506249975268666,1.136193059705644,0.7107213242596621,7.0,5.0,3.0,2.0,4.0,2.0
-8.05922975609756,-34.95258095890411,1.7496690646017703,1.1187637711850025,0.7285109684721626,7.0,5.0,3.0,2.0,4.0,2.0
-8.05922975609756,-34.95237904109589,1.7489958728223671,1.1015084354474869,0.7465402913149152,7.0,5.0,3.0,2.0,4.0,2.0
-8.05922975609756,-34.952177123287676,1.7486057487440505,1.0844353562394289,0.7647923423206843,7.0,5.0,3.0,2.0,4.0,2.0
-8.05922975609756,-34.95197520547946,1.7484988818409704,1.0675532779282877,0.7832515509943859,7.0,5.0,3.0,2.0,4.0,2.0
-8.05922975609756,-34.95177328767124,1.7486753240448003,1.0508714057492354,0.8019036116278269,7.0,4.0,3.0,3.0,4.0,1.0
-8.05922975609756,-34.95157136986302,1.7491349896205222,1.0343994259857368,0.8207353760466243,7.0,4.0,4.0,3.0,3.0,0.0
-8.05922975609756,-34.9513694520548,1.7498776553723372,1.0181475258485928,0.8397347543074628,7.0,4.0,4.0,3.0,3.0,0.0
-8.05922975609756,-34.95116753424658,1.7509029611874751,1.0021264127624714,0.8588906232075438,7.0,4.0,4.0,3.0,3.0,0.0
-8.05922975609756,-34.95096561643836,1.75221041090555,0.9863473327250316,0.8781927422960218,7.0,4.0,4.0,3.0,3.0,0.0
-8.05922975609756,-34.95076369863014,1.7537993735152189,0.9708220873287589,0.8976316769996152,7.0,4.0,4.0,3.0,3.0,0.0
-8.05922975609756,-34.95056178082192,1.7556690846700445,0.9555630489768648,0.9171987284288402,8.0,4.0,4.0,4.0,4.0,0.0
-8.05922975609756,-34.9503598630137,1.7578186485117135,0.9405831737527964,0.9368858693853012,8.0,4.0,4.0,4.0,4.0,0.0
-8.05922975609756,-34.950157945205476,1.760247039796225,0.925896011319086,0.956685686116914,8.0,4.0,4.0,4.0,4.0,0.0
-8.05922975609756,-34.94995602739726,1.7629531063060986,0.9115157111432786,0.9765913253418352,8.0,4.0,4.0,4.0,4.0,0.0
-8.05922975609756,-34.949754109589044,1.7659355715380085,0.8974570242622277,0.9965964461049176,8.0,4.0,4.0,4.0,4.0,0.0
-8.05922975609756,-34.949552191780825,1.7691930376526268,0.883735299729335,1.01669517604252,8.0,4.0,4.0,4.0,4.0,0.0
-8.05922975609756,-34.949350273972605,1.77272398866831,0.8703664747855749,1.036882071664302,8.0,4.0,4.0,4.0,4.0,0.0
-8.05922975609756,-34.949148356164386,1.776526793884171,0.8573670577570265,1.0571520822624203,8.0,4.0,5.0,4.0,3.0,-1.0
-8.05922975609756,-34.948946438356174,1.7805997115136476,0.8447541026101659,1.0775005171538012,8.0,4.0,5.0,4.0,3.0,-1.0
-8.05922975609756,-34.94874452054795,1.7849408925130532,0.8325451740767836,1.0979230159026074,8.0,4.0,5.0,4.0,3.0,-1.0
-8.05922975609756,-34.94854260273973,1.7895483845798528,0.8207583022633661,1.1184155212501052,8.0,4.0,5.0,4.0,3.0,-1.0
-8.05922975609756,-34.94834068493151,1.7944201363138232,0.8094119256869728,1.1389742545133732,8.0,3.0,5.0,5.0,3.0,-2.0
