109.24,71.28,145.1,57.37,124.19,59.0
76.9,21.4,7.27,31.18,88.28,84.35
10.96,116.27,18.36,157.22,64.27,5.2
21.17,71.28,6.55,5.64,124.19,82.75
105.61,83.9,14.43,26.17,83.71,2.61
11.08,59.28,8.49,19.21,92.82,11.09
7.41,89.89,11.29,21.97,81.69,118.77
86.81,78.9,3.66,43.7,72.88,36.71
5.78,89.89,34.71,13.26,32.13,7.85
10.78,93.25,96.54,35.84,42.13,6.58
112.21,93.25,7.37,3.0,42.13,5.0
8.47,83.9,6.96,84.71,83.71,26.99
145.55,59.28,34.38,151.15,92.82,3.52
48.38,89.89,14.59,50.32,81.69,8.95
16.53,83.9,21.77,46.86,83.71,88.91
62.73,93.25,17.45,116.38,83.07,81.4
28.17,116.27,14.4,74.02,104.99,20.52
16.62,78.9,42.62,173.02,72.88,64.51
63.32,21.4,6.5,65.6,88.28,16.7
54.67,83.9,7.48,18.24,96.42,13.47
24.85,89.89,49.73,68.36,81.69,4.34
70.15,89.89,24.99,14.87,81.69,111.69
11.77,59.28,11.75,34.69,112.33,20.34
19.06,78.9,65.89,103.2,72.88,13.68
34.98,83.9,10.9,9.29,96.42,111.44
70.5,71.28,22.86,4.62,124.19,7.18
91.89,30.59,78.9,8.27,104.36,92.82
49.66,21.4,78.9,50.57,88.28,92.82
12.4,89.89,71.28,49.26,81.69,72.88
4.41,78.9,30.59,70.33,72.88,104.36
40.63,78.9,89.89,67.74,72.88,81.69
134.69,30.59,89.89,2.97,104.36,104.36
85.03,116.27,78.9,65.11,64.27,104.36
24.73,93.25,93.25,37.52,42.13,64.27
55.29,30.59,21.4,23.97,104.36,81.69
8.94,21.4,116.27,22.26,88.28,92.82
6.89,78.9,83.9,7.63,72.88,104.36
27.11,30.59,71.28,53.84,104.36,88.28
14.06,78.9,59.28,24.62,72.88,42.13
29.19,30.59,30.59,42.54,104.36,72.88
15.93,30.59,21.4,34.73,104.36,104.36
59.14,83.9,78.9,6.4,83.71,32.13
86.98,59.28,30.59,5.03,92.82,81.69
27.88,21.4,30.59,16.54,88.28,104.36
122.34,78.9,78.9,31.21,72.88,88.28
92.27,83.9,71.28,5.49,83.71,104.36
71.17,21.4,78.9,84.2,87.04,104.99
79.28,89.89,30.59,10.42,32.13,104.36
5.62,83.9,59.28,4.29,101.44,107.34
29.62,71.28,116.27,18.94,124.19,72.88
40.75,30.59,89.89,35.89,104.36,64.27
29.24,93.25,116.27,37.27,83.07,101.93
49.51,83.9,71.28,17.22,96.42,88.28
9.08,78.9,89.89,21.4,72.88,42.13
17.41,71.28,93.25,82.51,124.19,124.19
20.36,89.89,71.28,6.05,32.13,81.69
15.74,21.4,30.59,61.97,88.28,81.69
30.21,89.89,116.27,14.81,81.69,104.99
7.02,116.27,116.27,15.77,64.27,72.88
18.5,78.9,89.89,7.83,72.88,88.28
10.48,30.59,83.9,87.35,104.36,104.99
7.49,83.9,71.28,14.64,83.71,72.88
22.5,59.28,78.9,27.15,92.82,64.27
21.46,59.28,78.9,93.75,92.82,101.93
11.15,116.27,93.25,6.14,64.27,104.36
10.82,93.25,59.28,18.11,42.13,83.07
17.94,59.28,89.89,11.32,92.82,88.28
12.96,30.59,59.28,245.89,104.36,72.88
56.0,30.59,30.59,21.24,104.36,83.71
9.55,89.89,83.9,72.22,81.69,88.28
66.41,21.4,116.27,27.45,88.28,88.28
18.19,93.25,71.28,42.68,83.07,104.99
13.89,78.9,116.27,7.3,72.88,112.33
8.42,30.59,30.59,25.86,104.36,83.71
8.61,44.05,30.59,59.67,137.37,84.77
22.24,93.25,93.25,111.09,42.13,72.88
35.34,116.27,71.28,169.73,64.27,32.13
39.69,93.25,21.4,32.62,83.07,81.69
100.61,83.9,59.28,81.68,83.71,72.88
52.14,83.9,93.25,11.34,83.71,104.36
55.12,83.9,116.27,56.39,96.42,83.71
25.35,59.28,71.28,41.44,92.82,124.19
52.81,93.25,89.89,3.9,83.07,124.19
50.76,83.9,83.9,54.2,83.71,124.19
16.27,30.59,30.59,21.52,104.36,81.69
22.92,89.89,71.28,92.36,81.69,92.82
31.79,89.89,59.28,114.64,32.13,72.88
13.11,21.4,116.27,46.12,88.28,64.27
13.15,71.28,30.59,6.88,124.19,101.93
44.23,59.28,116.27,147.6,92.82,81.69
13.74,71.28,83.9,31.61,124.19,92.82
16.2,116.27,83.9,28.57,104.99,81.69
9.18,93.25,71.28,25.7,42.13,104.36
5.58,93.25,30.59,6.49,42.13,81.69
67.9,83.9,89.89,26.1,83.71,88.28
41.29,59.28,116.27,20.81,84.77,72.88
82.96,30.59,89.89,19.67,104.36,104.36
29.32,83.9,30.59,24.37,83.71,88.28
5.42,30.59,116.27,91.52,104.36,42.13
3.97,71.28,78.9,59.78,124.19,72.88
3.45,21.4,89.89,94.67,88.28,72.88
21.93,59.28,21.4,46.74,92.82,64.27
65.72,83.9,30.59,10.48,83.71,83.71
9.7,30.59,89.89,4.07,107.34,72.88
20.21,59.28,83.9,40.38,84.77,81.69
17.88,21.4,30.59,118.82,88.28,84.77
11.94,71.28,71.28,26.37,124.19,84.77
4.2,83.9,116.27,9.23,96.42,81.69
68.3,116.27,59.28,15.94,64.27,124.19
39.8,59.28,78.9,24.69,92.82,88.28
10.97,116.27,116.27,10.84,104.99,83.07
18.04,78.9,21.4,31.83,72.88,88.28
156.48,116.27,116.27,47.47,64.27,92.82
233.14,83.9,89.89,78.97,96.42,32.13
57.3,93.25,71.28,14.92,42.13,83.71
93.54,89.89,21.4,18.56,32.13,88.28
20.1,71.28,89.89,59.32,124.19,104.99
28.17,78.9,30.59,31.38,72.88,83.71
24.6,93.25,21.4,15.8,83.07,72.88
29.06,59.28,89.89,148.52,101.93,84.77
65.06,89.89,116.27,46.21,81.69,92.82
12.32,93.25,83.9,29.36,42.13,83.71
13.93,78.9,21.4,3.86,72.88,124.19
215.28,93.25,78.9,16.27,83.07,81.69
26.17,78.9,71.28,69.88,72.88,83.71
87.18,83.9,30.59,65.34,83.71,92.82
21.61,93.25,93.25,45.85,42.13,124.19
60.8,89.89,78.9,22.6,81.69,88.28
46.55,116.27,116.27,18.7,104.99,104.36
33.31,83.9,83.9,64.16,83.71,104.99
21.13,83.9,93.25,43.88,83.71,72.88
139.74,71.28,83.9,64.92,124.19,104.99
17.06,83.9,59.28,16.06,83.71,124.19
6.08,116.27,59.28,6.62,64.27,104.36
16.29,89.89,59.28,14.32,81.69,104.36
128.71,116.27,30.59,5.95,104.99,124.19
15.17,93.25,78.9,28.07,42.13,92.82
73.13,116.27,93.25,3.03,64.27,72.88
12.09,71.28,112.33,10.98,124.19,81.69
1.82,89.89,30.59,88.53,81.69,92.82
16.72,78.9,83.9,12.93,72.88,32.13
3.88,21.4,89.89,8.2,88.28,72.88
5.22,21.4,89.89,62.73,88.28,72.88
18.29,89.89,71.28,44.87,81.69,64.27
81.3,83.9,89.89,42.09,83.71,72.88
21.85,83.9,78.9,89.53,83.71,81.69
15.79,116.27,30.59,26.36,64.27,104.36
10.24,71.28,93.25,22.31,124.19,104.99
95.83,71.28,116.27,32.36,124.19,32.13
18.07,71.28,71.28,4.36,124.19,72.88
34.9,21.4,21.4,72.1,88.28,104.36
4.75,59.28,30.59,49.5,101.93,104.99
95.81,93.25,78.9,28.9,42.13,104.36
85.29,93.25,59.28,49.46,42.13,104.99
106.39,21.4,59.28,54.96,88.28,83.07
17.23,89.89,59.28,22.06,32.13,88.28
132.63,93.25,93.25,17.3,42.13,83.71
55.51,30.59,59.28,22.91,104.36,104.99
23.66,89.89,59.28,192.1,81.69,64.27
6.06,116.27,78.9,8.89,104.99,81.69
109.02,83.9,71.28,18.15,83.71,83.71
54.63,21.4,89.89,109.3,88.28,104.36
22.88,116.27,78.9,185.14,64.27,72.88
22.21,59.28,93.25,52.65,101.93,92.82
4.22,78.9,78.9,5.11,72.88,81.69
38.12,78.9,59.28,29.04,72.88,124.19
108.9,93.25,93.25,20.86,42.13,88.28
110.26,116.27,21.4,142.48,104.99,124.19
54.7,30.59,78.9,67.3,104.36,64.27
10.71,78.9,89.89,61.94,72.88,104.36
56.02,116.27,71.28,66.05,104.99,72.88
30.04,71.28,21.4,5.74,124.19,96.42
13.29,30.59,78.9,27.26,104.36,104.36
78.0,21.4,59.28,17.93,88.28,42.13
39.95,21.4,78.9,46.86,88.28,96.42
12.81,30.59,21.4,13.78,104.36,72.88
28.61,59.28,71.28,25.05,101.93,64.27
33.11,21.4,83.9,29.91,88.28,124.19
17.27,30.59,93.25,49.15,104.36,88.28
73.07,93.25,93.25,16.38,83.07,104.36
93.81,83.9,83.9,13.78,83.71,104.99
51.74,89.89,83.9,29.46,81.69,81.69
13.22,59.28,93.25,15.89,101.93,72.88
34.26,59.28,21.4,16.07,112.33,92.82
30.1,93.25,59.28,37.4,42.13,72.88
17.66,93.25,116.27,29.46,42.13,92.82
52.77,116.27,21.4,11.77,123.7,96.42
7.95,89.89,116.27,108.45,81.69,88.28
38.96,78.9,83.9,65.84,72.88,104.36
49.87,30.59,78.9,3.31,104.36,83.71
18.01,89.89,83.9,9.67,81.69,84.77
17.88,21.4,89.89,7.79,88.28,88.28
30.47,71.28,71.28,7.83,124.19,72.88
2.4,71.28,93.25,139.42,124.19,88.28
4.05,78.9,71.28,10.05,72.88,88.28
82.54,143.38,59.28,6.5,84.77,83.71
14.87,30.59,89.89,16.24,104.36,124.19
7.61,116.27,116.27,11.49,104.99,83.07
7.89,71.28,83.9,87.89,124.19,92.82
139.96,93.25,93.25,62.95,42.13,64.27
10.94,71.28,78.9,20.56,124.19,83.71
100.48,143.38,116.27,11.44,84.77,104.36
20.07,83.9,93.25,7.27,83.71,124.19
77.64,116.27,83.9,132.48,64.27,64.27
26.02,30.59,71.28,13.45,104.36,81.69
4.05,112.33,93.25,35.39,84.77,124.19
65.32,71.28,71.28,60.74,124.19,88.28
5.27,83.9,93.25,7.38,96.42,104.36
38.47,93.25,21.4,24.17,42.13,88.28
10.35,116.27,89.89,5.03,104.99,64.27
13.97,89.89,21.4,42.17,81.69,81.69
17.3,21.4,89.89,14.11,88.28,104.99
9.35,78.9,71.28,93.67,72.88,88.28
14.78,30.59,116.27,17.01,104.36,124.19
32.71,21.4,116.27,33.05,88.28,83.71
36.42,93.25,89.89,10.15,42.13,92.82
25.18,93.25,21.4,4.15,42.13,81.69
39.15,71.28,21.4,79.78,124.19,72.88
5.18,93.25,59.28,13.88,42.13,81.69
7.22,116.27,78.9,105.24,64.27,81.69
41.35,93.25,59.28,138.04,83.07,72.88
55.07,59.28,59.28,26.31,92.82,92.82
21.87,59.28,93.25,73.9,101.93,104.99
31.22,21.4,59.28,17.68,88.28,42.13
51.24,30.59,30.59,111.01,104.36,64.27
26.35,116.27,83.9,32.41,64.27,42.13
