lat_pred,lon_pred,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,idx
-8.048530048044803,-34.95076408209413,-80.4367346938775,-79.57,-82.5431428571428,-84.82,-88.4125,-86.3576190476191,-92.46,-98012,-96.7925,9188.0
-8.051982338685397,-34.94760830072364,-91.6371428571429,-88.72,-90.7971428571429,-55.84,-75.23,-81.96625,-90.6116666666667,-98.04799999999999,-97.6,8208.0
-8.055466734741563,-34.953688453450866,-88.4871428571429,-96.38,-91.8042857142857,-96075,-90.1225,-94.6242857142857,-82.1766666666667,-75.81,-93.4,7160.0
-8.05134832596748,-34.950961206012174,-86.80857142857141,-92.22,-91.30285714285708,-84.47,-91.4675,-90.4957142857143,-92.2533333333333,-95286,-95.1975,8444.0
-8.052090574930553,-34.947511025185264,-88.98,-90.0257142857143,-91.95,-66.83,-80.2125,-81.02,-87.8933333333333,-96.13799999999999,-97.6,8069.0
-8.048045224884323,-34.94760544709458,-99.6,-80.94142857142859,-95.26357142857141,-92.01,-97685,-103.78,-106.07,-102064,-94.4075,9357.0
-8.057987648073384,-34.94649392045089,-89.43857142857142,-86.7257142857143,-99.07,-86.55,-72.0525,-68.0442857142857,-95.29,-88.8652727272727,-95.8575,6719.0
-8.047045932835061,-34.95390959244878,-73.7157142857143,-87.94142857142859,-71.33,-90.5566666666667,-92.28,-91.1521428571429,-78.3527777777778,-102.82799999999999,-92.72,9520.0
-8.053910147961242,-34.94828478239124,-92.422619047619,-90.24214285714292,-92.59,-80.05,-87.1375,-74.52,-90.19,-93.24799999999999,-97255,7628.0
-8.054367495065845,-34.95602013241766,-92.87619047619049,-97.38714285714279,-89.79428571428568,-101.954166666667,-101.5175,-95.81571428571432,-81195,-83.47399999999998,-78.59,7539.0
-8.05545375040321,-34.955560745087126,-94.4742857142857,-97.8657142857143,-94.25714285714292,-97.41,-89.4,-92.64,-73.0316666666667,-63.0,-88.33625,7180.0
-8.048851901105975,-34.952990017024995,-76.7414285714286,-86.23357142857141,-68.63,-86.95,-89.58,-87.55142857142859,-92765,-99226,-96.7675,9072.0
-8.0515587499667,-34.94998068805832,-91.19714285714292,-93.62285714285721,-93.8142857142857,-75.97,-84.8225,-86.1071428571429,-94.1316666666667,-95.75399999999999,-97.2725,8383.0
-8.0514006250147,-34.95059154405991,-90.71285714285708,-92.57714285714279,-87.09,-78.59,-95.86,-91.31571428571432,-93.6483333333333,-94.73,-95.9225,8433.0
-8.05923475550662,-34.94701953998967,-91.9548809523809,-88.97558441558441,-91.55,-94.2316666666667,-73.8,-76.4182142857143,-91.7869444444444,-91.6292727272727,-95.8575,6637.0
-8.052657341115491,-34.946040192776394,-92.9657142857143,-91.4828571428571,-93.3957142857143,-46.72,-81.24,-82.19428571428571,-90685,-88.37200000000001,-97255,7877.0
-8.055619215842567,-34.954139220630125,-88.65,-96.2,-91.68428571428568,-97.49,-97.66,-93.4842857142857,-82.37,-69126,-96.7025,7037.0
-8.051564976343295,-34.950027043430026,-91.19714285714292,-93.6228571428571,-94.6,-77.5,-81.3625,-87.89,-94.1316666666667,-93.81,-97.2725,8376.0
-8.051991078692312,-34.94711547681585,-89.4442857142857,-89.25857142857141,-87.52,-44.26,-67.2,-74.85428571428571,-92.4883333333333,-95764,-97.6,8138.0
-8.047235588464694,-34.95058405866051,-90.9,-75.7,-79.82,-93.6433333333333,-92.04,-91.01428571428568,-90.0516666666667,-99.03399999999999,-94.4075,9496.0
-8.05210408916593,-34.956716575192324,-88.15285714285709,-98.10857142857141,-87.59,-98.54,-98.52,-93.42142857142859,-67.8783333333333,-95.63,-87.29,8073.0
-8.047232982420027,-34.953977494042896,-81.08,-89.21,-78.2875,-94.15,-86.8425,-91645,-80.3111111111111,-102.82799999999999,-97.8275,9479.0
-8.059204474560438,-34.94744507551796,-90.7920238095238,-88.33987012987009,-90.84295238095241,-98.0,-75.08,-79.1682142857143,-92.31861111111107,-91.6292727272727,-95.8575,6645.0
-8.052043824491806,-34.9532675237217,-83.44571428571429,-92.56,-86.54142857142858,-87.33,-86315,-98.79,-99.21,-97572,-95605,8100.0
-8.054615399774493,-34.95935465170488,-79.95,-100.307142857143,-82.1671428571428,-95.72,-100225,-82.60428571428571,-73335,-89368,-58.27,7440.0
-8.052219977078229,-34.947609265457665,-88.98,-88.6342857142857,-91.95,-46.33,-73.92,-69.4114285714286,-90.2,-96.65,-97.6,8029.0
-8.04972870260366,-34.953102610721174,-88.9642857142857,-91.26,-82.44,-93.39,-90.3708333333333,-87.69547619047621,-91.8966666666667,-97.35799999999999,-95.3075,8857.0
-8.048174860758802,-34.95923666607068,-68.95,-89.59571428571432,-73.94857142857141,-96.4233333333333,-89.39,-93.46,-83.7533333333333,-106544,-83005,9324.0
-8.05463035743137,-34.94958219864705,-89.82600000000002,-92.24,-93.3,-85.67,-86.8170833333333,-73.67,-91.1766666666667,-87994,-96.3725,7451.0
-8.054312962775002,-34.95416342476533,-89.29428571428568,-96.6671428571429,-85.84,-96.54,-89.27,-90.18714285714279,-94125,-83.89,-96.55,7552.0
-8.05306593370169,-34.9487265123057,-86.59142857142858,-89.49,-89.07285714285709,-64.42,-76.86,-83.17,-90195,-91.50200000000001,-97255,7795.0
-8.053902185445015,-34.9492699684906,-90.74142857142859,-88.32785714285721,-91.72142857142859,-83.29,-82.92,-85.03142857142859,-82.9,-83.74,-96.72,7632.0
-8.048792307812494,-34.94724171440912,-97.29285714285707,-85.19857142857141,-95.30285714285708,-84.8816666666667,-96.4925,-95.59857142857142,-93635,-98844,-96.3575,9064.0
-8.051478982754356,-34.94768577102622,-93.47,-91.4871428571429,-95.81142857142858,-69.21,-87.01,-83.9,-95.1083333333333,-99818,-97.6,8404.0
-8.048683872604053,-34.950613133489384,-85.4885714285714,-85.95,-83.7942857142857,-80.5,-88.77,-76.19,-92.46,-97.49600000000001,-96.7925,9119.0
-8.050462340845423,-34.954030434732914,-89.52,-98.4607142857143,-83.07,-98.0766666666667,-94.65,-95.7025,-83.87,-97.33,-98.1075,8708.0
-8.054063602374567,-34.95349047812341,-80.01,-96.6671428571429,-90.83,-92.83,-99.61,-89.6957142857143,-91.38,-89.96799999999998,-95455,7613.0
-8.051361669695671,-34.950545154728395,-90.96,-91.08,-89.83,-86.08,-94.5,-90.46,-92.7283333333333,-94.73,-95.9225,8450.0
-8.051187198758567,-34.950653530161134,-82.95,-93.22714285714292,-89.81285714285721,-89.08,-92.63,-88.52,-93.5516666666667,-95.58200000000001,-95.9225,8512.0
-8.05277917440375,-34.955533371073095,-82.46,-96.56,-90.3992857142857,-99.8283333333333,-96.1425,-94.3771428571429,-60.47,-86.35,-82.84,7854.0
-8.047876305252075,-34.95067659155662,-88.71,-87.21,-80.16285714285709,-89.0583333333333,-89.8225,-88.9157142857143,-86005,-98012,-90.59,9386.0
-8.051100600584862,-34.95505437749212,-84965,-99.5725,-89.84,-101.06,-94.67,-91.33857142857141,-81.96,-97102,-103.53,8563.0
-8.05520900626708,-34.951966948559594,-89.47,-93.55,-92.11714285714292,-95.35,-86.66,-87.07857142857141,-95.0416666666667,-77434,-96.7,7307.0
-8.05037101492818,-34.953750318226135,-84.11142857142859,-95.6792857142857,-85.7114285714286,-96.22,-98.5125,-95.97,-86.5791666666667,-98.04799999999999,-99.62,8741.0
-8.04859547946167,-34.95079993081785,-84.38,-84.97571428571429,-83.7314285714286,-85.14,-89135,-88.2,-92.46,-98012,-96.7925,9127.0
-8.049839403526883,-34.94754835873393,-103.47,-86.66642857142858,-97.17285714285721,-88.53,-92.7425,-96.7742857142857,-91.1766666666667,-95.51799999999999,-98.9125,8854.0
-8.047422192423795,-34.94757305108869,-98.96142857142858,-88.95,-97.59142857142858,-90.01,-98.8375,-99.23285714285721,-99.38,-102212,-94.4075,9451.0
-8.048670348743437,-34.95052702914681,-85.17571428571429,-85.77,-85.83,-81.7,-87.8775,-83.28714285714291,-92815,-97.49600000000001,-96.7925,9109.0
-8.049021345485183,-34.94734878746656,-95.2828571428571,-84.86,-94.25142857142859,-84.8816666666667,-96.4925,-95.59857142857142,-93635,-96.51799999999999,-96.3575,9053.0
-8.051739802483572,-34.953258811613836,-80.18285714285709,-92.30285714285708,-85.70714285714291,-82.88,-86315,-89.81,-89205,-96096,-97.78,8263.0
-8.053217244741594,-34.95567627200583,-87.40428571428568,-96.37857142857142,-88.68428571428568,-100565,-100.04,-96.32142857142858,-56.0,-82.73,-73.65,7762.0
-8.057757932894765,-34.95240540404229,-93.66142857142859,-91.44857142857141,-91.49285714285708,-96.65,-81.3375,-79.52,-92.2733333333334,-78104,-95.3525,6733.0
-8.055186606811144,-34.95784408559055,-89.41857142857141,-99.5742857142857,-87.3442857142857,-97.4416666666667,-100225,-90.74285714285708,-60.06,-90064,-60.58,7360.0
-8.050395392602983,-34.95419313002771,-87.87642857142859,-98.4607142857143,-85.77,-101.62,-97775,-94.34952380952379,-99.71,-97054,-100835,8698.0
-8.052164957555892,-34.948117689555566,-83.91,-82.09,-87.8857142857143,-67.53,-80.25375,-84.53,-89.7716666666667,-90792,-97.6,8038.0
-8.046407771741103,-34.947036404586974,-94.613125,-92.65,-95.2073809523809,-93.15,-101.3125,-94.31642857142859,-93.2316666666667,-93476,-94.4075,9659.0
-8.055874329417216,-34.95831006219738,-88.19142857142859,-99.5742857142857,-90.07857142857141,-95.9383333333333,-92.8475,-89.20857142857142,-87.24,-89988,-65.91,6926.0
-8.053460789187854,-34.953486309569364,-89.38142857142859,-98.0128571428571,-96.53,-97.6333333333333,-97655,-97.28,-88.43,-94.97,-96.8325,7725.0
-8.04646476580877,-34.94545902585209,-88.97,-93.41,-92.25357142857142,-94.78,-90.9375,-84.6365873015873,-87.0581666666667,-79366,-96.92,9590.0
-8.052220962507015,-34.94807652137326,-86.22714285714291,-87.2142857142857,-87.8857142857143,-72.96,-81.47125,-83.42142857142859,-89.7716666666667,-88.38,-97.6,7991.0
-8.055899882859203,-34.95835172909353,-88.49,-99.5742857142857,-90.07857142857141,-95.9383333333333,-92.8475,-87.7557142857143,-87.24,-89988,-58.08,6920.0
-8.049064272592965,-34.956324933469936,-74.45,-94.9071428571429,-83.76,-98.6366666666667,-97.5975,-94.17,-89.9166666666667,-102.22866666666701,-95705,8995.0
-8.051625841682876,-34.95525466574846,-83.24857142857141,-99.6857142857143,-85.26,-97.85,-86.97,-90.22,-70.6783333333333,-93.38,-94.6225,8295.0
-8.054111113734653,-34.957396095337806,-89.9357142857143,-99.21,-89.01,-103.37583333333299,-101565,-95.78,-66046,-88874,-83.71,7592.0
-8.046453402706087,-34.953304712904696,-70.02,-90.52,-76.64,-95.2516666666667,-85.4,-93.03,-83.8883333333333,-104266,-97.22,9665.0
-8.04868247897016,-34.94697269840308,-97.25714285714292,-86.42476190476191,-100.0,-80.83,-98.8225,-96.16732142857141,-95915,-101.01,-96.56,9125.0
-8.055246875212754,-34.95163741361956,-92.38,-93.55,-90.72,-89.99,-82.2375,-86.6157142857143,-91.6383333333333,-76834,-96.7,7300.0
-8.058307675713582,-34.94646053215639,-90.4657142857143,-87.67285714285721,-93.06571428571432,-87.05,-72.8625,-70.33,-91.53,-90.1152727272727,-95.8575,6707.0
-8.05536923482253,-34.95085728013193,-90.56,-91.8871428571429,-92.77,-82.7,-81.49375,-83.6461904761905,-87.6183333333333,-78767,-96.3725,7236.0
-8.052521810393902,-34.94848401176539,-88.93428571428568,-86.97285714285721,-89.54857142857142,-73.79,-78435,-82.33142857142859,-96.29,-93336,-97255,7898.0
-8.055544793602905,-34.95501694679296,-95.08285714285721,-97.10285714285708,-94.5242857142857,-95.3742857142857,-89.2275,-94.4,-82285,-66626,-90315,7078.0
-8.053581965778708,-34.94905552276396,-86.68142857142858,-89.4,-90.08714285714292,-74.29,-76.8775,-76.11,-89.65,-83.63,-96.72,7699.0
-8.046437238123447,-34.94947796572937,-92.71285714285708,-65.39,-83.7507142857143,-89.4,-96225,-87.84,-90.0,-101.29799999999999,-94.4075,9654.0
-8.053781478994582,-34.948239664731666,-92355,-90.24214285714292,-92.72857142857141,-82.33,-76.1025,-85.7057142857143,-91.2483333333333,-86.63,-97255,7657.0
-8.050853678111526,-34.953200142401535,-89.9692857142857,-96.14857142857142,-87.984375,-90265,-93662,-94.3842857142857,-91.1933333333333,-96.34200000000001,-97.62,8605.0
-8.052992240659055,-34.948729526182014,-86.81857142857142,-88.6757142857143,-89.07285714285709,-63.58,-82.2425,-89.03,-90.2516666666667,-91176,-97255,7800.0
-8.052532901326103,-34.95546431742883,-91.2,-97.00714285714292,-91.7071428571428,-98.33,-96.1425,-93.9657142857143,-62.4183333333333,-86.06,-82.96,7892.0
-8.047290745875058,-34.95399226856026,-74.45,-85.33,-74.8303571428571,-86.15,-75.15,-91645,-80.3111111111111,-102.82799999999999,-95695,9494.0
-8.053360166254874,-34.9489217900882,-86.96142857142858,-89.54857142857142,-91.49,-70.67,-82.53,-81.3942857142857,-88.9166666666667,-91602,-96.72,7755.0
-8.052832519575894,-34.953862516775146,-95.73,-96.68857142857142,-88.9332142857143,-100.57,-102.53,-95.9528571428571,-98.4983333333333,-99.51799999999999,-97765,7839.0
-8.049089151491257,-34.94711339184179,-98.68,-81.02,-95.30285714285708,-84.52,-96.4925,-95.59857142857142,-93.29333333333332,-96.51799999999999,-96.3575,9039.0
-8.05123803055003,-34.951768142566706,-80.4614285714286,-90.84,-74.34,-88.09,-87.3625,-89.5942857142857,-90.6516666666667,-93176,-95.1975,8474.0
-8.05950451353306,-34.94622257528985,-96.24,-86.35857142857141,-94.3,-93.0216666666667,-92.62,-69.26857142857139,-90.2566666666667,-90.5772727272727,-95.8575,6616.0
-8.048607747056572,-34.95064494378778,-84.13,-82.71428571428571,-81.0,-77.0,-89.29,-79.94,-92.46,-98012,-96.7925,9128.0
-8.046524151510743,-34.95326926942925,-76.5114285714286,-90.2257142857143,-77.93,-96.91,-94.1125,-83.21,-83.8883333333333,-104266,-97.22,9666.0
-8.057788560698365,-34.95218866858931,-90.59,-92.4,-89.9,-96.65,-71.02,-86.67,-92.2733333333333,-84.69,-96105,6732.0
-8.051869719241433,-34.953214908623096,-85.2,-92.56,-88.26,-83.25,-86315,-92.6342857142857,-87.7583333333333,-96096,-95605,8235.0
-8.046457974254704,-34.953643349966136,-79.5385714285714,-96.91,-78.38428571428571,-92.0383333333333,-87.2975,-88.47,-83.7116666666667,-104266,-97.22,9629.0
-8.04840191346376,-34.95208147598574,-72.01,-88.6857142857143,-75.32,-88.69,-90.21,-87.9657142857143,-89.1866666666667,-98012,-97755,9226.0
-8.049782034517257,-34.95359566422765,-77.8771428571429,-92.21,-77.82,-89.33,-91.1025,-92.95571428571432,-89.15916666666668,-97054,-99.62,8834.0
-8.046928992065649,-34.950603436584984,-86.5171428571429,-78.32,-79.82,-93.58,-94.7625,-89.7132142857143,-90.0,-99.03399999999999,-94.4075,9537.0
-8.053950795030532,-34.954047357878586,-95.04,-96.6671428571429,-91.31285714285721,-97.3,-93685,-95.67,-95.3933333333333,-85.59200000000001,-96.55,7614.0
-8.049362741801556,-34.95298751458792,-79.66285714285709,-91.85,-78.0714285714286,-84.82,-92.88,-86.99857142857141,-82.31,-96186,-96.2825,8965.0
-8.050600642296823,-34.95360606295218,-79.51,-94275,-85.33,-95.86,-97.5075,-96.13,-82.93,-98.04799999999999,-98.1,8664.0
-8.05551119855345,-34.95913828352433,-84.83571428571429,-100.28857142857099,-84.09,-94765,-100225,-81.16428571428571,-87.6283333333333,-85.38,-67.41,7184.0
-8.050294926116216,-34.95315441376949,-86.78714285714291,-94.26,-80.25,-93.4633333333333,-95135,-94.57,-90965,-96.14200000000001,-99.48,8752.0
