lat_pred,lon_pred,idx
-8.047060487804877,-34.94773493150685,9525.0
-8.052024268292682,-34.94591767123288,8077.0
-8.05650768292683,-34.956417397260275,6823.0
-8.054586219512197,-34.94652342465753,7453.0
-8.04946231707317,-34.95480205479452,8860.0
-8.047060487804877,-34.94531191780822,9510.0
-8.050903414634147,-34.95056178082192,8594.0
-8.050903414634147,-34.94733109589041,8381.0
-8.047060487804877,-34.94531191780822,9557.0
-8.047861097560974,-34.95056178082192,9391.0
-8.048501585365852,-34.95985,9043.0
-8.055546951219512,-34.95944616438357,6968.0
-8.051704024390245,-34.95985,8231.0
-8.055546951219512,-34.95379246575342,7109.0
-8.055386829268294,-34.95076369863014,7241.0
-8.050262926829268,-34.955811643835624,8620.0
-8.051063536585367,-34.94753301369863,8455.0
-8.053465365853658,-34.94854260273973,7712.0
-8.051864146341464,-34.957023150684925,8286.0
-8.046900365853658,-34.94531191780822,9570.0
-8.047861097560974,-34.95076369863014,9364.0
-8.051864146341464,-34.94773493150685,8192.0
-8.05618743902439,-34.95116753424658,6841.0
-8.055386829268294,-34.953590547945204,7277.0
-8.04946231707317,-34.953186712328765,8968.0
-8.04674024390244,-34.948946438356174,9619.0
-8.053625487804878,-34.949148356164386,7705.0
-8.052184390243902,-34.94793684931507,7904.0
-8.055867195121952,-34.95096561643836,6966.0
-8.04962243902439,-34.94712917808219,8993.0
-8.050903414634147,-34.94733109589041,8753.0
-8.05314512195122,-34.94854260273973,7825.0
-8.054265975609756,-34.95742698630137,7584.0
-8.051383780487804,-34.95985,8459.0
-8.050262926829268,-34.95379246575342,8749.0
-8.047060487804877,-34.94531191780822,9499.0
-8.057148170731706,-34.95379246575342,6755.0
-8.050743292682926,-34.95985,8582.0
-8.053945731707318,-34.94874452054795,7618.0
-8.048341463414634,-34.94692726027397,9296.0
-8.051383780487804,-34.949754109589044,8355.0
-8.052184390243902,-34.94753301369863,7971.0
-8.053945731707318,-34.94834068493151,7629.0
-8.051383780487804,-34.952984794520546,8235.0
-8.049302195121951,-34.959648082191784,9002.0
-8.051864146341464,-34.94813876712329,8236.0
-8.051383780487804,-34.95157136986302,8118.0
-8.053785609756098,-34.95399438356164,7613.0
-8.047380731707317,-34.94813876712329,9526.0
-8.05282487804878,-34.9556097260274,7828.0
-8.050743292682926,-34.94692726027397,8643.0
-8.051063536585367,-34.95399438356164,8006.0
-8.052344512195122,-34.94834068493151,7893.0
-8.058589268292682,-34.949148356164386,6680.0
-8.054586219512197,-34.95762890410959,7446.0
-8.051864146341464,-34.94773493150685,8228.0
-8.055226707317075,-34.95783082191781,7259.0
-8.05618743902439,-34.95096561643836,6867.0
-8.058749390243902,-34.95177328767124,6733.0
-8.054746341463414,-34.956013561643836,7403.0
-8.055546951219512,-34.95056178082192,6858.0
-8.048661707317072,-34.94692726027397,9205.0
-8.054746341463414,-34.95823465753425,7382.0
-8.055546951219512,-34.9556097260274,7133.0
-8.055546951219512,-34.95944616438357,6959.0
-8.04674024390244,-34.9503598630137,9488.0
-8.058749390243902,-34.949148356164386,6674.0
-8.050583170731707,-34.94753301369863,8692.0
-8.051223658536586,-34.9513694520548,8517.0
-8.051383780487804,-34.94773493150685,8437.0
-8.055707073170732,-34.95480205479452,6955.0
-8.055386829268294,-34.959244246575345,6980.0
-8.05618743902439,-34.958032739726036,6922.0
-8.04962243902439,-34.94531191780822,9223.0
-8.05634756097561,-34.95237904109589,7322.0
-8.054586219512197,-34.953590547945204,7458.0
-8.051383780487804,-34.950157945205476,8399.0
-8.051864146341464,-34.94773493150685,8199.0
-8.04946231707317,-34.953186712328765,8947.0
-8.054426097560977,-34.956417397260275,7531.0
-8.051063536585367,-34.953186712328765,8540.0
-8.05602731707317,-34.953388630136985,7397.0
-8.055546951219512,-34.95944616438357,6973.0
-8.053465365853658,-34.946725342465754,7931.0
-8.051383780487804,-34.958840410958906,8452.0
-8.050423048780488,-34.95399438356164,8707.0
-8.055546951219512,-34.9556097260274,7123.0
-8.052184390243902,-34.94773493150685,7979.0
-8.053465365853658,-34.956013561643836,7721.0
-8.05282487804878,-34.959648082191784,7850.0
-8.047540853658537,-34.954196301369855,9419.0
-8.049302195121951,-34.953590547945204,8931.0
-8.052024268292682,-34.94712917808219,8208.0
-8.05650768292683,-34.95520589041096,6778.0
-8.052985000000001,-34.94793684931507,8040.0
-8.055546951219512,-34.95056178082192,7262.0
-8.047540853658537,-34.94773493150685,9633.0
-8.051223658536586,-34.94753301369863,8418.0
-8.052024268292682,-34.94773493150685,7972.0
-8.050903414634147,-34.94692726027397,8618.0
-8.054426097560977,-34.959042328767126,7496.0
-8.053785609756098,-34.95379246575342,7739.0
-8.058269024390244,-34.94995602739726,6699.0
-8.052184390243902,-34.94813876712329,8008.0
-8.05650768292683,-34.95500397260274,6794.0
-8.051864146341464,-34.94753301369863,8152.0
-8.047700975609756,-34.94733109589041,9435.0
-8.058749390243902,-34.948946438356174,6664.0
-8.05314512195122,-34.94813876712329,7988.0
-8.05282487804878,-34.94773493150685,7981.0
-8.055546951219512,-34.95540780821918,7076.0
-8.05266475609756,-34.94793684931507,8036.0
-8.052024268292682,-34.94652342465753,7922.0
-8.055386829268294,-34.95096561643836,7235.0
-8.047380731707317,-34.94793684931507,9376.0
-8.05266475609756,-34.946725342465754,7936.0
-8.054265975609756,-34.95742698630137,7601.0
-8.047060487804877,-34.95399438356164,9547.0
-8.052024268292682,-34.94692726027397,8179.0
-8.05266475609756,-34.94854260273973,7852.0
-8.052344512195122,-34.94793684931507,8000.0
-8.053625487804878,-34.94854260273973,7715.0
-8.053625487804878,-34.949148356164386,7695.0
-8.055707073170732,-34.95399438356164,7037.0
-8.054746341463414,-34.95762890410959,7456.0
-8.05282487804878,-34.94793684931507,8034.0
-8.04978256097561,-34.955811643835624,8732.0
-8.055546951219512,-34.95540780821918,7188.0
-8.05602731707317,-34.95237904109589,7305.0
-8.055867195121952,-34.95520589041096,7118.0
-8.04658012195122,-34.94531191780822,9613.0
-8.054426097560977,-34.956013561643836,7417.0
-8.057948780487804,-34.94652342465753,6719.0
-8.04658012195122,-34.952984794520546,9664.0
-8.051864146341464,-34.94773493150685,8198.0
-8.047220609756097,-34.95096561643836,9474.0
-8.049142073170731,-34.94531191780822,9058.0
-8.051543902439024,-34.9503598630137,8432.0
-8.050262926829268,-34.95056178082192,8769.0
-8.055386829268294,-34.95096561643836,7266.0
-8.048501585365852,-34.958840410958906,9297.0
-8.055546951219512,-34.956417397260275,7176.0
-8.052504634146342,-34.94854260273973,7975.0
-8.04994268292683,-34.952984794520546,8849.0
-8.049142073170731,-34.953186712328765,8937.0
-8.054265975609756,-34.953590547945204,7426.0
-8.052344512195122,-34.95096561643836,8433.0
-8.049302195121951,-34.95985,8792.0
-8.058269024390244,-34.949754109589044,6672.0
-8.047540853658537,-34.94531191780822,9432.0
-8.055066585365854,-34.952984794520546,7363.0
-8.050102804878048,-34.95379246575342,8786.0
-8.055546951219512,-34.95480205479452,7097.0
-8.052344512195122,-34.948946438356174,8080.0
-8.04946231707317,-34.95985,8873.0
-8.052504634146342,-34.95944616438357,7953.0
-8.055546951219512,-34.959042328767126,6962.0
-8.05282487804878,-34.9556097260274,7854.0
-8.050102804878048,-34.94753301369863,8789.0
-8.047220609756097,-34.95056178082192,9402.0
-8.047060487804877,-34.953388630136985,9485.0
-8.047060487804877,-34.95096561643836,9466.0
-8.053625487804878,-34.94652342465753,7766.0
-8.05938987804878,-34.94692726027397,6627.0
-8.051704024390245,-34.95985,8336.0
-8.05282487804878,-34.953590547945204,7831.0
-8.048501585365852,-34.95823465753425,9243.0
-8.05282487804878,-34.953590547945204,7819.0
-8.051383780487804,-34.950157945205476,8406.0
-8.055546951219512,-34.95480205479452,7022.0
-8.051543902439024,-34.949350273972605,8090.0
-8.052184390243902,-34.94793684931507,8037.0
-8.055546951219512,-34.95056178082192,7041.0
-8.053945731707318,-34.94834068493151,7673.0
-8.052344512195122,-34.955811643835624,7914.0
-8.04978256097561,-34.95985,8855.0
-8.051704024390245,-34.953186712328765,8371.0
-8.04978256097561,-34.94733109589041,8952.0
-8.048181341463414,-34.959042328767126,9262.0
-8.051063536585367,-34.95985,8579.0
-8.049142073170731,-34.959648082191784,8982.0
-8.05282487804878,-34.9556097260274,7811.0
-8.047700975609756,-34.953590547945204,9446.0
-8.048981951219512,-34.95762890410959,9086.0
-8.051704024390245,-34.958032739726036,8350.0
-8.049302195121951,-34.9556097260274,8955.0
-8.055546951219512,-34.95520589041096,7144.0
-8.054105853658537,-34.952984794520546,7525.0
-8.04978256097561,-34.94753301369863,8901.0
-8.046900365853658,-34.953186712328765,9665.0
-8.047220609756097,-34.94753301369863,9427.0
-8.048021219512195,-34.94753301369863,9360.0
-8.052184390243902,-34.94813876712329,8038.0
-8.054906463414634,-34.94995602739726,7258.0
-8.053945731707318,-34.95379246575342,7614.0
-8.04978256097561,-34.955811643835624,8726.0
-8.04674024390244,-34.94793684931507,9606.0
-8.054586219512197,-34.94874452054795,7648.0
-8.052184390243902,-34.94793684931507,7989.0
-8.048501585365852,-34.952984794520546,9250.0
-8.055226707317075,-34.95237904109589,916.0
-8.055226707317075,-34.95237904109589,861.0
-8.05602731707317,-34.9513694520548,4101.0
-8.05602731707317,-34.9513694520548,6613.0
-8.055226707317075,-34.95237904109589,4751.0
-8.055226707317075,-34.95237904109589,5059.0
-8.055226707317075,-34.95237904109589,977.0
-8.055066585365854,-34.95237904109589,269.0
-8.05602731707317,-34.9513694520548,3620.0
-8.055226707317075,-34.95237904109589,5644.0
-8.055066585365854,-34.95177328767124,2979.0
-8.05602731707317,-34.9513694520548,3735.0
-8.05602731707317,-34.9513694520548,1790.0
-8.05602731707317,-34.9513694520548,6553.0
-8.05602731707317,-34.9513694520548,3374.0
-8.055226707317075,-34.95237904109589,1523.0
-8.05602731707317,-34.9513694520548,6453.0
-8.05602731707317,-34.9513694520548,6080.0
-8.055226707317075,-34.95237904109589,1121.0
-8.05602731707317,-34.9513694520548,4041.0
-8.055226707317075,-34.95237904109589,1330.0
-8.05602731707317,-34.9513694520548,6289.0
-8.05602731707317,-34.9513694520548,1984.0
-8.055226707317075,-34.95237904109589,5158.0
-8.055226707317075,-34.95237904109589,5058.0
-8.055226707317075,-34.95237904109589,5073.0
-8.05602731707317,-34.9513694520548,3710.0
-8.055226707317075,-34.95237904109589,4407.0
-8.055226707317075,-34.95237904109589,745.0
-8.05602731707317,-34.9513694520548,4311.0
-8.05602731707317,-34.9513694520548,6298.0
-8.055226707317075,-34.95237904109589,5665.0
-8.055226707317075,-34.95237904109589,5189.0
-8.055226707317075,-34.95237904109589,4994.0
-8.055066585365854,-34.95177328767124,2804.0
-8.05602731707317,-34.9513694520548,3837.0
-8.055226707317075,-34.95237904109589,1597.0
-8.055226707317075,-34.95237904109589,1460.0
-8.055066585365854,-34.95237904109589,527.0
