CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604455903.3108
MEM 13.015625 1604455903.4208
MEM 24.996094 1604455903.5317
MEM 32.441406 1604455903.6408
MEM 41.468750 1604455903.7500
MEM 52.804688 1604455903.8580
MEM 56.226562 1604455903.9663
MEM 56.871094 1604455904.0754
MEM 68.019531 1604455904.1847
MEM 79.156250 1604455904.2950
MEM 87.164062 1604455904.4046
MEM 99.667969 1604455904.5112
MEM 107.531250 1604455904.6215
MEM 113.132812 1604455904.7217
MEM 119.183594 1604455904.8295
MEM 124.769531 1604455904.9297
MEM 125.210938 1604455905.0381
MEM 131.058594 1604455905.1480
MEM 139.171875 1604455905.2518
MEM 137.753906 1604455905.3627
MEM 144.644531 1604455905.4779
MEM 151.332031 1604455905.5928
MEM 157.183594 1604455905.7046
MEM 159.925781 1604455905.8128
MEM 139.695312 1604455905.9260
MEM 139.695312 1604455906.0399
MEM 139.695312 1604455906.1472
MEM 139.695312 1604455906.2590
MEM 139.695312 1604455906.3718
MEM 139.695312 1604455906.4718
MEM 139.695312 1604455906.5726
MEM 139.695312 1604455906.6733
MEM 142.460938 1604455906.7740
MEM 148.648438 1604455906.8748
MEM 154.179688 1604455906.9755
MEM 158.542969 1604455907.0762
MEM 160.050781 1604455907.1770
MEM 160.199219 1604455907.2777
MEM 138.894531 1604455907.3838
MEM 138.894531 1604455907.4840
MEM 138.894531 1604455907.5977
MEM 138.894531 1604455907.6985
MEM 138.894531 1604455907.8133
MEM 138.894531 1604455907.9260
MEM 138.894531 1604455908.0425
MEM 141.250000 1604455908.1431
MEM 147.976562 1604455908.2547
MEM 154.148438 1604455908.3653
MEM 159.039062 1604455908.4757
MEM 160.191406 1604455908.5875
MEM 139.968750 1604455908.6980
MEM 139.968750 1604455908.8099
MEM 139.968750 1604455908.9242
MEM 139.968750 1604455909.0347
MEM 139.968750 1604455909.1428
MEM 139.968750 1604455909.2439
MEM 139.968750 1604455909.3581
MEM 141.832031 1604455909.4607
MEM 147.757812 1604455909.5746
MEM 154.433594 1604455909.6889
MEM 159.808594 1604455909.7994
MEM 161.066406 1604455909.9141
MEM 138.707031 1604455910.0261
MEM 138.710938 1604455910.1282
MEM 138.718750 1604455910.2299
MEM 138.722656 1604455910.3428
MEM 138.730469 1604455910.4533
MEM 138.738281 1604455910.5668
MEM 138.742188 1604455910.6803
MEM 141.093750 1604455910.7920
MEM 147.882812 1604455910.9037
MEM 154.410156 1604455911.0162
MEM 158.968750 1604455911.1280
MEM 160.144531 1604455911.2434
MEM 139.406250 1604455911.3540
MEM 139.406250 1604455911.4541
MEM 139.406250 1604455911.5549
MEM 139.406250 1604455911.6555
MEM 139.406250 1604455911.7688
MEM 139.406250 1604455911.8782
MEM 139.406250 1604455911.9887
MEM 138.453125 1604455912.0919
MEM 145.261719 1604455912.2032
MEM 151.941406 1604455912.3154
MEM 157.156250 1604455912.4280
MEM 160.023438 1604455912.5397
MEM 160.500000 1604455912.6514
MEM 138.718750 1604455912.7608
MEM 138.718750 1604455912.8721
MEM 138.718750 1604455912.9835
MEM 138.718750 1604455913.0953
MEM 138.718750 1604455913.2058
MEM 138.718750 1604455913.3250
MEM 138.718750 1604455913.4380
MEM 142.156250 1604455913.5431
MEM 148.972656 1604455913.6557
MEM 154.140625 1604455913.7661
MEM 158.484375 1604455913.8799
MEM 160.210938 1604455913.9918
MEM 141.007812 1604455914.1023
MEM 141.011719 1604455914.2143
MEM 141.019531 1604455914.3259
MEM 141.027344 1604455914.4406
MEM 141.031250 1604455914.5539
MEM 141.039062 1604455914.6669
MEM 141.046875 1604455914.7773
MEM 140.753906 1604455914.8914
MEM 145.636719 1604455915.0067
MEM 150.738281 1604455915.1172
MEM 156.675781 1604455915.2291
MEM 160.085938 1604455915.3397
MEM 160.570312 1604455915.4582
MEM 142.328125 1604455915.5727
MEM 142.328125 1604455915.6872
MEM 142.328125 1604455915.7930
MEM 142.328125 1604455915.9143
MEM 142.328125 1604455916.0239
MEM 142.332031 1604455916.1376
MEM 142.335938 1604455916.2481
MEM 140.902344 1604455916.3570
MEM 147.335938 1604455916.4715
MEM 153.457031 1604455916.5853
MEM 157.875000 1604455916.6968
MEM 159.617188 1604455916.8076
MEM 142.171875 1604455916.9182
MEM 142.171875 1604455917.0413
MEM 142.171875 1604455917.1543
MEM 142.171875 1604455917.2647
MEM 142.171875 1604455917.3741
MEM 142.171875 1604455917.4873
MEM 142.171875 1604455917.5914
MEM 143.449219 1604455917.7207
MEM 152.109375 1604455917.8323
MEM 135.992188 1604455917.9404
