CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1604420183.3624
MEM 0.191406 1604420183.4629
MEM 13.187500 1604420183.5642
MEM 23.187500 1604420183.6648
MEM 30.527344 1604420183.7656
MEM 38.234375 1604420183.8666
MEM 48.792969 1604420183.9670
MEM 56.414062 1604420184.0675
MEM 56.414062 1604420184.1685
MEM 58.785156 1604420184.2687
MEM 67.679688 1604420184.3688
MEM 76.847656 1604420184.4689
MEM 81.765625 1604420184.5696
MEM 89.769531 1604420184.6706
MEM 101.878906 1604420184.7716
MEM 109.371094 1604420184.8719
MEM 114.480469 1604420184.9723
MEM 119.484375 1604420185.0731
MEM 124.570312 1604420185.1740
MEM 125.007812 1604420185.2743
MEM 128.777344 1604420185.3747
MEM 140.558594 1604420185.4748
MEM 135.808594 1604420185.5757
MEM 141.375000 1604420185.6763
MEM 141.601562 1604420185.7766
MEM 141.921875 1604420185.8768
MEM 142.359375 1604420185.9776
MEM 142.621094 1604420186.0783
MEM 142.906250 1604420186.1790
MEM 143.097656 1604420186.2799
MEM 143.449219 1604420186.3805
MEM 143.765625 1604420186.4814
MEM 144.351562 1604420186.5816
MEM 144.710938 1604420186.6818
MEM 148.640625 1604420186.7825
MEM 141.382812 1604420186.8825
MEM 139.273438 1604420186.9834
MEM 143.832031 1604420187.0841
MEM 143.925781 1604420187.1847
MEM 144.125000 1604420187.2851
MEM 144.468750 1604420187.3859
MEM 144.722656 1604420187.4869
MEM 145.035156 1604420187.5875
MEM 145.355469 1604420187.6883
MEM 145.921875 1604420187.7888
MEM 145.984375 1604420187.8895
MEM 146.425781 1604420187.9900
MEM 150.660156 1604420188.0903
MEM 142.921875 1604420188.1907
MEM 140.589844 1604420188.2914
MEM 146.761719 1604420188.3915
MEM 146.820312 1604420188.4916
MEM 146.863281 1604420188.5917
MEM 147.175781 1604420188.6921
MEM 147.457031 1604420188.7927
MEM 147.609375 1604420188.8929
MEM 147.613281 1604420188.9932
MEM 147.613281 1604420189.0932
MEM 147.617188 1604420189.1933
MEM 147.980469 1604420189.2943
MEM 144.878906 1604420189.3952
MEM 144.355469 1604420189.4962
MEM 141.871094 1604420189.5964
MEM 147.960938 1604420189.6974
MEM 148.070312 1604420189.7983
MEM 148.140625 1604420189.8984
MEM 148.375000 1604420189.9987
MEM 148.687500 1604420190.0996
MEM 148.945312 1604420190.2006
MEM 149.179688 1604420190.3007
MEM 149.183594 1604420190.4010
MEM 149.199219 1604420190.5015
MEM 149.199219 1604420190.6025
MEM 153.292969 1604420190.7026
MEM 148.218750 1604420190.8035
MEM 148.218750 1604420190.9045
MEM 148.542969 1604420191.0054
MEM 148.625000 1604420191.1063
MEM 148.714844 1604420191.2066
MEM 148.789062 1604420191.3068
MEM 148.980469 1604420191.4069
MEM 149.230469 1604420191.5069
MEM 149.578125 1604420191.6081
MEM 149.894531 1604420191.7083
MEM 150.437500 1604420191.8084
MEM 150.628906 1604420191.9086
MEM 152.546875 1604420192.0091
MEM 149.195312 1604420192.1092
MEM 149.195312 1604420192.2102
MEM 151.042969 1604420192.3104
MEM 152.308594 1604420192.4105
MEM 152.402344 1604420192.5112
MEM 152.527344 1604420192.6114
MEM 152.601562 1604420192.7122
MEM 152.832031 1604420192.8132
MEM 153.019531 1604420192.9139
MEM 153.148438 1604420193.0144
MEM 153.164062 1604420193.1145
MEM 153.289062 1604420193.2146
MEM 153.792969 1604420193.3153
MEM 156.132812 1604420193.4155
MEM 150.371094 1604420193.5163
MEM 150.371094 1604420193.6164
MEM 151.191406 1604420193.7174
MEM 152.765625 1604420193.8179
MEM 152.800781 1604420193.9188
MEM 152.957031 1604420194.0193
MEM 153.023438 1604420194.1195
MEM 153.082031 1604420194.2196
MEM 153.082031 1604420194.3199
MEM 153.093750 1604420194.4204
MEM 153.523438 1604420194.5206
MEM 153.585938 1604420194.6212
MEM 153.867188 1604420194.7212
MEM 157.964844 1604420194.8220
MEM 151.847656 1604420194.9221
MEM 151.847656 1604420195.0228
MEM 154.566406 1604420195.1242
MEM 154.621094 1604420195.2246
MEM 154.652344 1604420195.3251
MEM 154.773438 1604420195.4260
MEM 154.917969 1604420195.5263
MEM 155.093750 1604420195.6268
MEM 155.093750 1604420195.7276
MEM 155.324219 1604420195.8279
MEM 155.449219 1604420195.9279
MEM 155.710938 1604420196.0283
MEM 159.453125 1604420196.1291
MEM 143.769531 1604420196.2299
MEM 143.769531 1604420196.3305
MEM 146.554688 1604420196.4305
MEM 146.589844 1604420196.5311
MEM 146.621094 1604420196.6315
MEM 146.621094 1604420196.7317
MEM 146.746094 1604420196.8318
MEM 146.875000 1604420196.9320
MEM 147.195312 1604420197.0322
MEM 147.230469 1604420197.1325
MEM 147.710938 1604420197.2325
MEM 145.281250 1604420197.3334
MEM 144.597656 1604420197.4337
MEM 143.539062 1604420197.5347
MEM 148.285156 1604420197.6347
MEM 154.007812 1604420197.7350
MEM 140.585938 1604420197.8358
MEM 132.113281 1604420197.9365
