CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604457290.3834
MEM 10.144531 1604457290.4838
MEM 21.367188 1604457290.5845
MEM 29.847656 1604457290.6846
MEM 37.296875 1604457290.7847
MEM 48.199219 1604457290.8855
MEM 56.550781 1604457290.9861
MEM 56.558594 1604457291.0868
MEM 58.027344 1604457291.1877
MEM 68.031250 1604457291.2884
MEM 78.257812 1604457291.3924
MEM 85.714844 1604457291.5077
MEM 99.945312 1604457291.6365
MEM 106.800781 1604457291.7487
MEM 113.375000 1604457291.8627
MEM 118.921875 1604457291.9725
MEM 124.730469 1604457292.0746
MEM 125.187500 1604457292.1830
MEM 129.367188 1604457292.2929
MEM 136.093750 1604457292.3937
MEM 137.398438 1604457292.4944
MEM 141.558594 1604457292.5952
MEM 147.125000 1604457292.6961
MEM 151.929688 1604457292.7962
MEM 155.804688 1604457292.8970
MEM 158.035156 1604457292.9971
MEM 159.218750 1604457293.0977
MEM 159.691406 1604457293.1980
MEM 159.957031 1604457293.2983
MEM 160.000000 1604457293.4055
MEM 160.015625 1604457293.5075
MEM 160.046875 1604457293.6108
MEM 160.054688 1604457293.7112
MEM 160.054688 1604457293.8224
MEM 160.054688 1604457293.9247
MEM 138.515625 1604457294.0267
MEM 138.515625 1604457294.1288
MEM 138.515625 1604457294.2413
MEM 138.515625 1604457294.3437
MEM 138.515625 1604457294.4439
MEM 138.515625 1604457294.5446
MEM 138.515625 1604457294.6454
MEM 139.699219 1604457294.7463
MEM 145.621094 1604457294.8472
MEM 150.929688 1604457294.9479
MEM 154.996094 1604457295.0486
MEM 157.585938 1604457295.1541
MEM 158.570312 1604457295.2565
MEM 158.945312 1604457295.3578
MEM 159.164062 1604457295.4591
MEM 159.300781 1604457295.5601
MEM 159.347656 1604457295.6613
MEM 159.546875 1604457295.7624
MEM 159.566406 1604457295.8635
MEM 159.566406 1604457295.9646
MEM 159.597656 1604457296.0657
MEM 159.609375 1604457296.1666
MEM 138.750000 1604457296.2681
MEM 138.750000 1604457296.3689
MEM 138.750000 1604457296.4701
MEM 138.750000 1604457296.5725
MEM 138.750000 1604457296.6747
MEM 138.750000 1604457296.7770
MEM 138.750000 1604457296.8790
MEM 140.359375 1604457296.9808
MEM 146.542969 1604457297.0954
MEM 152.640625 1604457297.2156
MEM 156.363281 1604457297.3180
MEM 158.500000 1604457297.4181
MEM 159.289062 1604457297.5181
MEM 159.812500 1604457297.6184
MEM 160.054688 1604457297.7192
MEM 160.109375 1604457297.8200
MEM 160.210938 1604457297.9208
MEM 160.257812 1604457298.0215
MEM 160.257812 1604457298.1223
MEM 160.265625 1604457298.2231
MEM 140.417969 1604457298.3239
MEM 140.417969 1604457298.4327
MEM 140.417969 1604457298.5406
MEM 140.417969 1604457298.6406
MEM 140.417969 1604457298.7426
MEM 140.417969 1604457298.8435
MEM 140.417969 1604457298.9449
MEM 140.417969 1604457299.0465
MEM 142.328125 1604457299.1571
MEM 148.000000 1604457299.2582
MEM 153.375000 1604457299.3593
MEM 157.207031 1604457299.4616
MEM 159.394531 1604457299.5641
MEM 160.167969 1604457299.6661
MEM 160.433594 1604457299.7675
MEM 160.593750 1604457299.8683
MEM 160.609375 1604457299.9684
MEM 160.625000 1604457300.0699
MEM 160.625000 1604457300.1726
MEM 138.921875 1604457300.2738
MEM 138.929688 1604457300.3876
MEM 138.933594 1604457300.5000
MEM 138.941406 1604457300.6001
MEM 138.945312 1604457300.7113
MEM 138.953125 1604457300.8122
MEM 138.960938 1604457300.9132
MEM 138.960938 1604457301.0136
MEM 142.933594 1604457301.1249
MEM 147.992188 1604457301.2261
MEM 152.996094 1604457301.3270
MEM 156.679688 1604457301.4274
MEM 158.664062 1604457301.5279
MEM 159.445312 1604457301.6285
MEM 159.906250 1604457301.7295
MEM 160.300781 1604457301.8302
MEM 160.363281 1604457301.9309
MEM 160.531250 1604457302.0317
MEM 160.531250 1604457302.1324
MEM 160.582031 1604457302.2324
MEM 160.593750 1604457302.3332
MEM 160.593750 1604457302.4340
MEM 160.593750 1604457302.5347
MEM 139.304688 1604457302.6348
MEM 139.308594 1604457302.7493
MEM 139.316406 1604457302.8513
MEM 139.324219 1604457302.9534
MEM 139.328125 1604457303.0615
MEM 139.335938 1604457303.1650
MEM 139.343750 1604457303.2765
MEM 139.261719 1604457303.3781
MEM 144.156250 1604457303.4792
MEM 149.738281 1604457303.5812
MEM 154.226562 1604457303.6837
MEM 157.648438 1604457303.7859
MEM 159.289062 1604457303.8880
MEM 160.085938 1604457303.9903
MEM 160.554688 1604457304.0923
MEM 160.652344 1604457304.2046
MEM 160.781250 1604457304.3069
MEM 160.796875 1604457304.4095
MEM 160.796875 1604457304.5120
MEM 160.800781 1604457304.6141
MEM 160.800781 1604457304.7162
MEM 160.800781 1604457304.8179
MEM 139.796875 1604457304.9190
MEM 139.796875 1604457305.0205
MEM 139.796875 1604457305.1351
MEM 139.796875 1604457305.2453
MEM 139.796875 1604457305.3475
MEM 139.796875 1604457305.4490
MEM 139.796875 1604457305.5500
MEM 139.171875 1604457305.6635
MEM 144.718750 1604457305.7770
MEM 150.847656 1604457305.8919
MEM 155.171875 1604457305.9931
MEM 157.875000 1604457306.0939
MEM 158.925781 1604457306.1958
MEM 159.628906 1604457306.2977
MEM 159.917969 1604457306.4097
MEM 160.152344 1604457306.5118
MEM 160.328125 1604457306.6139
MEM 160.339844 1604457306.7169
MEM 160.355469 1604457306.8189
MEM 160.355469 1604457306.9206
MEM 160.375000 1604457307.0216
MEM 160.382812 1604457307.1226
MEM 160.390625 1604457307.2241
MEM 160.394531 1604457307.3262
MEM 140.371094 1604457307.4265
MEM 140.375000 1604457307.5274
MEM 140.382812 1604457307.6281
MEM 140.390625 1604457307.7288
MEM 140.394531 1604457307.8296
MEM 140.402344 1604457307.9303
MEM 140.410156 1604457308.0310
MEM 140.410156 1604457308.1318
MEM 144.308594 1604457308.2325
MEM 149.496094 1604457308.3328
MEM 153.195312 1604457308.4370
MEM 156.097656 1604457308.5391
MEM 157.781250 1604457308.6412
MEM 158.605469 1604457308.7432
MEM 159.136719 1604457308.8456
MEM 159.335938 1604457308.9476
MEM 159.503906 1604457309.0610
MEM 159.519531 1604457309.1636
MEM 159.562500 1604457309.2659
MEM 159.570312 1604457309.3681
MEM 159.574219 1604457309.4688
MEM 159.574219 1604457309.5698
MEM 159.574219 1604457309.6705
MEM 141.105469 1604457309.7713
MEM 141.105469 1604457309.8720
MEM 141.105469 1604457309.9727
MEM 141.105469 1604457310.0734
MEM 141.109375 1604457310.1742
MEM 141.113281 1604457310.2749
MEM 141.117188 1604457310.3752
MEM 143.492188 1604457310.4793
MEM 149.234375 1604457310.5897
MEM 152.886719 1604457310.6920
MEM 155.710938 1604457310.7946
MEM 156.980469 1604457310.8960
MEM 157.722656 1604457310.9983
MEM 158.042969 1604457311.1009
MEM 158.242188 1604457311.2029
MEM 158.308594 1604457311.3051
MEM 158.410156 1604457311.4054
MEM 141.679688 1604457311.5061
MEM 141.679688 1604457311.6071
MEM 141.679688 1604457311.7078
MEM 141.679688 1604457311.8085
MEM 141.679688 1604457311.9093
MEM 141.679688 1604457312.0101
MEM 141.679688 1604457312.1108
MEM 146.816406 1604457312.2115
MEM 147.640625 1604457312.3124
MEM 141.085938 1604457312.4193
MEM 129.796875 1604457312.5312
