CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1604501223.6138
MEM 1.156250 1604501223.7287
MEM 9.023438 1604501223.8354
MEM 12.617188 1604501223.9497
MEM 16.867188 1604501224.0704
MEM 23.265625 1604501224.1814
MEM 27.351562 1604501224.2917
MEM 30.074219 1604501224.4027
MEM 33.152344 1604501224.5127
MEM 37.218750 1604501224.6277
MEM 38.675781 1604501224.7373
MEM 40.648438 1604501224.8473
MEM 42.488281 1604501224.9568
MEM 45.164062 1604501225.0655
MEM 46.863281 1604501225.1758
MEM 47.718750 1604501225.2869
MEM 48.882812 1604501225.3999
MEM 49.792969 1604501225.5099
MEM 51.187500 1604501225.6208
MEM 51.898438 1604501225.7288
MEM 53.062500 1604501225.8415
MEM 54.441406 1604501225.9501
MEM 56.085938 1604501226.0591
MEM 56.621094 1604501226.1696
MEM 56.621094 1604501226.2794
MEM 56.621094 1604501226.3890
MEM 56.621094 1604501226.4995
MEM 56.621094 1604501226.6088
MEM 56.691406 1604501226.7197
MEM 57.785156 1604501226.8295
MEM 58.796875 1604501226.9402
MEM 59.949219 1604501227.0509
MEM 60.722656 1604501227.1616
MEM 61.996094 1604501227.2726
MEM 63.222656 1604501227.3833
MEM 64.500000 1604501227.4937
MEM 66.269531 1604501227.6029
MEM 68.691406 1604501227.7155
MEM 70.101562 1604501227.8189
MEM 73.687500 1604501227.9337
MEM 77.011719 1604501228.0440
MEM 78.269531 1604501228.1468
MEM 79.363281 1604501228.2602
MEM 81.429688 1604501228.3740
MEM 84.011719 1604501228.4786
MEM 86.476562 1604501228.5902
MEM 87.660156 1604501228.6998
MEM 90.625000 1604501228.8151
MEM 91.789062 1604501228.9251
MEM 94.992188 1604501229.0334
MEM 96.359375 1604501229.1433
MEM 98.781250 1604501229.2481
MEM 100.269531 1604501229.3539
MEM 102.046875 1604501229.4626
MEM 103.187500 1604501229.5732
MEM 104.562500 1604501229.6856
MEM 105.480469 1604501229.7967
MEM 107.054688 1604501229.9114
MEM 108.972656 1604501230.0277
MEM 110.394531 1604501230.1317
MEM 112.156250 1604501230.2410
MEM 114.214844 1604501230.3503
MEM 115.199219 1604501230.4597
MEM 116.531250 1604501230.5699
MEM 117.582031 1604501230.6753
MEM 119.347656 1604501230.7886
MEM 124.238281 1604501230.9041
MEM 124.386719 1604501231.0158
MEM 124.453125 1604501231.1171
MEM 125.152344 1604501231.2266
MEM 125.554688 1604501231.3359
MEM 126.953125 1604501231.4365
MEM 128.097656 1604501231.5386
MEM 129.097656 1604501231.6474
MEM 130.093750 1604501231.7570
MEM 132.289062 1604501231.8677
MEM 131.996094 1604501231.9687
MEM 134.226562 1604501232.0791
MEM 134.636719 1604501232.1928
MEM 141.109375 1604501232.3033
MEM 135.339844 1604501232.4130
MEM 135.593750 1604501232.5241
MEM 135.949219 1604501232.6247
MEM 137.648438 1604501232.7389
MEM 137.781250 1604501232.8526
MEM 137.921875 1604501232.9556
MEM 138.003906 1604501233.0588
MEM 138.160156 1604501233.1728
MEM 138.347656 1604501233.2839
MEM 138.476562 1604501233.3950
MEM 138.554688 1604501233.5045
MEM 138.707031 1604501233.6141
MEM 138.804688 1604501233.7241
MEM 139.062500 1604501233.8347
MEM 139.128906 1604501233.9447
MEM 139.261719 1604501234.0541
MEM 139.390625 1604501234.1631
MEM 139.648438 1604501234.2715
MEM 143.449219 1604501234.3863
MEM 140.664062 1604501234.4871
MEM 140.667969 1604501234.5980
MEM 140.667969 1604501234.6991
MEM 140.667969 1604501234.8157
MEM 140.667969 1604501234.9290
MEM 140.726562 1604501235.0506
MEM 140.726562 1604501235.1589
MEM 141.500000 1604501235.2647
MEM 141.500000 1604501235.3790
MEM 141.500000 1604501235.4878
MEM 141.503906 1604501235.5998
MEM 141.550781 1604501235.7087
MEM 141.562500 1604501235.8180
MEM 141.562500 1604501235.9279
MEM 141.597656 1604501236.0378
MEM 141.597656 1604501236.1499
MEM 141.605469 1604501236.2597
MEM 141.761719 1604501236.3688
MEM 141.765625 1604501236.4774
MEM 141.761719 1604501236.5892
MEM 141.761719 1604501236.7000
MEM 141.761719 1604501236.8100
MEM 141.761719 1604501236.9200
