CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604506914.6031
MEM 7.562500 1604506914.7034
MEM 18.562500 1604506914.8037
MEM 25.574219 1604506914.9039
MEM 32.507812 1604506915.0043
MEM 39.304688 1604506915.1050
MEM 49.851562 1604506915.2053
MEM 56.671875 1604506915.3056
MEM 56.671875 1604506915.4058
MEM 59.332031 1604506915.5058
MEM 69.316406 1604506915.6061
MEM 76.984375 1604506915.7067
MEM 81.300781 1604506915.8075
MEM 88.636719 1604506915.9083
MEM 99.980469 1604506916.0090
MEM 108.175781 1604506916.1097
MEM 113.343750 1604506916.2105
MEM 118.257812 1604506916.3115
MEM 124.621094 1604506916.4122
MEM 124.789062 1604506916.5129
MEM 126.343750 1604506916.6132
MEM 133.324219 1604506916.7133
MEM 141.746094 1604506916.8140
MEM 138.160156 1604506916.9148
MEM 143.546875 1604506917.0155
MEM 149.003906 1604506917.1162
MEM 153.648438 1604506917.2169
MEM 157.898438 1604506917.3177
MEM 159.574219 1604506917.4184
MEM 159.726562 1604506917.5191
MEM 139.304688 1604506917.6199
MEM 139.304688 1604506917.7206
MEM 139.304688 1604506917.8213
MEM 139.304688 1604506917.9221
MEM 139.304688 1604506918.0228
MEM 139.304688 1604506918.1235
MEM 139.304688 1604506918.2243
MEM 139.304688 1604506918.3250
MEM 138.191406 1604506918.4257
MEM 143.453125 1604506918.5264
MEM 148.148438 1604506918.6271
MEM 152.824219 1604506918.7279
MEM 156.753906 1604506918.8279
MEM 159.019531 1604506918.9283
MEM 159.500000 1604506919.0291
MEM 139.863281 1604506919.1298
MEM 139.863281 1604506919.2305
MEM 139.863281 1604506919.3313
MEM 139.863281 1604506919.4320
MEM 139.863281 1604506919.5327
MEM 139.863281 1604506919.6335
MEM 139.863281 1604506919.7342
MEM 139.863281 1604506919.8349
MEM 139.863281 1604506919.9357
MEM 141.789062 1604506920.0364
MEM 145.566406 1604506920.1373
MEM 150.425781 1604506920.2378
MEM 155.363281 1604506920.3386
MEM 159.097656 1604506920.4393
MEM 160.054688 1604506920.5401
MEM 139.402344 1604506920.6408
MEM 139.406250 1604506920.7416
MEM 139.414062 1604506920.8422
MEM 139.417969 1604506920.9430
MEM 139.425781 1604506921.0437
MEM 139.429688 1604506921.1444
MEM 139.433594 1604506921.2452
MEM 139.441406 1604506921.3459
MEM 139.445312 1604506921.4466
MEM 141.121094 1604506921.5470
MEM 145.820312 1604506921.6471
MEM 151.171875 1604506921.7478
MEM 155.742188 1604506921.8486
MEM 159.796875 1604506921.9493
MEM 160.726562 1604506922.0500
MEM 139.824219 1604506922.1507
MEM 139.824219 1604506922.2511
MEM 139.824219 1604506922.3512
MEM 139.824219 1604506922.4519
MEM 139.824219 1604506922.5526
MEM 139.824219 1604506922.6534
MEM 139.824219 1604506922.7541
MEM 139.824219 1604506922.8549
MEM 139.824219 1604506922.9556
MEM 142.011719 1604506923.0563
MEM 145.949219 1604506923.1571
MEM 151.304688 1604506923.2578
MEM 155.511719 1604506923.3585
MEM 158.226562 1604506923.4592
MEM 160.179688 1604506923.5599
MEM 160.402344 1604506923.6608
MEM 139.925781 1604506923.7609
MEM 139.925781 1604506923.8610
MEM 139.925781 1604506923.9619
MEM 139.925781 1604506924.0626
MEM 139.925781 1604506924.1634
MEM 139.925781 1604506924.2641
MEM 139.925781 1604506924.3648
MEM 139.925781 1604506924.4655
MEM 136.910156 1604506924.5663
MEM 142.621094 1604506924.6670
MEM 147.406250 1604506924.7678
MEM 152.738281 1604506924.8685
MEM 157.195312 1604506924.9694
MEM 159.507812 1604506925.0703
MEM 160.132812 1604506925.1711
MEM 140.148438 1604506925.2718
MEM 140.148438 1604506925.3725
MEM 140.148438 1604506925.4732
MEM 140.148438 1604506925.5733
MEM 140.148438 1604506925.6740
MEM 140.148438 1604506925.7748
MEM 140.148438 1604506925.8755
MEM 140.152344 1604506925.9762
MEM 140.152344 1604506926.0770
MEM 140.390625 1604506926.1777
MEM 146.101562 1604506926.2785
MEM 151.515625 1604506926.3792
MEM 156.449219 1604506926.4799
MEM 159.175781 1604506926.5806
MEM 159.902344 1604506926.6813
MEM 141.082031 1604506926.7821
MEM 141.082031 1604506926.8828
MEM 141.082031 1604506926.9835
MEM 141.082031 1604506927.0843
MEM 141.082031 1604506927.1846
MEM 141.082031 1604506927.2857
MEM 141.082031 1604506927.3859
MEM 141.082031 1604506927.4866
MEM 141.082031 1604506927.5876
MEM 139.500000 1604506927.6880
MEM 143.085938 1604506927.7888
MEM 148.785156 1604506927.8895
MEM 154.015625 1604506927.9902
MEM 158.179688 1604506928.0903
MEM 159.855469 1604506928.1907
MEM 160.105469 1604506928.2914
MEM 140.933594 1604506928.3922
MEM 140.933594 1604506928.4929
MEM 140.933594 1604506928.5937
MEM 140.933594 1604506928.6944
MEM 140.933594 1604506928.7951
MEM 140.933594 1604506928.8958
MEM 140.933594 1604506928.9966
MEM 140.933594 1604506929.0973
MEM 139.964844 1604506929.1980
MEM 143.300781 1604506929.2987
MEM 147.937500 1604506929.3995
MEM 153.156250 1604506929.5002
MEM 157.757812 1604506929.6009
MEM 159.753906 1604506929.7013
MEM 160.019531 1604506929.8014
MEM 142.632812 1604506929.9021
MEM 142.640625 1604506930.0029
MEM 142.644531 1604506930.1036
MEM 142.652344 1604506930.2043
MEM 142.656250 1604506930.3051
MEM 142.664062 1604506930.4058
MEM 142.667969 1604506930.5066
MEM 142.671875 1604506930.6074
MEM 145.093750 1604506930.7081
MEM 143.644531 1604506930.8088
MEM 151.222656 1604506930.9091
MEM 132.300781 1604506931.0092
