CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory.py
MEM 0.078125 1601924001.0540
MEM 0.191406 1601924001.1545
MEM 16.003906 1601924001.2548
MEM 25.363281 1601924001.3554
MEM 31.855469 1601924001.4562
MEM 38.898438 1601924001.5566
MEM 49.574219 1601924001.6568
MEM 56.429688 1601924001.7576
MEM 56.429688 1601924001.8585
MEM 58.203125 1601924001.9591
MEM 68.085938 1601924002.0591
MEM 77.281250 1601924002.1597
MEM 83.023438 1601924002.2600
MEM 90.601562 1601924002.3608
MEM 104.644531 1601924002.4617
MEM 110.031250 1601924002.5626
MEM 115.781250 1601924002.6635
MEM 123.226562 1601924002.7644
MEM 124.515625 1601924002.8649
MEM 124.945312 1601924002.9653
MEM 131.207031 1601924003.0658
MEM 140.085938 1601924003.1665
MEM 140.398438 1601924003.2672
MEM 140.765625 1601924003.3679
MEM 141.003906 1601924003.4687
MEM 141.316406 1601924003.5694
MEM 144.546875 1601924003.6702
MEM 142.671875 1601924003.7709
MEM 142.699219 1601924003.8716
MEM 142.871094 1601924003.9723
MEM 143.156250 1601924004.0731
MEM 143.472656 1601924004.1738
MEM 143.062500 1601924004.2746
MEM 144.109375 1601924004.3753
MEM 144.242188 1601924004.4760
MEM 144.351562 1601924004.5767
MEM 144.640625 1601924004.6774
MEM 146.042969 1601924004.7782
MEM 143.722656 1601924004.8789
MEM 145.667969 1601924004.9797
MEM 145.703125 1601924005.0804
MEM 145.789062 1601924005.1811
MEM 146.074219 1601924005.2818
MEM 147.902344 1601924005.3826
MEM 147.003906 1601924005.4833
MEM 147.019531 1601924005.5840
MEM 147.136719 1601924005.6848
MEM 147.292969 1601924005.7855
MEM 147.453125 1601924005.8862
MEM 148.902344 1601924005.9870
MEM 147.519531 1601924006.0877
FUNC __main__.LightGBM_TCC 134.8242 1601924003.1406 136.9023 1601924003.7549 0
FUNC __main__.LightGBM_TCC 136.9023 1601924003.7549 139.6484 1601924004.2845 0
FUNC __main__.LightGBM_TCC 139.6484 1601924004.2845 140.6953 1601924004.8829 0
FUNC __main__.LightGBM_TCC 140.6953 1601924004.8829 142.1953 1601924005.4693 0
FUNC __main__.LightGBM_TCC 142.1953 1601924005.4693 143.6797 1601924006.0897 0
FUNC __main__.LightGBM_TCC 143.6797 1601924006.0897 144.7500 1601924006.6861 0
FUNC __main__.LightGBM_TCC 144.7500 1601924006.6861 146.5859 1601924007.2127 0
FUNC __main__.LightGBM_TCC 146.5859 1601924007.2127 147.3359 1601924007.7014 0
FUNC __main__.LightGBM_TCC 147.3359 1601924007.7014 138.4023 1601924008.1532 0
MEM 149.445312 1601924006.1884
MEM 149.488281 1601924006.2892
MEM 149.644531 1601924006.3899
MEM 149.832031 1601924006.4906
MEM 150.097656 1601924006.5913
MEM 147.578125 1601924006.6921
MEM 149.750000 1601924006.7928
MEM 149.878906 1601924006.8935
MEM 149.980469 1601924006.9943
MEM 151.691406 1601924007.0950
MEM 151.261719 1601924007.1957
MEM 152.246094 1601924007.2964
MEM 152.308594 1601924007.3972
MEM 152.503906 1601924007.4979
MEM 152.718750 1601924007.5986
MEM 151.734375 1601924007.6994
MEM 141.929688 1601924007.8001
MEM 142.136719 1601924007.9008
MEM 142.406250 1601924008.0016
MEM 142.777344 1601924008.1023
MEM 145.839844 1601924008.2030
MEM 145.292969 1601924008.3038
MEM 145.105469 1601924008.4045
MEM 135.601562 1601924008.5052
