CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604450242.1514
MEM 8.347656 1604450242.2637
MEM 12.605469 1604450242.3771
MEM 16.636719 1604450242.4774
MEM 20.976562 1604450242.5777
MEM 24.695312 1604450242.6778
MEM 27.964844 1604450242.7785
MEM 30.992188 1604450242.8798
MEM 35.421875 1604450242.9805
MEM 38.183594 1604450243.0962
MEM 42.570312 1604450243.2008
MEM 49.359375 1604450243.3045
MEM 52.210938 1604450243.4072
MEM 56.417969 1604450243.5076
MEM 56.417969 1604450243.6110
MEM 56.417969 1604450243.7128
MEM 56.417969 1604450243.8283
MEM 56.417969 1604450243.9364
MEM 56.425781 1604450244.0386
MEM 61.679688 1604450244.1510
MEM 67.507812 1604450244.2598
MEM 72.902344 1604450244.3619
MEM 78.214844 1604450244.4738
MEM 82.781250 1604450244.5820
MEM 88.058594 1604450244.6877
MEM 91.937500 1604450244.7953
MEM 101.136719 1604450244.8996
MEM 106.429688 1604450245.0025
MEM 110.027344 1604450245.1101
MEM 112.070312 1604450245.2210
MEM 114.460938 1604450245.3266
MEM 116.390625 1604450245.4337
MEM 120.082031 1604450245.5511
MEM 124.269531 1604450245.6546
MEM 124.667969 1604450245.7594
MEM 124.734375 1604450245.8598
MEM 125.128906 1604450245.9646
MEM 125.136719 1604450246.0746
MEM 127.355469 1604450246.1951
MEM 131.804688 1604450246.2996
MEM 137.539062 1604450246.4029
MEM 142.105469 1604450246.5050
MEM 137.367188 1604450246.6180
MEM 142.683594 1604450246.7251
MEM 146.312500 1604450246.8345
MEM 149.597656 1604450246.9430
MEM 153.042969 1604450247.0464
MEM 155.453125 1604450247.1536
MEM 158.679688 1604450247.2597
MEM 160.179688 1604450247.3676
MEM 161.347656 1604450247.4680
MEM 140.957031 1604450247.5752
MEM 140.957031 1604450247.6754
MEM 140.964844 1604450247.7821
MEM 140.972656 1604450247.8834
MEM 140.980469 1604450247.9930
MEM 140.984375 1604450248.0984
MEM 140.972656 1604450248.2015
MEM 144.441406 1604450248.3066
MEM 147.699219 1604450248.4200
MEM 150.433594 1604450248.5267
MEM 153.878906 1604450248.6318
MEM 156.585938 1604450248.7336
MEM 157.761719 1604450248.8460
MEM 158.128906 1604450248.9494
MEM 158.726562 1604450249.0599
MEM 140.656250 1604450249.1678
MEM 140.656250 1604450249.2826
MEM 140.656250 1604450249.3861
MEM 140.656250 1604450249.4913
MEM 140.656250 1604450249.5933
MEM 140.015625 1604450249.7003
MEM 145.656250 1604450249.8077
MEM 150.562500 1604450249.9102
MEM 155.277344 1604450250.0152
MEM 159.039062 1604450250.1157
MEM 160.667969 1604450250.2168
MEM 161.167969 1604450250.3173
MEM 140.414062 1604450250.4246
MEM 140.425781 1604450250.5345
MEM 140.429688 1604450250.6422
MEM 140.437500 1604450250.7441
MEM 140.445312 1604450250.8502
MEM 140.453125 1604450250.9659
MEM 139.671875 1604450251.0689
MEM 144.257812 1604450251.1790
MEM 149.003906 1604450251.2833
MEM 153.847656 1604450251.3978
MEM 157.890625 1604450251.5076
MEM 160.074219 1604450251.6125
MEM 161.027344 1604450251.7320
MEM 161.308594 1604450251.8462
MEM 141.601562 1604450251.9490
MEM 141.601562 1604450252.0600
MEM 141.601562 1604450252.1643
MEM 141.601562 1604450252.2657
MEM 141.601562 1604450252.3758
MEM 141.601562 1604450252.4821
MEM 141.085938 1604450252.5837
MEM 145.714844 1604450252.6924
MEM 149.445312 1604450252.8002
MEM 153.488281 1604450252.9092
MEM 156.687500 1604450253.0095
MEM 159.664062 1604450253.1164
MEM 160.609375 1604450253.2300
MEM 141.343750 1604450253.3312
MEM 141.343750 1604450253.4374
MEM 141.343750 1604450253.5458
MEM 141.343750 1604450253.6509
MEM 141.343750 1604450253.7519
MEM 141.343750 1604450253.8670
MEM 141.343750 1604450253.9673
MEM 140.375000 1604450254.0827
MEM 145.476562 1604450254.1850
MEM 148.968750 1604450254.2915
MEM 152.058594 1604450254.3980
MEM 155.777344 1604450254.4994
MEM 159.046875 1604450254.6152
MEM 161.035156 1604450254.7170
MEM 161.484375 1604450254.8246
MEM 141.453125 1604450254.9329
MEM 141.460938 1604450255.0473
MEM 141.464844 1604450255.1498
MEM 141.472656 1604450255.2583
MEM 141.480469 1604450255.3682
MEM 141.488281 1604450255.4783
MEM 142.343750 1604450255.5840
MEM 145.410156 1604450255.6872
MEM 147.558594 1604450255.7956
MEM 150.261719 1604450255.8986
MEM 152.714844 1604450256.0079
MEM 156.421875 1604450256.1173
MEM 159.343750 1604450256.2326
MEM 160.773438 1604450256.3476
MEM 161.285156 1604450256.4497
MEM 161.332031 1604450256.5559
MEM 141.441406 1604450256.6632
MEM 141.445312 1604450256.7706
MEM 141.453125 1604450256.8750
MEM 141.464844 1604450256.9830
MEM 141.472656 1604450257.0874
MEM 139.292969 1604450257.1916
MEM 142.972656 1604450257.2971
MEM 147.386719 1604450257.4061
MEM 150.000000 1604450257.5075
MEM 152.796875 1604450257.6133
MEM 156.179688 1604450257.7140
MEM 157.640625 1604450257.8143
MEM 158.738281 1604450257.9162
MEM 159.203125 1604450258.0174
MEM 141.718750 1604450258.1297
MEM 141.730469 1604450258.2324
MEM 141.742188 1604450258.3484
MEM 141.750000 1604450258.4497
MEM 141.757812 1604450258.5538
MEM 142.234375 1604450258.6583
MEM 145.171875 1604450258.7634
MEM 148.339844 1604450258.8649
MEM 151.550781 1604450258.9810
MEM 153.984375 1604450259.0822
MEM 155.105469 1604450259.1918
MEM 155.835938 1604450259.2964
MEM 156.031250 1604450259.4007
MEM 141.957031 1604450259.5082
MEM 141.968750 1604450259.6152
MEM 141.984375 1604450259.7214
MEM 141.996094 1604450259.8264
MEM 143.632812 1604450259.9326
MEM 145.500000 1604450260.0401
MEM 147.121094 1604450260.1484
MEM 152.613281 1604450260.2491
MEM 142.007812 1604450260.3660
MEM 133.472656 1604450260.4769
