CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604494494.0608
MEM 0.191406 1604494494.1616
MEM 9.523438 1604494494.2623
MEM 13.078125 1604494494.3630
MEM 17.312500 1604494494.4638
MEM 21.062500 1604494494.5645
MEM 25.000000 1604494494.6652
MEM 27.257812 1604494494.7659
MEM 29.625000 1604494494.8661
MEM 31.734375 1604494494.9664
MEM 35.468750 1604494495.0711
MEM 36.726562 1604494495.1768
MEM 37.753906 1604494495.2776
MEM 41.593750 1604494495.3779
MEM 47.820312 1604494495.4786
MEM 50.894531 1604494495.5794
MEM 55.082031 1604494495.6801
MEM 56.441406 1604494495.7808
MEM 56.441406 1604494495.8815
MEM 56.441406 1604494495.9823
MEM 56.441406 1604494496.0830
MEM 56.441406 1604494496.1838
MEM 58.625000 1604494496.2845
MEM 61.914062 1604494496.3852
MEM 65.101562 1604494496.4859
MEM 69.566406 1604494496.5867
MEM 73.609375 1604494496.6867
MEM 77.441406 1604494496.7871
MEM 79.679688 1604494496.8875
MEM 82.542969 1604494496.9876
MEM 86.261719 1604494497.0883
MEM 88.761719 1604494497.1891
MEM 90.738281 1604494497.2898
MEM 99.812500 1604494497.3905
MEM 103.511719 1604494497.4909
MEM 105.937500 1604494497.5910
MEM 109.125000 1604494497.6917
MEM 110.050781 1604494497.7919
MEM 112.394531 1604494497.8922
MEM 114.609375 1604494497.9929
MEM 116.429688 1604494498.0934
MEM 117.738281 1604494498.1943
MEM 120.160156 1604494498.2944
MEM 123.957031 1604494498.3948
MEM 124.699219 1604494498.4955
MEM 124.781250 1604494498.5964
MEM 124.785156 1604494498.6970
MEM 125.132812 1604494498.7977
MEM 125.140625 1604494498.8985
MEM 125.906250 1604494498.9992
MEM 127.855469 1604494499.0999
MEM 131.820312 1604494499.2008
MEM 133.605469 1604494499.3015
MEM 138.546875 1604494499.4021
MEM 136.460938 1604494499.5028
MEM 136.734375 1604494499.6036
MEM 141.117188 1604494499.7043
MEM 145.855469 1604494499.8050
MEM 151.542969 1604494499.9058
MEM 155.867188 1604494500.0065
MEM 158.867188 1604494500.1072
MEM 160.308594 1604494500.2080
MEM 161.101562 1604494500.3087
MEM 161.605469 1604494500.4094
MEM 161.871094 1604494500.5102
MEM 149.714844 1604494500.6109
MEM 140.734375 1604494500.7117
MEM 140.734375 1604494500.8123
MEM 140.734375 1604494500.9131
MEM 140.734375 1604494501.0138
MEM 140.734375 1604494501.1142
MEM 138.531250 1604494501.2143
MEM 142.195312 1604494501.3150
MEM 145.816406 1604494501.4157
MEM 148.976562 1604494501.5165
MEM 152.234375 1604494501.6172
MEM 155.648438 1604494501.7179
MEM 157.664062 1604494501.8187
MEM 158.691406 1604494501.9194
MEM 159.207031 1604494502.0202
MEM 159.570312 1604494502.1209
MEM 159.652344 1604494502.2216
MEM 141.660156 1604494502.3223
MEM 141.660156 1604494502.4226
MEM 141.660156 1604494502.5228
MEM 141.660156 1604494502.6235
MEM 141.660156 1604494502.7242
MEM 141.660156 1604494502.8250
MEM 141.390625 1604494502.9257
MEM 146.078125 1604494503.0264
MEM 150.992188 1604494503.1269
MEM 155.500000 1604494503.2279
MEM 158.722656 1604494503.3286
MEM 160.378906 1604494503.4294
MEM 161.363281 1604494503.5299
MEM 161.910156 1604494503.6308
MEM 162.062500 1604494503.7315
MEM 140.601562 1604494503.8323
MEM 140.601562 1604494503.9330
MEM 140.601562 1604494504.0333
MEM 140.601562 1604494504.1340
MEM 140.601562 1604494504.2344
