CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1601926695.9263
MEM 15.910156 1601926696.0271
MEM 25.257812 1601926696.1278
MEM 31.796875 1601926696.2279
MEM 38.808594 1601926696.3286
MEM 49.640625 1601926696.4289
MEM 56.417969 1601926696.5299
MEM 56.417969 1601926696.6309
MEM 58.179688 1601926696.7309
MEM 68.300781 1601926696.8316
MEM 78.218750 1601926696.9320
MEM 85.519531 1601926697.0329
MEM 90.601562 1601926697.1335
MEM 104.609375 1601926697.2339
MEM 109.867188 1601926697.3347
MEM 116.093750 1601926697.4353
MEM 123.902344 1601926697.5361
MEM 124.296875 1601926697.6368
MEM 126.425781 1601926697.7375
MEM 137.304688 1601926697.8382
MEM 139.488281 1601926697.9391
MEM 139.769531 1601926698.0398
MEM 140.179688 1601926698.1405
MEM 140.523438 1601926698.2413
MEM 140.804688 1601926698.3420
MEM 139.234375 1601926698.4427
MEM 142.492188 1601926698.5435
MEM 142.570312 1601926698.6442
MEM 142.679688 1601926698.7449
MEM 142.941406 1601926698.8457
MEM 143.320312 1601926698.9464
MEM 139.847656 1601926699.0471
MEM 144.144531 1601926699.1478
MEM 144.218750 1601926699.2486
MEM 144.257812 1601926699.3493
MEM 144.289062 1601926699.4500
MEM 146.339844 1601926699.5508
MEM 145.507812 1601926699.6515
MEM 145.527344 1601926699.7522
MEM 145.613281 1601926699.8530
MEM 145.703125 1601926699.9537
MEM 145.996094 1601926700.0544
MEM 144.753906 1601926700.1552
MEM 146.890625 1601926700.2559
MEM 146.933594 1601926700.3566
MEM 147.027344 1601926700.4574
MEM 147.183594 1601926700.5581
MEM 147.476562 1601926700.6588
MEM 147.226562 1601926700.7596
MEM 148.679688 1601926700.8603
MEM 148.730469 1601926700.9610
FUNC __main__.LightGBM_TCC 134.3438 1601926697.8691 136.8633 1601926698.4956 0
FUNC __main__.LightGBM_TCC 136.8633 1601926698.4966 138.9844 1601926699.0451 0
FUNC __main__.LightGBM_TCC 138.9844 1601926699.0451 140.8477 1601926699.6396 0
FUNC __main__.LightGBM_TCC 140.8477 1601926699.6396 142.1055 1601926700.1841 0
FUNC __main__.LightGBM_TCC 142.1055 1601926700.1841 143.6523 1601926700.7995 0
FUNC __main__.LightGBM_TCC 143.6523 1601926700.8004 144.7109 1601926701.3490 0
FUNC __main__.LightGBM_TCC 144.7109 1601926701.3500 146.3320 1601926701.9793 0
FUNC __main__.LightGBM_TCC 146.3320 1601926701.9793 147.4258 1601926702.6435 0
FUNC __main__.LightGBM_TCC 147.4258 1601926702.6435 138.2148 1601926703.0764 0
MEM 148.875000 1601926701.0618
MEM 148.898438 1601926701.1625
MEM 150.632812 1601926701.2632
MEM 149.722656 1601926701.3639
MEM 149.796875 1601926701.4647
MEM 149.835938 1601926701.5654
MEM 149.953125 1601926701.6661
MEM 150.046875 1601926701.7668
MEM 150.371094 1601926701.8676
MEM 150.773438 1601926701.9683
MEM 152.210938 1601926702.0690
MEM 152.242188 1601926702.1698
MEM 152.343750 1601926702.2705
MEM 152.375000 1601926702.3713
MEM 152.476562 1601926702.4720
MEM 155.398438 1601926702.5727
MEM 141.683594 1601926702.6734
MEM 141.792969 1601926702.7742
MEM 142.042969 1601926702.8749
MEM 142.378906 1601926702.9756
MEM 142.003906 1601926703.0764
MEM 146.589844 1601926703.1771
MEM 152.019531 1601926703.2778
MEM 137.882812 1601926703.3785
