CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604494631.8109
MEM 7.937500 1604494631.9116
MEM 10.972656 1604494632.0124
MEM 15.898438 1604494632.1131
MEM 20.250000 1604494632.2138
MEM 23.265625 1604494632.3146
MEM 26.984375 1604494632.4149
MEM 29.976562 1604494632.5150
MEM 34.101562 1604494632.6158
MEM 37.093750 1604494632.7165
MEM 39.437500 1604494632.8172
MEM 43.988281 1604494632.9187
MEM 49.566406 1604494633.0187
MEM 52.968750 1604494633.1194
MEM 56.542969 1604494633.2201
MEM 56.652344 1604494633.3206
MEM 56.652344 1604494633.4214
MEM 56.652344 1604494633.5223
MEM 56.652344 1604494633.6227
MEM 56.652344 1604494633.7228
MEM 58.812500 1604494633.8236
MEM 62.449219 1604494633.9238
MEM 65.843750 1604494634.0240
MEM 71.914062 1604494634.1247
MEM 76.941406 1604494634.2255
MEM 79.285156 1604494634.3262
MEM 81.750000 1604494634.4270
MEM 86.218750 1604494634.5276
MEM 88.824219 1604494634.6285
MEM 90.976562 1604494634.7287
MEM 100.140625 1604494634.8288
MEM 104.011719 1604494634.9296
MEM 106.828125 1604494635.0298
MEM 109.394531 1604494635.1300
MEM 110.347656 1604494635.2308
MEM 113.308594 1604494635.3315
MEM 115.363281 1604494635.4317
MEM 117.046875 1604494635.5320
MEM 118.363281 1604494635.6327
MEM 122.218750 1604494635.7334
MEM 124.867188 1604494635.8342
MEM 125.128906 1604494635.9349
MEM 125.210938 1604494636.0356
MEM 125.214844 1604494636.1364
MEM 125.660156 1604494636.2371
MEM 125.707031 1604494636.3378
MEM 126.601562 1604494636.4386
MEM 128.992188 1604494636.5387
MEM 132.011719 1604494636.6394
MEM 138.414062 1604494636.7402
MEM 142.070312 1604494636.8407
MEM 137.246094 1604494636.9417
MEM 139.820312 1604494637.0424
MEM 143.773438 1604494637.1431
MEM 146.972656 1604494637.2439
MEM 150.859375 1604494637.3446
MEM 154.742188 1604494637.4453
MEM 158.039062 1604494637.5460
MEM 159.796875 1604494637.6468
MEM 160.300781 1604494637.7475
MEM 160.402344 1604494637.8482
MEM 140.160156 1604494637.9489
MEM 140.160156 1604494638.0497
MEM 140.160156 1604494638.1504
MEM 140.160156 1604494638.2511
MEM 140.160156 1604494638.3519
MEM 140.160156 1604494638.4526
MEM 140.160156 1604494638.5534
MEM 140.160156 1604494638.6541
MEM 140.160156 1604494638.7548
MEM 140.160156 1604494638.8556
MEM 140.160156 1604494638.9563
MEM 140.160156 1604494639.0570
MEM 141.562500 1604494639.1577
MEM 143.738281 1604494639.2584
MEM 147.832031 1604494639.3592
MEM 151.500000 1604494639.4599
MEM 154.843750 1604494639.5607
MEM 157.300781 1604494639.6614
MEM 159.058594 1604494639.7621
MEM 159.917969 1604494639.8628
MEM 160.015625 1604494639.9635
MEM 160.042969 1604494640.0643
