CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.074219 1601927196.4905
MEM 7.312500 1601927196.5973
MEM 18.675781 1601927196.7028
MEM 29.835938 1601927196.8085
MEM 37.953125 1601927196.9142
MEM 37.953125 1601927197.0199
MEM 40.917969 1601927197.1266
MEM 48.363281 1601927197.2323
MEM 58.175781 1601927197.3410
MEM 62.945312 1601927197.4477
MEM 70.429688 1601927197.5555
MEM 74.367188 1601927197.6612
MEM 88.796875 1601927197.7699
MEM 93.882812 1601927197.8776
MEM 98.593750 1601927197.9843
MEM 101.429688 1601927198.0920
MEM 105.542969 1601927198.2007
MEM 110.671875 1601927198.3084
MEM 113.546875 1601927198.4172
MEM 117.359375 1601927198.5269
MEM 124.078125 1601927198.6336
MEM 124.675781 1601927198.7393
MEM 127.039062 1601927198.8460
MEM 132.894531 1601927198.9527
MEM 135.660156 1601927199.0584
MEM 136.617188 1601927199.1661
MEM 141.167969 1601927199.2749
MEM 141.398438 1601927199.3816
MEM 141.675781 1601927199.4903
MEM 141.984375 1601927199.5990
MEM 142.203125 1601927199.7067
MEM 143.460938 1601927199.8134
MEM 140.531250 1601927199.9201
MEM 143.875000 1601927200.0248
MEM 143.882812 1601927200.1306
MEM 143.945312 1601927200.2373
MEM 144.195312 1601927200.3440
MEM 144.394531 1601927200.4497
MEM 142.574219 1601927200.5555
MEM 145.476562 1601927200.6602
MEM 145.488281 1601927200.7659
MEM 145.597656 1601927200.8726
MEM 145.800781 1601927200.9793
MEM 146.050781 1601927201.0860
MEM 144.269531 1601927201.1927
MEM 146.761719 1601927201.2975
MEM 146.828125 1601927201.4042
MEM 146.859375 1601927201.5109
MEM 146.992188 1601927201.6166
MEM 147.214844 1601927201.7223
MEM 147.246094 1601927201.8290
MEM 148.921875 1601927201.9337
MEM 149.003906 1601927202.0405
MEM 149.082031 1601927202.1462
MEM 149.335938 1601927202.2519
MEM 149.679688 1601927202.3576
MEM 150.054688 1601927202.4633
MEM 150.621094 1601927202.5680
MEM 150.710938 1601927202.6748
MEM 150.804688 1601927202.7825
MEM 151.054688 1601927202.8892
MEM 152.878906 1601927202.9969
MEM 150.910156 1601927203.1026
MEM 150.957031 1601927203.2083
MEM 151.039062 1601927203.3141
MEM 151.261719 1601927203.4198
MEM 151.605469 1601927203.5255
MEM 153.019531 1601927203.6312
MEM 153.609375 1601927203.7359
MEM 153.644531 1601927203.8416
MEM 153.769531 1601927203.9474
MEM 153.992188 1601927204.0531
MEM 152.785156 1601927204.1588
MEM 154.574219 1601927204.2635
MEM 154.589844 1601927204.3692
MEM 154.925781 1601927204.4769
MEM 154.925781 1601927204.5827
MEM 153.941406 1601927204.6894
MEM 145.878906 1601927204.7941
MEM 151.164062 1601927204.8988
MEM 137.660156 1601927205.0045
MEM 38.648438 1601927205.1182
