CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604506951.4769
MEM 15.015625 1604506951.5772
MEM 24.679688 1604506951.6776
MEM 31.218750 1604506951.7780
MEM 38.187500 1604506951.8782
MEM 48.703125 1604506951.9790
MEM 56.621094 1604506952.0793
MEM 56.621094 1604506952.1797
MEM 61.507812 1604506952.2799
MEM 72.179688 1604506952.3805
MEM 79.636719 1604506952.4810
MEM 86.226562 1604506952.5813
MEM 91.738281 1604506952.6821
MEM 104.914062 1604506952.7823
MEM 110.191406 1604506952.8830
MEM 116.261719 1604506952.9831
MEM 124.179688 1604506953.0838
MEM 124.855469 1604506953.1845
MEM 126.230469 1604506953.2853
MEM 133.683594 1604506953.3860
MEM 137.027344 1604506953.4867
MEM 139.308594 1604506953.5875
MEM 145.382812 1604506953.6882
MEM 151.226562 1604506953.7889
MEM 156.492188 1604506953.8897
MEM 159.625000 1604506953.9904
MEM 160.097656 1604506954.0911
MEM 139.164062 1604506954.1918
MEM 139.164062 1604506954.2926
MEM 139.164062 1604506954.3933
MEM 139.164062 1604506954.4941
MEM 139.164062 1604506954.5948
MEM 139.164062 1604506954.6955
MEM 139.164062 1604506954.7962
MEM 139.164062 1604506954.8970
MEM 140.117188 1604506954.9977
MEM 146.031250 1604506955.0985
MEM 151.648438 1604506955.1991
MEM 156.640625 1604506955.2999
MEM 159.253906 1604506955.4007
MEM 159.558594 1604506955.5013
MEM 140.160156 1604506955.6020
MEM 140.160156 1604506955.7028
MEM 140.160156 1604506955.8035
MEM 140.160156 1604506955.9042
MEM 140.160156 1604506956.0050
MEM 140.160156 1604506956.1057
MEM 140.160156 1604506956.2064
MEM 140.160156 1604506956.3072
MEM 142.609375 1604506956.4072
MEM 146.707031 1604506956.5079
MEM 152.171875 1604506956.6086
MEM 157.207031 1604506956.7094
MEM 160.136719 1604506956.8101
MEM 160.468750 1604506956.9108
MEM 139.910156 1604506957.0116
MEM 139.910156 1604506957.1123
MEM 139.910156 1604506957.2130
MEM 139.910156 1604506957.3138
MEM 139.910156 1604506957.4141
MEM 139.910156 1604506957.5142
MEM 139.910156 1604506957.6144
MEM 139.910156 1604506957.7147
MEM 140.628906 1604506957.8154
MEM 143.550781 1604506957.9162
MEM 148.160156 1604506958.0163
MEM 153.570312 1604506958.1168
MEM 158.234375 1604506958.2170
MEM 160.726562 1604506958.3177
MEM 160.988281 1604506958.4185
MEM 139.042969 1604506958.5189
MEM 139.042969 1604506958.6190
MEM 139.042969 1604506958.7197
MEM 139.042969 1604506958.8204
MEM 139.042969 1604506958.9212
MEM 139.042969 1604506959.0219
MEM 139.042969 1604506959.1226
MEM 139.042969 1604506959.2233
MEM 138.570312 1604506959.3242
MEM 143.636719 1604506959.4248
MEM 149.078125 1604506959.5255
MEM 154.078125 1604506959.6262
MEM 158.007812 1604506959.7270
MEM 159.910156 1604506959.8277
MEM 159.984375 1604506959.9284
MEM 139.179688 1604506960.0292
MEM 139.179688 1604506960.1299
MEM 139.179688 1604506960.2301
MEM 139.179688 1604506960.3304
MEM 139.179688 1604506960.4311
MEM 139.179688 1604506960.5318
MEM 139.179688 1604506960.6325
MEM 139.179688 1604506960.7333
MEM 138.992188 1604506960.8340
MEM 144.523438 1604506960.9348
MEM 150.347656 1604506961.0355
MEM 155.488281 1604506961.1362
MEM 159.210938 1604506961.2370
MEM 160.058594 1604506961.3377
MEM 140.562500 1604506961.4384
MEM 140.570312 1604506961.5392
MEM 140.574219 1604506961.6399
MEM 140.578125 1604506961.7406
MEM 140.585938 1604506961.8413
MEM 140.589844 1604506961.9420
MEM 140.597656 1604506962.0428
MEM 140.601562 1604506962.1435
MEM 140.601562 1604506962.2443
MEM 144.566406 1604506962.3450
MEM 148.234375 1604506962.4457
MEM 153.593750 1604506962.5465
MEM 157.851562 1604506962.6472
MEM 160.074219 1604506962.7479
MEM 160.562500 1604506962.8486
MEM 142.117188 1604506962.9494
MEM 142.117188 1604506963.0501
MEM 142.117188 1604506963.1508
MEM 142.117188 1604506963.2516
MEM 142.117188 1604506963.3523
MEM 142.117188 1604506963.4530
MEM 142.117188 1604506963.5538
MEM 142.117188 1604506963.6545
MEM 138.214844 1604506963.7552
MEM 142.390625 1604506963.8560
MEM 148.015625 1604506963.9567
MEM 153.027344 1604506964.0571
MEM 157.503906 1604506964.1581
MEM 159.699219 1604506964.2589
MEM 160.097656 1604506964.3596
MEM 140.976562 1604506964.4603
MEM 140.980469 1604506964.5611
MEM 140.988281 1604506964.6618
MEM 140.992188 1604506964.7621
MEM 141.000000 1604506964.8623
MEM 141.003906 1604506964.9630
MEM 141.007812 1604506965.0637
MEM 141.015625 1604506965.1644
MEM 141.015625 1604506965.2652
MEM 144.500000 1604506965.3659
MEM 148.390625 1604506965.4666
MEM 153.421875 1604506965.5673
MEM 157.792969 1604506965.6681
MEM 159.785156 1604506965.7689
MEM 160.105469 1604506965.8695
MEM 141.746094 1604506965.9704
MEM 141.746094 1604506966.0711
MEM 141.746094 1604506966.1719
MEM 141.746094 1604506966.2726
MEM 141.746094 1604506966.3733
MEM 141.746094 1604506966.4740
MEM 141.746094 1604506966.5748
MEM 141.746094 1604506966.6755
MEM 144.976562 1604506966.7764
MEM 143.398438 1604506966.8771
MEM 152.066406 1604506966.9778
MEM 132.390625 1604506967.0785
