CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1601927394.7279
MEM 15.867188 1601927394.8288
MEM 24.492188 1601927394.9297
MEM 30.812500 1601927395.0300
MEM 37.914062 1601927395.1304
MEM 47.968750 1601927395.2309
MEM 56.238281 1601927395.3319
MEM 56.437500 1601927395.4328
MEM 56.437500 1601927395.5338
MEM 64.804688 1601927395.6343
MEM 76.371094 1601927395.7349
MEM 80.902344 1601927395.8355
MEM 87.796875 1601927395.9357
MEM 96.796875 1601927396.0363
MEM 105.371094 1601927396.1370
MEM 109.953125 1601927396.2378
MEM 115.152344 1601927396.3382
MEM 119.792969 1601927396.4387
MEM 124.179688 1601927396.5388
MEM 124.707031 1601927396.6396
MEM 127.378906 1601927396.7404
MEM 134.523438 1601927396.8414
MEM 135.933594 1601927396.9421
MEM 141.714844 1601927397.0429
MEM 141.976562 1601927397.1436
MEM 142.312500 1601927397.2443
MEM 142.652344 1601927397.3450
MEM 143.007812 1601927397.4458
MEM 142.328125 1601927397.5465
MEM 144.046875 1601927397.6472
MEM 144.109375 1601927397.7479
MEM 144.277344 1601927397.8487
MEM 144.527344 1601927397.9494
MEM 144.777344 1601927398.0501
MEM 144.058594 1601927398.1509
MEM 146.027344 1601927398.2516
MEM 146.054688 1601927398.3524
MEM 146.054688 1601927398.4531
MEM 146.101562 1601927398.5538
MEM 146.117188 1601927398.6545
MEM 146.289062 1601927398.7553
MEM 146.515625 1601927398.8560
MEM 145.996094 1601927398.9568
MEM 147.890625 1601927399.0574
MEM 147.937500 1601927399.1582
MEM 147.968750 1601927399.2589
MEM 148.027344 1601927399.3596
MEM 148.152344 1601927399.4604
MEM 148.152344 1601927399.5611
MEM 148.605469 1601927399.6618
MEM 149.390625 1601927399.7626
MEM 149.394531 1601927399.8633
MEM 149.437500 1601927399.9635
MEM 149.468750 1601927400.0643
MEM 149.503906 1601927400.1650
MEM 149.683594 1601927400.2657
MEM 150.300781 1601927400.3665
MEM 150.308594 1601927400.4672
MEM 150.308594 1601927400.5679
MEM 150.308594 1601927400.6687
MEM 150.339844 1601927400.7694
MEM 150.433594 1601927400.8701
MEM 150.683594 1601927400.9708
MEM 152.375000 1601927401.0714
MEM 146.539062 1601927401.1721
MEM 153.066406 1601927401.2729
MEM 153.093750 1601927401.3738
MEM 153.125000 1601927401.4745
MEM 153.140625 1601927401.5753
MEM 153.300781 1601927401.6760
MEM 152.695312 1601927401.7768
MEM 154.425781 1601927401.8775
MEM 154.492188 1601927401.9782
MEM 154.523438 1601927402.0789
MEM 154.527344 1601927402.1790
MEM 154.718750 1601927402.2797
MEM 153.093750 1601927402.3804
MEM 154.703125 1601927402.4812
MEM 154.828125 1601927402.5819
MEM 154.894531 1601927402.6827
MEM 155.007812 1601927402.7834
MEM 156.800781 1601927402.8841
MEM 143.378906 1601927402.9848
MEM 142.035156 1601927403.0856
MEM 152.398438 1601927403.1863
MEM 132.171875 1601927403.2870
