rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delta_1_12,delta_1_13,delta_1_23,delta_2_12,delta_2_13,delta_2_23,delta_3_12,delta_3_13,delta_3_23,dist_1,dist_2,dist_3,ang_1,cos_1,sin_1,tg_1,ang_2,cos_2,sin_2,tg_2,ang_3,cos_3,sin_3,tg_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23,lon
-87.58,-92.57714285714279,-90.20857142857142,-84.44,-94.5,-92.7,-92.7283333333333,-94.73,-95.9225,4.997142857142791,2.6285714285714192,-2.3685714285713715,10.060000000000002,8.260000000000005,-1.7999999999999972,2.001666666666708,3.1941666666667032,1.1924999999999957,0.893062803848615,0.672581426075599,0.9175456756433548,169.9055158546502,-0.9845200579362626,0.17527194733093476,-0.17802780747640368,-75.52553500980244,0.2499485048486591,-0.9682591310821292,-3.87383445909548,61.567712034625046,0.4761198430304619,0.8793804040758745,1.8469728093639068,4,3,4,1,0,-1,-34.95058153142412
-81.2371428571429,-88.4828571428571,-76.47571428571429,-85.14,-92.46,-91.9842857142857,-79.87,-104.362,-79.21,7.245714285714201,-4.76142857142861,-12.00714285714281,7.319999999999991,6.844285714285704,-0.4757142857142895,24.49199999999999,-0.6600000000000108,-25.152,1.0514410542708217,1.7149631763858992,0.728555479683174,-125.86475022082962,-0.5858738881648384,-0.8104022378835182,1.3832366559670048,-75.43226023461303,0.2515244522693851,-0.9678509440562559,-3.847939774140442,-16.0737114072563,0.9609062912247008,-0.27687379703538284,-0.2881381874214808,4,7,3,-3,1,4,-34.95969650608246
-94.77,-103.33,-92.65714285714279,-98.03,-94.0525,-93.67,-83.185,-80.634,-96.28,8.560000000000002,-2.1128571428572087,-10.672857142857213,-3.9775000000000063,-4.359999999999999,-0.3824999999999932,-2.551000000000002,13.095,15.646,1.3293668243565555,1.0307951965013489,0.462959164333984,-171.89633094184026,-0.9900146327739736,-0.1409646299374929,0.14238641053467746,-105.11212972849098,-0.2607088969311789,-0.965417459475914,3.7030476168627326,89.9997057287728,5.136001808553131e-06,0.9999999999868108,194703.9812800459,6,4,2,2,4,2,-34.95369490775211
-90.22142857142859,-99.2842857142857,-90.09,-95.9383333333333,-92.8475,-90.74285714285708,-82.45,-89.988,-56.16,9.062857142857112,-0.13142857142858588,-9.194285714285696,-3.090833333333308,-5.195476190476229,-2.1046428571429203,7.537999999999998,-26.29000000000001,-33.828,1.5402281653982577,1.5221544230434283,0.07246512763404768,-153.9325022204364,-0.8982769958839422,-0.4394296743117381,0.4891917262996599,-102.75972749468157,-0.22086302234798952,-0.9753048371454494,4.415881059568084,-158.58813883052676,-0.930980260412098,-0.3650695203971737,0.3921345445450968,7,7,0,0,7,7,-34.958267373715884
-89.31142857142858,-95.1142857142857,-94.02,-99.26,-93.9625,-92.15,-89.1316666666667,-102.688,-84.83,5.802857142857121,4.7085714285714175,-1.0942857142857036,-5.297499999999999,-7.109999999999999,-1.8125,13.556333333333301,-4.301666666666705,-17.858000000000004,1.1699410056203272,1.6753904173463705,0.5495555227331181,-133.41168443466302,-0.687235668237278,-0.7264345368320961,1.057038466433736,-81.64854262373737,0.14524483640843067,-0.9893957436216756,-6.81191681637122,-21.287314688767413,0.9317716287350336,-0.3630449447168525,-0.3896286745816887,5,7,2,-2,3,5,-34.95972515442558
-88.28,-95.5728571428572,-92.2842857142857,-94.4,-91.135,-82.2,-76.5,-78.13,-95.6025,7.292857142857201,4.0042857142857,-3.288571428571501,-3.265000000000001,-12.200000000000005,-8.935000000000002,1.6299999999999957,19.102500000000006,17.47250000000001,1.3012891858019755,0.9771774228823912,0.513039104495163,-173.92173253522805,-0.9943781790222824,-0.10588690704864988,0.10648554974603594,-104.61835025278536,-0.2523792757803689,-0.96762839001167,3.8340247511199803,87.52865262698191,0.04311977521965546,0.9990699099587608,23.169645594612252,6,4,2,2,4,2,-34.95322155622439
-86.8842857142857,-97.00714285714292,-91.70714285714293,-98.28,-96.1425,-94.0128571428571,-65.2516666666667,-86.57600000000002,-96.6,10.122857142857226,4.822857142857232,-5.299999999999997,-2.1375000000000037,-4.2671428571429,-2.1296428571428976,21.32433333333333,31.3483333333333,10.023999999999972,1.0752339494586065,1.1898937361657314,0.4109982622067115,-159.22403933424673,-0.9349745847523252,-0.3547147105311773,0.3793843344149737,-87.97516252601334,0.03533272503487952,-0.999375604335832,-28.284702166313963,40.87416417608145,0.7561486281678201,0.6543999175732862,0.8654382130652338,5,5,2,0,3,3,-34.95546071162277
-95.49142857142859,-99.0457142857143,-95.07,-99.0533333333333,-91.565,-93.09714285714293,-86.9683333333333,-57.94,-85.53,3.5542857142857116,-0.42142857142859214,-3.9757142857143037,-7.4883333333333,-5.956190476190372,1.5321428571429294,-29.028333333333308,-1.4383333333333042,27.590000000000003,1.5192612876741376,1.2858027544811337,0.28268379047344,-164.38434803346598,-0.9630890677868954,-0.2691829257389272,0.27949951332901,-108.86848980997586,-0.3233970633865572,-0.9462633562560432,2.92601097346692,121.35517092503383,-0.5203416415227948,0.8539581817029235,-1.6411490327850569,6,5,1,1,5,4,-34.955625521421005
-90.53875,-98.2457142857143,-92.80285714285708,-98.85,-98.2575,-93.62,-84.5666666666667,-98.116,-68.16,7.706964285714308,2.2641071428570854,-5.442857142857221,-0.5925000000000011,-5.229999999999991,-4.637499999999988,13.549333333333294,-16.40666666666671,-29.956000000000003,1.3215385663880468,1.6647416489304536,0.3719993958994576,-139.6009106506441,-0.7615486085623826,-0.6481077972040601,0.8510393032265252,-88.59042924423353,0.02459916914753783,-0.9996973946536276,-40.63947805138325,-33.64915281017956,0.8324461916293634,-0.5541058906398391,-0.6656356845783349,6,7,2,-1,4,5,-34.95978987135611
-88.59142857142858,-92.57714285714279,-90.04857142857142,-84.26,-94.8675,-88.71,-92.7283333333333,-95.286,-95.9225,3.9857142857142094,1.4571428571428413,-2.528571428571368,10.607500000000002,4.449999999999988,-6.157500000000013,2.557666666666705,3.1941666666667032,0.6364999999999981,0.8883221351532549,0.6758320787703274,0.9177265775715558,169.9955002134886,-0.9847941123261608,0.17372552008190625,-0.17640795970190454,-75.20910538470433,0.25529210816002224,-0.9668639715653964,-3.7872849988741,61.25930473197671,0.4808463837224949,0.876804855860755,1.823461474479498,4,3,4,1,0,-1,-34.95060762669016
-95.14,-85.2414285714286,-83.69,-85.51,-91.5525,-88.01428571428568,-93.45,-97.496,-96.7925,-9.898571428571401,-11.450000000000005,-1.5514285714286018,6.0424999999999915,2.504285714285672,-3.538214285714318,4.045999999999991,3.342500000000001,-0.7034999999999911,0.638067709791967,0.7626315154490202,1.0903778672547342,163.43807634423737,-0.9585122192043048,0.2850514438413508,-0.297389473112802,-55.15344817361163,0.5713805487189987,-0.8206852432848881,-1.4363198837006539,49.75101017083615,0.6461105231380961,0.7632438613511514,1.1812899403714243,3,3,5,0,-2,-2,-34.95034931292591
-93.93,-88.37558441558441,-92.9100833333333,-91.18,-78.3625,-71.3453571428571,-90.46194444444441,-90.5772727272727,-95.8575,-5.554415584415595,-1.0199166666667026,4.534498917748892,-12.81750000000001,-19.83464285714291,-7.0171428571429,0.11532828282828687,5.395555555555589,5.280227272727302,1.8645181802733293,0.7530098990659722,1.3210226528786162,161.52524014225529,-0.9484633433704496,0.3168868666930652,-0.33410554968521955,-163.25666756296016,-0.9576048919877362,-0.2880848327162608,0.30083893172086074,110.02329049311348,-0.3424020961511788,0.9395535134047868,-2.7440063129460257,8,3,6,5,2,-3,-34.946460948546225
-90.11142857142859,-91.88714285714279,-90.9957142857143,-95.85,-83.255,-86.16857142857141,-92.39,-83.46799999999998,-99.43,1.7757142857142014,0.8842857142857099,-0.8914285714284915,-12.595,-9.681428571428583,2.9135714285714163,-8.922000000000025,7.040000000000006,15.962000000000033,1.3135649497240405,0.7831637651674273,0.7209071648399411,176.92130878188493,-0.9985567136340188,0.05370744507447887,-0.05378507233607484,-109.72469738677336,-0.3375010486458477,-0.9413251521992564,2.7891028960535875,89.64794430224553,0.006144492411564164,0.9999811224283208,162.7443009851097,6,3,3,3,3,0,-34.951399477273725
-87.1766666666666,-98.56857142857142,-90.43035714285708,-96.1066666666667,-93.49,-92.61,-87.905,-75.39,-94.2117857142857,11.391904761904811,3.2536904761904712,-8.13821428571434,-2.6166666666667027,-3.4966666666666986,-0.8799999999999955,-12.515,6.306785714285695,18.821785714285696,1.4016890966893998,1.2953003816124082,0.1931024337507205,-160.95175674947217,-0.945244110913336,-0.3263641689641447,0.3452697194260194,-102.37426030429657,-0.2142965428770917,-0.9767686479975322,4.558023358117125,92.62601021274162,-0.04581647996678583,0.9989498736991026,-21.803287254352163,6,6,1,0,5,5,-34.95614868115521
-89.2633333333333,-99.41857142857141,-89.2142857142857,-103.37583333333299,-101.66,-95.78,-78.3476666666667,-81.3505714285714,-91.1608333333333,10.155238095238104,-0.04904761904761301,-10.204285714285717,-1.7158333333329951,-7.59583333333299,-5.879999999999996,3.0029047619047016,12.813166666666605,9.810261904761902,1.3094985001132184,1.3359377356862034,0.17373101524274326,-156.64165096431327,-0.9180430884190564,-0.396480627277047,0.4318758370697157,-96.65466567353178,-0.1158848710086601,-0.9932626524093746,8.571115830427491,49.02780748539993,0.655692666894896,0.7550278978820973,1.1514966324964624,6,6,1,0,5,5,-34.95668855627601
-85.99,-86.71142857142858,-84.4657142857143,-65.92,-70.9175,-91.99,-90.685,-86.816,-97.255,0.7214285714285893,-1.5242857142856965,-2.2457142857142856,4.997500000000001,26.07,21.072499999999987,-3.8689999999999998,6.569999999999991,10.438999999999991,1.2670552953685308,0.21180046194525848,1.2729769400810258,151.41314874110554,-0.8780928067393893,0.4784903580559817,-0.5449200293904626,-107.94348793044438,-0.3080787965547343,-0.9513608437987064,3.0880438849990264,80.80049096466531,0.1598727289647449,0.9871376350506372,6.174521705126589,5,1,5,4,0,-4,-34.946526842970826
-85.46285714285709,-96.14,-90.88285714285708,-99.79,-89.335,-92.82857142857141,-84.8166666666667,-81.508,-97.48,10.677142857142913,5.419999999999988,-5.257142857142924,-10.455000000000013,-6.961428571428598,3.4935714285714137,-3.30866666666671,12.663333333333295,15.972000000000007,1.3120361753523275,1.0047300388728109,0.486319773617385,-172.80865653519143,-0.9921336259677784,-0.12518333844417304,0.12617588515061445,-104.66476281847082,-0.25316302228630816,-0.9674236322040424,3.821346512090378,88.30555965766723,0.029569252322701488,0.9995627340577858,33.80412609521351,6,4,2,2,4,2,-34.95350397262496
-94.65142857142858,-97.3557142857143,-94.98857142857142,-95.25,-95.15,-90.84857142857142,-75.3566666666667,-69.134,-94.99,2.7042857142857173,0.3371428571428368,-2.3671428571428805,-0.09999999999999433,-4.401428571428582,-4.3014285714285885,-6.222666666666697,19.633333333333297,25.855999999999995,1.3757469062561527,1.155291320916342,0.3414735197768077,-166.9882433907602,-0.9743238862200418,-0.22515098210106704,0.23108432964171305,-104.6949445014559,-0.25367259663512515,-0.9672901393668774,3.8131439981993713,94.08576316960257,-0.07124959847569744,0.9974585177926208,-13.999496686747566,6,5,1,1,5,4,-34.95481154078482
-93.5428571428572,-86.97,-102.39,-91.59,-87.705,-93.0771428571429,-96.825,-99.818,-97.6,-6.5728571428572025,8.847142857142801,15.420000000000002,-3.8850000000000047,1.4871428571428993,5.372142857142904,2.9929999999999954,0.7749999999999915,-2.2180000000000035,1.0032811130882775,0.3707592097417322,1.205655374469507,151.73538190168267,-0.8807699496222234,0.4735443969074768,-0.5376482214346523,-63.80154273468392,0.4414816932325443,-0.8972702572472385,-2.0324064870672087,68.98083650489285,0.3586801804856429,0.9334605123553896,2.6024870152889688,4,2,5,2,-1,-3,-34.94772964863519
-87.37857142857142,-96.3742857142857,-91.0328571428571,-97.1133333333333,-97.655,-96.61,-92.2683333333333,-92.13,-96.145,8.995714285714287,3.6542857142856775,-5.341428571428608,0.5416666666666998,-0.5033333333333019,-1.0450000000000017,-0.138333333333307,3.8766666666666936,4.0150000000000015,1.1421623521227828,0.9755314784582884,0.5204068339669143,-171.7320964060515,-0.9896065004092056,-0.14380185794295247,0.14531215981654316,-94.87699152821352,-0.08501681030489414,-0.9963795170343384,11.719794161425742,69.08171542615705,0.3570361101011247,0.9340905823761728,2.6162356018039934,5,4,2,1,3,2,-34.95350529712928
-88.48142857142858,-85.17,-89.53625,-59.98,-79.39,-78.67,-89.28,-90.96,-97.6,-3.3114285714285785,1.0548214285714153,4.366249999999994,19.410000000000004,18.690000000000005,-0.7199999999999989,1.6799999999999926,8.319999999999991,6.6400000000000015,1.0778045866039214,0.35459542559804164,1.1624734432494153,154.69060474632087,-0.9040124601711784,0.427506107389419,-0.4728984679132288,-78.12052830435131,0.20585358560873973,-0.9785828024710148,-4.753780700866588,72.90301711067967,0.2939899941835997,0.9558084972001072,3.251159958196384,5,2,5,3,0,-3,-34.94791461306278
-83.95,-95.70142857142858,-86.28476190476191,-99.26,-101.18,-92.7617857142857,-90.68,-99.194,-90.83,11.751428571428573,2.334761904761905,-9.416666666666671,1.9200000000000017,-6.498214285714313,-8.418214285714313,8.513999999999996,0.14999999999999147,-8.364000000000004,1.2479210888206849,1.6784145250767633,0.4676036764644804,-136.1697384421817,-0.721394562462128,-0.6925242849532968,0.9599799069592421,-84.97120453624339,0.08765639491968691,-0.9961507699287712,-11.364268070133054,-27.21410412866493,0.8893038255267453,-0.4573168550398031,-0.5142414121168644,5,7,2,-2,3,5,-34.95981785045056
-94.0242857142857,-92.7,-96.52,-77.19,-89.73,-93.72714285714292,-98.1016666666667,-98.578,-97.6,-1.3242857142856934,2.4957142857142998,3.8199999999999936,12.540000000000004,16.537142857142925,3.9971428571429186,0.4763333333333009,-0.5016666666667078,-0.9780000000000086,0.987938185509232,0.38363595188373895,1.2033084198593076,151.76505159628448,-0.8810150488435899,0.4730882409351629,-0.5369808853505204,-62.531713713226175,0.4612575743012807,-0.8872662791686037,-1.923580941760462,68.25916902959457,0.3704087955997906,0.9288688411946612,2.507685703549708,4,2,5,2,-1,-3,-34.9477177268363
-90.71,-95.3728571428571,-88.52,-96.72,-90.6525,-91.98142857142858,-89.715,-78.582,-97.69,4.662857142857106,-2.1899999999999977,-6.852857142857102,-6.067499999999996,-4.73857142857142,1.3289285714285768,-11.13300000000001,7.974999999999994,19.108000000000004,1.2877685581674343,1.0133715455218606,0.4724508331683678,-171.97956788696462,-0.9902183755850512,-0.1395262292678417,0.1409045042063629,-102.99176616560892,-0.2248110277157628,-0.9744023818820348,4.334317545641085,85.03089553227395,0.08661855326855672,0.9962415501421642,11.501479908736925,6,4,2,2,4,2,-34.9536366828674
