CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1601927071.8185
MEM 14.378906 1601927071.9252
MEM 27.253906 1601927072.0315
MEM 37.207031 1601927072.1372
MEM 38.078125 1601927072.2425
MEM 38.078125 1601927072.3484
MEM 47.449219 1601927072.4545
MEM 57.343750 1601927072.5595
MEM 64.589844 1601927072.6647
MEM 73.593750 1601927072.7700
MEM 87.644531 1601927072.8744
MEM 94.164062 1601927072.9801
MEM 99.878906 1601927073.0860
MEM 105.789062 1601927073.1915
MEM 113.324219 1601927073.2973
MEM 117.804688 1601927073.4030
MEM 124.371094 1601927073.5087
MEM 124.910156 1601927073.6144
MEM 130.125000 1601927073.7201
MEM 137.101562 1601927073.8258
MEM 139.386719 1601927073.9306
MEM 145.765625 1601927074.0353
MEM 151.519531 1601927074.1400
MEM 155.882812 1601927074.2447
MEM 157.871094 1601927074.3494
MEM 157.937500 1601927074.4542
MEM 139.539062 1601927074.5609
MEM 139.539062 1601927074.6656
MEM 139.539062 1601927074.7703
MEM 139.539062 1601927074.8750
MEM 139.539062 1601927074.9797
MEM 139.539062 1601927075.0845
MEM 139.539062 1601927075.1892
MEM 142.949219 1601927075.2939
MEM 148.937500 1601927075.3986
MEM 154.488281 1601927075.5033
MEM 158.375000 1601927075.6080
MEM 158.859375 1601927075.7127
MEM 137.351562 1601927075.8185
MEM 139.054688 1601927075.9252
MEM 139.054688 1601927076.0299
MEM 139.054688 1601927076.1347
MEM 139.054688 1601927076.2394
MEM 139.054688 1601927076.3441
MEM 139.054688 1601927076.4488
MEM 137.792969 1601927076.5537
MEM 143.980469 1601927076.6595
MEM 150.011719 1601927076.7642
MEM 154.460938 1601927076.8689
MEM 157.902344 1601927076.9746
MEM 158.644531 1601927077.0794
MEM 138.050781 1601927077.1841
MEM 138.050781 1601927077.2888
MEM 138.050781 1601927077.3935
MEM 138.050781 1601927077.4982
MEM 138.050781 1601927077.6059
MEM 138.050781 1601927077.7107
MEM 138.050781 1601927077.8154
MEM 139.605469 1601927077.9201
MEM 144.957031 1601927078.0258
MEM 151.113281 1601927078.1305
MEM 156.796875 1601927078.2352
MEM 159.718750 1601927078.3400
MEM 160.246094 1601927078.4447
MEM 137.867188 1601927078.5494
MEM 138.617188 1601927078.6541
MEM 138.625000 1601927078.7588
MEM 138.628906 1601927078.8636
MEM 138.636719 1601927078.9683
MEM 138.644531 1601927079.0730
MEM 138.648438 1601927079.1777
MEM 138.652344 1601927079.2824
MEM 141.980469 1601927079.3872
MEM 147.539062 1601927079.4919
MEM 153.363281 1601927079.5966
MEM 157.531250 1601927079.7014
MEM 158.753906 1601927079.8061
MEM 158.828125 1601927079.9108
MEM 139.230469 1601927080.0155
MEM 139.234375 1601927080.1202
MEM 139.242188 1601927080.2249
MEM 139.250000 1601927080.3297
MEM 139.257812 1601927080.4344
MEM 139.261719 1601927080.5391
MEM 139.269531 1601927080.6438
MEM 142.058594 1601927080.7482
MEM 147.656250 1601927080.8529
MEM 153.414062 1601927080.9576
MEM 157.964844 1601927081.0624
MEM 159.457031 1601927081.1671
MEM 159.531250 1601927081.2718
MEM 139.242188 1601927081.3765
MEM 139.242188 1601927081.4812
MEM 139.242188 1601927081.5860
MEM 139.242188 1601927081.6907
MEM 139.242188 1601927081.7954
MEM 139.242188 1601927081.9001
MEM 139.242188 1601927082.0048
MEM 140.554688 1601927082.1097
MEM 145.441406 1601927082.2144
MEM 151.324219 1601927082.3191
MEM 156.097656 1601927082.4238
MEM 158.546875 1601927082.5286
MEM 158.894531 1601927082.6333
MEM 139.890625 1601927082.7380
MEM 139.890625 1601927082.8427
MEM 139.890625 1601927082.9474
MEM 139.890625 1601927083.0522
MEM 139.890625 1601927083.1579
MEM 139.890625 1601927083.2636
MEM 139.890625 1601927083.3683
MEM 139.890625 1601927083.4740
MEM 143.851562 1601927083.5797
MEM 149.363281 1601927083.6845
MEM 154.953125 1601927083.7892
MEM 158.808594 1601927083.8939
MEM 159.546875 1601927083.9986
MEM 142.062500 1601927084.1033
MEM 142.062500 1601927084.2080
MEM 142.062500 1601927084.3128
MEM 142.062500 1601927084.4185
MEM 142.062500 1601927084.5232
MEM 142.062500 1601927084.6279
MEM 142.062500 1601927084.7326
MEM 142.062500 1601927084.8374
MEM 142.304688 1601927084.9421
MEM 148.375000 1601927085.0468
MEM 154.195312 1601927085.1515
MEM 158.761719 1601927085.2563
MEM 159.753906 1601927085.3610
MEM 140.699219 1601927085.4657
MEM 140.699219 1601927085.5704
MEM 140.699219 1601927085.6751
MEM 140.699219 1601927085.7799
MEM 140.699219 1601927085.8846
MEM 140.699219 1601927085.9893
MEM 140.699219 1601927086.0940
MEM 139.992188 1601927086.1989
MEM 146.074219 1601927086.3046
MEM 152.738281 1601927086.4104
MEM 134.585938 1601927086.5151
