CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604457205.6675
MEM 11.578125 1604457205.7729
MEM 24.058594 1604457205.8835
MEM 31.921875 1604457205.9930
MEM 40.562500 1604457206.1049
MEM 51.871094 1604457206.2137
MEM 56.480469 1604457206.3227
MEM 56.488281 1604457206.4232
MEM 63.203125 1604457206.5238
MEM 77.070312 1604457206.6417
MEM 83.292969 1604457206.7580
MEM 90.421875 1604457206.8583
MEM 103.636719 1604457206.9649
MEM 110.242188 1604457207.0738
MEM 116.644531 1604457207.1831
MEM 124.320312 1604457207.2867
MEM 124.640625 1604457207.3873
MEM 125.734375 1604457207.4880
MEM 133.382812 1604457207.5889
MEM 141.675781 1604457207.6897
MEM 138.351562 1604457207.7899
MEM 144.386719 1604457207.8907
MEM 150.308594 1604457207.9914
MEM 155.828125 1604457208.0915
MEM 159.105469 1604457208.1921
MEM 159.765625 1604457208.2929
MEM 139.144531 1604457208.3939
MEM 139.148438 1604457208.4947
MEM 139.156250 1604457208.5949
MEM 139.160156 1604457208.6952
MEM 139.167969 1604457208.7959
MEM 139.171875 1604457208.9003
MEM 139.179688 1604457209.0050
MEM 139.183594 1604457209.1071
MEM 140.863281 1604457209.2102
MEM 147.304688 1604457209.3179
MEM 152.957031 1604457209.4182
MEM 157.617188 1604457209.5189
MEM 159.386719 1604457209.6197
MEM 159.445312 1604457209.7204
MEM 139.441406 1604457209.8212
MEM 139.441406 1604457209.9213
MEM 139.441406 1604457210.0220
MEM 139.441406 1604457210.1227
MEM 139.441406 1604457210.2237
MEM 139.441406 1604457210.3245
MEM 139.441406 1604457210.4255
MEM 140.636719 1604457210.5255
MEM 144.058594 1604457210.6265
MEM 149.980469 1604457210.7274
MEM 155.222656 1604457210.8278
MEM 159.304688 1604457210.9281
MEM 160.125000 1604457211.0288
MEM 139.218750 1604457211.1296
MEM 139.218750 1604457211.2299
MEM 139.218750 1604457211.3301
MEM 139.218750 1604457211.4303
MEM 139.218750 1604457211.5305
MEM 139.218750 1604457211.6306
MEM 139.218750 1604457211.7307
MEM 139.218750 1604457211.8317
MEM 141.453125 1604457211.9321
MEM 145.875000 1604457212.0325
MEM 152.441406 1604457212.1509
MEM 157.621094 1604457212.2533
MEM 160.437500 1604457212.3541
MEM 139.382812 1604457212.4543
MEM 139.382812 1604457212.5551
MEM 139.382812 1604457212.6552
MEM 139.382812 1604457212.7559
MEM 139.382812 1604457212.8562
MEM 139.382812 1604457212.9571
MEM 139.382812 1604457213.0579
MEM 139.382812 1604457213.1583
MEM 139.382812 1604457213.2594
MEM 141.199219 1604457213.3602
MEM 147.074219 1604457213.4654
MEM 152.839844 1604457213.5750
MEM 157.394531 1604457213.6868
MEM 159.519531 1604457213.7871
MEM 159.816406 1604457213.8879
MEM 139.832031 1604457214.0003
MEM 139.832031 1604457214.1030
MEM 139.832031 1604457214.2032
MEM 139.832031 1604457214.3071
MEM 139.832031 1604457214.4073
MEM 139.832031 1604457214.5080
MEM 139.832031 1604457214.6086
MEM 139.832031 1604457214.7087
MEM 139.558594 1604457214.8089
MEM 145.386719 1604457214.9098
MEM 151.089844 1604457215.0105
MEM 156.121094 1604457215.1147
MEM 159.332031 1604457215.2166
MEM 160.027344 1604457215.3179
MEM 139.468750 1604457215.4187
MEM 139.468750 1604457215.5197
MEM 139.468750 1604457215.6207
MEM 139.468750 1604457215.7207
MEM 139.468750 1604457215.8208
MEM 139.468750 1604457215.9213
MEM 139.468750 1604457216.0224
MEM 139.472656 1604457216.1349
MEM 140.859375 1604457216.2433
MEM 147.347656 1604457216.3572
MEM 153.062500 1604457216.4722
MEM 157.488281 1604457216.5733
MEM 159.406250 1604457216.6741
MEM 159.691406 1604457216.7744
MEM 141.289062 1604457216.8764
MEM 141.296875 1604457216.9922
MEM 141.300781 1604457217.1024
MEM 141.308594 1604457217.2043
MEM 141.312500 1604457217.3049
MEM 141.320312 1604457217.4058
MEM 141.324219 1604457217.5178
MEM 141.328125 1604457217.6322
MEM 142.035156 1604457217.7485
MEM 148.191406 1604457217.8581
MEM 154.000000 1604457217.9743
MEM 158.593750 1604457218.0902
MEM 159.906250 1604457218.1922
MEM 160.050781 1604457218.3082
MEM 141.027344 1604457218.4088
MEM 141.027344 1604457218.5098
MEM 141.027344 1604457218.6103
MEM 141.027344 1604457218.7105
MEM 141.027344 1604457218.8105
MEM 141.027344 1604457218.9106
MEM 141.027344 1604457219.0115
MEM 141.027344 1604457219.1120
MEM 144.117188 1604457219.2127
MEM 149.007812 1604457219.3134
MEM 153.359375 1604457219.4143
MEM 158.003906 1604457219.5150
MEM 159.820312 1604457219.6157
MEM 160.031250 1604457219.7165
MEM 142.718750 1604457219.8168
MEM 142.718750 1604457219.9176
MEM 142.718750 1604457220.0184
MEM 142.718750 1604457220.1385
MEM 142.718750 1604457220.2404
MEM 142.718750 1604457220.3422
MEM 142.718750 1604457220.4427
MEM 145.335938 1604457220.5428
MEM 147.402344 1604457220.6430
MEM 140.589844 1604457220.7436
MEM 132.187500 1604457220.8442
