CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1604372511.9277
MEM 0.191406 1604372512.0287
MEM 12.601562 1604372512.1295
MEM 23.113281 1604372512.2300
MEM 30.277344 1604372512.3301
MEM 38.394531 1604372512.4430
MEM 48.796875 1604372512.5438
MEM 56.503906 1604372512.6444
MEM 56.503906 1604372512.7449
MEM 56.503906 1604372512.8456
MEM 64.265625 1604372512.9456
MEM 75.882812 1604372513.0532
MEM 80.355469 1604372513.1570
MEM 88.589844 1604372513.2594
MEM 101.289062 1604372513.3626
MEM 109.472656 1604372513.4738
MEM 114.773438 1604372513.5746
MEM 119.222656 1604372513.6751
MEM 124.496094 1604372513.7760
MEM 125.230469 1604372513.8763
MEM 128.433594 1604372513.9771
MEM 139.195312 1604372514.0779
MEM 135.457031 1604372514.1786
MEM 141.113281 1604372514.2788
MEM 141.449219 1604372514.3791
MEM 142.027344 1604372514.4797
MEM 142.246094 1604372514.5797
MEM 142.527344 1604372514.6803
MEM 142.855469 1604372514.7810
MEM 143.285156 1604372514.8820
MEM 143.875000 1604372514.9825
MEM 143.945312 1604372515.0835
MEM 144.339844 1604372515.1836
MEM 148.507812 1604372515.2839
MEM 141.320312 1604372515.3842
MEM 138.789062 1604372515.4842
MEM 144.449219 1604372515.5843
MEM 144.519531 1604372515.6846
MEM 144.582031 1604372515.7853
MEM 144.597656 1604372515.8862
MEM 144.792969 1604372515.9870
MEM 145.140625 1604372516.0878
MEM 145.453125 1604372516.1885
MEM 145.707031 1604372516.2886
MEM 146.085938 1604372516.3968
MEM 146.597656 1604372516.5065
MEM 148.953125 1604372516.6073
MEM 143.035156 1604372516.7080
MEM 143.035156 1604372516.8084
MEM 145.562500 1604372516.9085
MEM 145.609375 1604372517.0092
MEM 145.730469 1604372517.1095
MEM 145.804688 1604372517.2103
MEM 146.128906 1604372517.3110
MEM 146.476562 1604372517.4110
MEM 146.730469 1604372517.5114
MEM 147.042969 1604372517.6116
MEM 147.191406 1604372517.7118
MEM 147.703125 1604372517.8120
MEM 149.718750 1604372517.9128
MEM 145.433594 1604372518.0129
MEM 145.433594 1604372518.1129
MEM 142.722656 1604372518.2133
MEM 147.242188 1604372518.3139
MEM 147.292969 1604372518.4290
MEM 147.308594 1604372518.5293
MEM 147.339844 1604372518.6307
MEM 147.433594 1604372518.7314
MEM 147.812500 1604372518.8315
MEM 148.000000 1604372518.9318
MEM 148.312500 1604372519.0328
MEM 148.820312 1604372519.1335
MEM 149.070312 1604372519.2344
MEM 149.324219 1604372519.3351
MEM 153.617188 1604372519.4352
MEM 147.937500 1604372519.5355
MEM 143.230469 1604372519.6360
MEM 149.593750 1604372519.7365
MEM 149.636719 1604372519.8365
MEM 149.726562 1604372519.9373
MEM 149.882812 1604372520.0383
MEM 149.914062 1604372520.1387
MEM 149.914062 1604372520.2395
MEM 149.921875 1604372520.3396
MEM 150.070312 1604372520.4474
MEM 150.203125 1604372520.5482
MEM 150.710938 1604372520.6489
MEM 154.593750 1604372520.7491
MEM 149.050781 1604372520.8492
MEM 149.050781 1604372520.9493
MEM 152.398438 1604372521.0497
MEM 152.414062 1604372521.1502
MEM 152.488281 1604372521.2505
MEM 152.660156 1604372521.3516
MEM 152.722656 1604372521.4519
MEM 153.160156 1604372521.5520
MEM 153.468750 1604372521.6523
MEM 153.722656 1604372521.7528
MEM 153.816406 1604372521.8533
MEM 154.300781 1604372521.9535
MEM 156.394531 1604372522.0537
MEM 150.375000 1604372522.1545
MEM 150.375000 1604372522.2548
MEM 152.628906 1604372522.3553
MEM 152.628906 1604372522.4555
MEM 152.660156 1604372522.5558
MEM 152.828125 1604372522.6563
MEM 152.886719 1604372522.7652
MEM 153.089844 1604372522.8688
MEM 153.296875 1604372522.9781
MEM 153.566406 1604372523.0870
MEM 153.691406 1604372523.1959
MEM 154.164062 1604372523.3051
MEM 157.902344 1604372523.4062
MEM 151.324219 1604372523.5107
MEM 151.324219 1604372523.6114
MEM 153.312500 1604372523.7119
MEM 155.472656 1604372523.8123
MEM 155.500000 1604372523.9125
MEM 155.500000 1604372524.0131
MEM 155.500000 1604372524.1139
MEM 155.500000 1604372524.2142
MEM 155.558594 1604372524.3148
MEM 155.695312 1604372524.4154
MEM 155.871094 1604372524.5162
MEM 155.917969 1604372524.6165
MEM 156.296875 1604372524.7167
MEM 154.269531 1604372524.8179
MEM 142.578125 1604372524.9186
MEM 144.187500 1604372525.0194
MEM 146.667969 1604372525.1197
MEM 146.714844 1604372525.2207
MEM 146.730469 1604372525.3213
MEM 146.738281 1604372525.4221
MEM 146.867188 1604372525.5224
MEM 147.015625 1604372525.6231
MEM 147.640625 1604372525.7234
MEM 147.699219 1604372525.8243
MEM 148.187500 1604372525.9251
MEM 151.218750 1604372526.0254
MEM 144.542969 1604372526.1256
MEM 141.328125 1604372526.2260
MEM 151.003906 1604372526.3263
MEM 156.097656 1604372526.4315
MEM 138.406250 1604372526.5318
MEM 33.410156 1604372526.6406
