CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1604494151.3204
MEM 7.640625 1604494151.4211
MEM 14.820312 1604494151.5218
MEM 20.535156 1604494151.6226
MEM 25.425781 1604494151.7233
MEM 29.640625 1604494151.8240
MEM 33.847656 1604494151.9248
MEM 37.417969 1604494152.0255
MEM 42.437500 1604494152.1262
MEM 49.636719 1604494152.2269
MEM 53.046875 1604494152.3277
MEM 56.492188 1604494152.4284
MEM 56.492188 1604494152.5291
MEM 56.492188 1604494152.6299
MEM 57.191406 1604494152.7306
MEM 62.703125 1604494152.8313
MEM 69.281250 1604494152.9321
MEM 76.339844 1604494153.0328
MEM 79.136719 1604494153.1335
MEM 83.445312 1604494153.2343
MEM 87.718750 1604494153.3350
MEM 93.585938 1604494153.4357
MEM 103.703125 1604494153.5364
MEM 107.824219 1604494153.6372
MEM 110.027344 1604494153.7379
MEM 114.230469 1604494153.8386
MEM 117.472656 1604494153.9394
MEM 120.722656 1604494154.0401
MEM 124.289062 1604494154.1408
MEM 124.390625 1604494154.2416
MEM 124.632812 1604494154.3423
MEM 125.140625 1604494154.4430
MEM 127.410156 1604494154.5438
MEM 137.093750 1604494154.6445
MEM 140.507812 1604494154.7452
MEM 134.234375 1604494154.8455
MEM 138.855469 1604494154.9457
MEM 141.421875 1604494155.0464
MEM 141.660156 1604494155.1471
MEM 141.992188 1604494155.2479
MEM 142.222656 1604494155.3480
MEM 142.507812 1604494155.4483
MEM 142.671875 1604494155.5491
MEM 142.984375 1604494155.6498
MEM 143.179688 1604494155.7500
MEM 143.500000 1604494155.8503
MEM 143.500000 1604494155.9510
MEM 144.023438 1604494156.0517
MEM 144.023438 1604494156.1525
MEM 144.148438 1604494156.2532
MEM 144.343750 1604494156.3540
MEM 144.597656 1604494156.4546
MEM 144.722656 1604494156.5554
MEM 146.839844 1604494156.6561
MEM 148.910156 1604494156.7569
MEM 141.464844 1604494156.8576
MEM 141.468750 1604494156.9583
MEM 141.468750 1604494157.0590
MEM 141.468750 1604494157.1598
MEM 141.468750 1604494157.2605
MEM 142.757812 1604494157.3612
MEM 144.984375 1604494157.4620
MEM 145.003906 1604494157.5627
MEM 145.007812 1604494157.6634
MEM 145.089844 1604494157.7643
MEM 145.089844 1604494157.8649
MEM 145.117188 1604494157.9656
MEM 145.117188 1604494158.0663
MEM 145.117188 1604494158.1671
MEM 145.117188 1604494158.2678
MEM 145.117188 1604494158.3685
MEM 145.117188 1604494158.4693
MEM 145.144531 1604494158.5700
MEM 145.144531 1604494158.6707
MEM 145.335938 1604494158.7717
MEM 145.460938 1604494158.8722
MEM 145.648438 1604494158.9729
MEM 145.648438 1604494159.0732
MEM 145.898438 1604494159.1744
MEM 146.152344 1604494159.2751
MEM 146.152344 1604494159.3758
MEM 146.343750 1604494159.4766
MEM 146.468750 1604494159.5774
MEM 146.726562 1604494159.6780
MEM 146.851562 1604494159.7788
MEM 148.363281 1604494159.8795
MEM 150.875000 1604494159.9802
MEM 142.945312 1604494160.0831
MEM 142.945312 1604494160.1837
MEM 142.945312 1604494160.2844
MEM 142.945312 1604494160.3851
MEM 141.492188 1604494160.4861
MEM 146.613281 1604494160.5866
MEM 146.628906 1604494160.6873
MEM 146.667969 1604494160.7876
MEM 146.703125 1604494160.8878
MEM 146.707031 1604494160.9886
MEM 146.710938 1604494161.0893
MEM 146.769531 1604494161.1900
MEM 146.894531 1604494161.2908
