CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1605406477.0239
MEM 6.984375 1605406477.1261
MEM 9.125000 1605406477.2326
MEM 10.527344 1605406477.3333
MEM 12.867188 1605406477.4361
MEM 15.421875 1605406477.5421
MEM 16.929688 1605406477.6432
MEM 19.429688 1605406477.7513
MEM 20.984375 1605406477.8553
MEM 23.132812 1605406477.9594
MEM 25.242188 1605406478.0660
MEM 26.554688 1605406478.1724
MEM 27.546875 1605406478.2763
MEM 29.003906 1605406478.3814
MEM 30.394531 1605406478.4841
MEM 32.628906 1605406478.5861
MEM 36.632812 1605406478.6926
MEM 38.277344 1605406478.7934
MEM 41.449219 1605406478.8990
MEM 46.589844 1605406479.0052
MEM 50.011719 1605406479.1109
MEM 52.937500 1605406479.2130
MEM 56.343750 1605406479.3180
MEM 56.343750 1605406479.4221
MEM 56.343750 1605406479.5272
MEM 56.343750 1605406479.6313
MEM 56.343750 1605406479.7371
MEM 56.343750 1605406479.8418
MEM 60.496094 1605406479.9470
MEM 64.207031 1605406480.0499
MEM 68.777344 1605406480.1511
MEM 73.488281 1605406480.2613
MEM 77.136719 1605406480.3635
MEM 80.226562 1605406480.4717
MEM 84.480469 1605406480.5760
MEM 87.609375 1605406480.6807
MEM 90.328125 1605406480.7882
MEM 91.851562 1605406480.8903
MEM 94.714844 1605406480.9950
MEM 96.792969 1605406481.1012
MEM 98.894531 1605406481.2047
MEM 101.152344 1605406481.3071
MEM 103.875000 1605406481.4089
MEM 106.039062 1605406481.5132
MEM 107.953125 1605406481.6165
MEM 109.390625 1605406481.7186
MEM 111.796875 1605406481.8234
MEM 113.953125 1605406481.9240
MEM 116.035156 1605406482.0310
MEM 117.519531 1605406482.1361
MEM 119.785156 1605406482.2411
MEM 123.937500 1605406482.3497
MEM 124.628906 1605406482.4527
MEM 124.734375 1605406482.5561
MEM 124.734375 1605406482.6613
MEM 125.105469 1605406482.7642
MEM 125.234375 1605406482.8688
MEM 126.472656 1605406482.9735
MEM 129.714844 1605406483.0804
MEM 134.910156 1605406483.1805
MEM 139.523438 1605406483.2851
MEM 135.558594 1605406483.3931
MEM 135.808594 1605406483.4935
MEM 136.164062 1605406483.6001
MEM 137.914062 1605406483.7010
MEM 137.988281 1605406483.8103
MEM 138.148438 1605406483.9150
MEM 138.445312 1605406484.0233
MEM 138.667969 1605406484.1260
MEM 138.832031 1605406484.2305
MEM 138.898438 1605406484.3343
MEM 139.085938 1605406484.4418
MEM 139.121094 1605406484.5440
MEM 139.214844 1605406484.6480
MEM 139.281250 1605406484.7514
MEM 139.285156 1605406484.8553
MEM 139.539062 1605406484.9587
MEM 139.570312 1605406485.0620
MEM 139.570312 1605406485.1662
MEM 139.578125 1605406485.2694
MEM 139.671875 1605406485.3715
MEM 139.734375 1605406485.4776
MEM 139.734375 1605406485.5828
MEM 139.863281 1605406485.6885
MEM 139.863281 1605406485.7947
MEM 141.085938 1605406485.8972
MEM 142.101562 1605406486.0001
MEM 143.777344 1605406486.1007
MEM 139.976562 1605406486.2039
MEM 141.687500 1605406486.3072
MEM 141.687500 1605406486.4111
MEM 141.687500 1605406486.5235
MEM 140.437500 1605406486.6242
MEM 140.441406 1605406486.7268
MEM 140.457031 1605406486.8312
MEM 140.500000 1605406486.9312
MEM 140.550781 1605406487.0350
MEM 140.582031 1605406487.1430
MEM 140.597656 1605406487.2460
MEM 140.617188 1605406487.3562
MEM 140.636719 1605406487.4576
MEM 140.636719 1605406487.5613
MEM 140.699219 1605406487.6655
MEM 140.699219 1605406487.7660
MEM 140.855469 1605406487.8738
MEM 140.886719 1605406487.9805
MEM 141.011719 1605406488.0833
MEM 141.105469 1605406488.1908
MEM 141.105469 1605406488.2978
MEM 141.136719 1605406488.4002
MEM 141.203125 1605406488.5070
MEM 141.203125 1605406488.6082
MEM 141.457031 1605406488.7153
MEM 141.488281 1605406488.8204
MEM 141.488281 1605406488.9212
MEM 141.492188 1605406489.0269
MEM 141.554688 1605406489.1312
MEM 141.617188 1605406489.2395
MEM 141.746094 1605406489.3416
MEM 141.808594 1605406489.4498
MEM 141.808594 1605406489.5536
MEM 143.503906 1605406489.6612
MEM 144.351562 1605406489.7660
MEM 145.828125 1605406489.8735
MEM 142.972656 1605406489.9761
MEM 143.699219 1605406490.0818
MEM 143.699219 1605406490.1830
MEM 143.699219 1605406490.2932
MEM 139.300781 1605406490.3993
MEM 142.175781 1605406490.5010
MEM 142.203125 1605406490.6071
MEM 142.210938 1605406490.7112
MEM 142.246094 1605406490.8119
MEM 142.289062 1605406490.9169
MEM 142.320312 1605406491.0232
MEM 142.347656 1605406491.1242
MEM 142.410156 1605406491.2269
MEM 142.492188 1605406491.3309
MEM 142.492188 1605406491.4390
MEM 142.519531 1605406491.5397
MEM 142.582031 1605406491.6461
MEM 142.582031 1605406491.7503
MEM 142.644531 1605406491.8531
MEM 142.832031 1605406491.9581
MEM 142.832031 1605406492.0625
MEM 142.894531 1605406492.1679
MEM 142.925781 1605406492.2748
MEM 143.050781 1605406492.3805
MEM 143.179688 1605406492.4812
MEM 143.210938 1605406492.5883
MEM 143.214844 1605406492.6916
MEM 143.308594 1605406492.7961
MEM 143.308594 1605406492.9001
MEM 143.371094 1605406493.0077
MEM 143.496094 1605406493.1117
MEM 143.617188 1605406493.2196
MEM 145.378906 1605406493.3234
MEM 147.300781 1605406493.4313
MEM 147.300781 1605406493.5435
MEM 143.699219 1605406493.6488
MEM 144.707031 1605406493.7533
MEM 144.707031 1605406493.8606
MEM 144.707031 1605406493.9636
MEM 144.707031 1605406494.0734
MEM 143.578125 1605406494.1764
MEM 143.582031 1605406494.2795
MEM 143.601562 1605406494.3842
MEM 143.605469 1605406494.4902
MEM 143.671875 1605406494.5933
MEM 143.722656 1605406494.6990
MEM 143.835938 1605406494.8112
MEM 143.855469 1605406494.9235
MEM 143.992188 1605406495.0246
MEM 144.179688 1605406495.1309
MEM 144.179688 1605406495.2330
MEM 144.398438 1605406495.3372
MEM 144.523438 1605406495.4399
MEM 144.523438 1605406495.5423
MEM 144.718750 1605406495.6460
MEM 144.750000 1605406495.7537
MEM 144.812500 1605406495.8565
MEM 144.875000 1605406495.9617
MEM 145.000000 1605406496.0657
MEM 146.609375 1605406496.1734
MEM 147.593750 1605406496.2811
MEM 148.949219 1605406496.3932
MEM 146.222656 1605406496.4999
MEM 146.746094 1605406496.6030
MEM 146.746094 1605406496.7104
MEM 145.777344 1605406496.8141
MEM 147.445312 1605406496.9210
MEM 147.445312 1605406497.0260
MEM 147.445312 1605406497.1314
MEM 147.445312 1605406497.2412
MEM 147.445312 1605406497.3535
MEM 147.445312 1605406497.4603
MEM 147.460938 1605406497.5634
MEM 147.464844 1605406497.6691
MEM 147.464844 1605406497.7761
MEM 147.468750 1605406497.8833
MEM 147.531250 1605406497.9835
MEM 147.546875 1605406498.0860
MEM 147.546875 1605406498.1910
MEM 147.546875 1605406498.2938
MEM 147.578125 1605406498.3993
MEM 147.605469 1605406498.5040
MEM 147.605469 1605406498.6078
MEM 147.605469 1605406498.7102
MEM 147.605469 1605406498.8147
MEM 147.605469 1605406498.9181
MEM 148.605469 1605406499.0235
MEM 148.859375 1605406499.1310
MEM 150.367188 1605406499.2431
MEM 149.132812 1605406499.3513
MEM 149.796875 1605406499.4531
MEM 149.796875 1605406499.5604
MEM 148.148438 1605406499.6680
MEM 148.628906 1605406499.7743
MEM 148.628906 1605406499.8790
MEM 148.628906 1605406499.9841
MEM 148.628906 1605406500.0875
MEM 148.628906 1605406500.1933
MEM 148.628906 1605406500.2960
MEM 148.628906 1605406500.3997
MEM 148.628906 1605406500.5061
MEM 148.628906 1605406500.6070
MEM 148.628906 1605406500.7145
MEM 148.628906 1605406500.8200
MEM 148.628906 1605406500.9243
MEM 148.628906 1605406501.0308
MEM 148.628906 1605406501.1350
MEM 148.628906 1605406501.2408
MEM 148.628906 1605406501.3457
MEM 148.628906 1605406501.4513
MEM 148.628906 1605406501.5585
MEM 148.625000 1605406501.6633
MEM 148.625000 1605406501.7665
MEM 148.625000 1605406501.8705
MEM 148.625000 1605406501.9741
MEM 148.621094 1605406502.0767
MEM 149.707031 1605406502.1832
MEM 151.652344 1605406502.2898
MEM 150.007812 1605406502.3962
MEM 151.585938 1605406502.5010
MEM 151.585938 1605406502.6063
MEM 151.585938 1605406502.7131
MEM 151.585938 1605406502.8211
MEM 151.585938 1605406502.9263
MEM 151.585938 1605406503.0315
MEM 149.996094 1605406503.1370
MEM 150.523438 1605406503.2449
MEM 150.527344 1605406503.3505
MEM 150.527344 1605406503.4536
MEM 150.527344 1605406503.5584
MEM 150.527344 1605406503.6635
MEM 150.527344 1605406503.7659
MEM 150.570312 1605406503.8710
MEM 150.570312 1605406503.9740
MEM 150.570312 1605406504.0810
MEM 150.574219 1605406504.1863
MEM 150.574219 1605406504.2892
MEM 150.574219 1605406504.3932
MEM 150.574219 1605406504.4943
MEM 150.574219 1605406504.6019
MEM 150.593750 1605406504.7089
MEM 150.593750 1605406504.8170
MEM 150.593750 1605406504.9182
MEM 150.593750 1605406505.0196
MEM 150.632812 1605406505.1235
MEM 150.632812 1605406505.2267
MEM 150.628906 1605406505.3325
MEM 150.632812 1605406505.4336
MEM 150.640625 1605406505.5381
MEM 150.640625 1605406505.6446
MEM 150.640625 1605406505.7476
MEM 150.636719 1605406505.8537
MEM 150.761719 1605406505.9586
MEM 150.761719 1605406506.0613
MEM 152.218750 1605406506.1622
MEM 153.507812 1605406506.2658
MEM 151.843750 1605406506.3731
MEM 140.179688 1605406506.4735
MEM 142.136719 1605406506.5788
MEM 142.136719 1605406506.6818
MEM 142.136719 1605406506.7839
MEM 141.359375 1605406506.8895
MEM 142.136719 1605406506.9965
MEM 143.406250 1605406507.1043
MEM 143.441406 1605406507.2085
MEM 143.457031 1605406507.3114
MEM 143.457031 1605406507.4185
MEM 143.464844 1605406507.5260
MEM 143.480469 1605406507.6314
MEM 143.480469 1605406507.7391
MEM 143.480469 1605406507.8452
MEM 143.480469 1605406507.9540
MEM 143.480469 1605406508.0580
MEM 143.480469 1605406508.1612
MEM 143.480469 1605406508.2622
MEM 143.480469 1605406508.3690
MEM 143.480469 1605406508.4771
MEM 143.484375 1605406508.5830
MEM 143.484375 1605406508.6881
MEM 143.500000 1605406508.7938
MEM 143.562500 1605406508.8988
MEM 143.570312 1605406509.0001
MEM 143.695312 1605406509.1025
MEM 143.695312 1605406509.2081
MEM 143.820312 1605406509.3137
MEM 143.820312 1605406509.4195
MEM 143.820312 1605406509.5233
MEM 143.816406 1605406509.6269
MEM 143.906250 1605406509.7296
MEM 143.906250 1605406509.8350
MEM 143.964844 1605406509.9396
MEM 145.156250 1605406510.0450
MEM 149.027344 1605406510.1498
MEM 147.171875 1605406510.2533
MEM 144.578125 1605406510.3601
MEM 143.871094 1605406510.4616
MEM 145.148438 1605406510.5731
MEM 145.148438 1605406510.6809
MEM 145.148438 1605406510.7871
MEM 145.148438 1605406510.8913
MEM 145.148438 1605406510.9979
MEM 145.414062 1605406511.1102
MEM 145.917969 1605406511.2155
MEM 145.917969 1605406511.3186
MEM 145.917969 1605406511.4218
MEM 145.917969 1605406511.5260
MEM 145.917969 1605406511.6304
MEM 145.917969 1605406511.7343
MEM 145.917969 1605406511.8384
MEM 145.917969 1605406511.9431
MEM 145.917969 1605406512.0474
MEM 145.917969 1605406512.1518
MEM 145.917969 1605406512.2528
MEM 145.917969 1605406512.3587
MEM 145.917969 1605406512.4623
MEM 145.960938 1605406512.5661
MEM 145.960938 1605406512.6694
MEM 145.960938 1605406512.7714
MEM 145.980469 1605406512.8727
MEM 145.980469 1605406512.9769
MEM 146.105469 1605406513.0810
MEM 146.175781 1605406513.1853
MEM 146.175781 1605406513.2863
MEM 146.175781 1605406513.3898
MEM 146.175781 1605406513.4923
MEM 146.179688 1605406513.5960
MEM 146.175781 1605406513.6996
MEM 146.175781 1605406513.8020
MEM 146.175781 1605406513.9070
MEM 146.175781 1605406514.0107
MEM 147.246094 1605406514.1186
MEM 147.273438 1605406514.2213
MEM 147.957031 1605406514.3228
MEM 149.195312 1605406514.4234
MEM 145.597656 1605406514.5294
MEM 147.566406 1605406514.6294
MEM 147.566406 1605406514.7402
MEM 147.566406 1605406514.8452
MEM 151.039062 1605406514.9514
MEM 153.097656 1605406515.0534
MEM 150.195312 1605406515.1605
MEM 149.250000 1605406515.2625
MEM 156.355469 1605406515.3643
MEM 156.355469 1605406515.4735
MEM 136.558594 1605406515.5812
MEM 132.343750 1605406515.6833
MEM 123.140625 1605406515.8033
