CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1604501304.2709
MEM 9.050781 1604501304.3840
MEM 13.007812 1604501304.4945
MEM 19.570312 1604501304.6062
MEM 24.921875 1604501304.7206
MEM 27.613281 1604501304.8332
MEM 30.468750 1604501304.9451
MEM 34.156250 1604501305.0547
MEM 37.125000 1604501305.1670
MEM 42.136719 1604501305.2807
MEM 48.546875 1604501305.3917
MEM 51.863281 1604501305.5003
MEM 56.449219 1604501305.6101
MEM 56.449219 1604501305.7199
MEM 56.449219 1604501305.8287
MEM 56.449219 1604501305.9377
MEM 57.269531 1604501306.0471
MEM 60.656250 1604501306.1506
MEM 63.730469 1604501306.2629
MEM 69.039062 1604501306.3739
MEM 73.640625 1604501306.4793
MEM 77.867188 1604501306.5931
MEM 79.816406 1604501306.6994
MEM 83.644531 1604501306.8068
MEM 87.792969 1604501306.9167
MEM 90.558594 1604501307.0252
MEM 93.894531 1604501307.1278
MEM 101.093750 1604501307.2283
MEM 106.136719 1604501307.3405
MEM 109.246094 1604501307.4421
MEM 112.136719 1604501307.5521
MEM 115.445312 1604501307.6540
MEM 117.648438 1604501307.7703
MEM 122.132812 1604501307.8938
MEM 124.718750 1604501307.9946
MEM 124.726562 1604501308.0998
MEM 125.148438 1604501308.2113
MEM 125.156250 1604501308.3214
MEM 125.785156 1604501308.4321
MEM 129.402344 1604501308.5445
MEM 133.558594 1604501308.6517
MEM 134.796875 1604501308.7794
MEM 134.988281 1604501308.8913
MEM 137.140625 1604501309.0021
MEM 137.394531 1604501309.1165
MEM 137.832031 1604501309.2181
MEM 138.023438 1604501309.3299
MEM 138.226562 1604501309.4517
MEM 138.429688 1604501309.5526
MEM 138.632812 1604501309.6617
MEM 138.769531 1604501309.7714
MEM 138.917969 1604501309.8798
MEM 139.054688 1604501309.9875
MEM 139.117188 1604501310.0976
MEM 142.957031 1604501310.2054
MEM 139.457031 1604501310.3196
MEM 141.433594 1604501310.4317
MEM 141.433594 1604501310.5328
MEM 139.988281 1604501310.6346
MEM 141.074219 1604501310.7514
MEM 141.082031 1604501310.8678
