CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604501435.9967
MEM 1.699219 1604501436.1008
MEM 9.613281 1604501436.2115
MEM 15.335938 1604501436.3240
MEM 19.621094 1604501436.4247
MEM 23.015625 1604501436.5393
MEM 25.773438 1604501436.6406
MEM 28.117188 1604501436.7528
MEM 31.183594 1604501436.8648
MEM 37.015625 1604501436.9782
MEM 40.722656 1604501437.0928
MEM 45.847656 1604501437.2046
MEM 49.789062 1604501437.3140
MEM 52.738281 1604501437.4245
MEM 56.566406 1604501437.5348
MEM 56.566406 1604501437.6418
MEM 56.566406 1604501437.7494
MEM 56.566406 1604501437.8581
MEM 56.566406 1604501437.9661
MEM 59.015625 1604501438.0821
MEM 63.167969 1604501438.1953
MEM 69.308594 1604501438.3091
MEM 76.070312 1604501438.4281
MEM 78.175781 1604501438.5289
MEM 80.792969 1604501438.6411
MEM 85.539062 1604501438.7462
MEM 87.878906 1604501438.8526
MEM 90.589844 1604501438.9540
MEM 100.410156 1604501439.0729
MEM 104.195312 1604501439.1830
MEM 107.039062 1604501439.2920
MEM 110.406250 1604501439.4047
MEM 113.429688 1604501439.5086
MEM 115.523438 1604501439.6172
MEM 117.980469 1604501439.7274
MEM 121.535156 1604501439.8432
MEM 124.648438 1604501439.9580
MEM 124.789062 1604501440.0663
MEM 124.851562 1604501440.1819
MEM 125.585938 1604501440.2901
MEM 126.929688 1604501440.3931
MEM 129.300781 1604501440.5036
MEM 131.656250 1604501440.6113
MEM 133.953125 1604501440.7210
MEM 143.812500 1604501440.8345
MEM 137.292969 1604501440.9360
MEM 138.257812 1604501441.0503
MEM 141.640625 1604501441.1598
MEM 146.429688 1604501441.2703
MEM 149.312500 1604501441.3824
MEM 153.269531 1604501441.4969
MEM 156.523438 1604501441.6093
MEM 159.117188 1604501441.7237
MEM 160.191406 1604501441.8334
MEM 160.324219 1604501441.9510
MEM 139.832031 1604501442.0510
MEM 139.835938 1604501442.1604
MEM 139.839844 1604501442.2709
MEM 139.843750 1604501442.3860
MEM 139.847656 1604501442.5008
MEM 139.851562 1604501442.6139
MEM 139.855469 1604501442.7232
MEM 139.863281 1604501442.8319
MEM 139.867188 1604501442.9424
MEM 139.871094 1604501443.0497
MEM 139.585938 1604501443.1677
MEM 141.406250 1604501443.2790
MEM 145.914062 1604501443.3895
MEM 150.460938 1604501443.5013
MEM 153.171875 1604501443.6118
MEM 157.269531 1604501443.7262
MEM 159.457031 1604501443.8318
MEM 160.187500 1604501443.9426
MEM 160.277344 1604501444.0676
MEM 160.300781 1604501444.1781
MEM 140.597656 1604501444.2874
MEM 140.597656 1604501444.4000
MEM 140.597656 1604501444.5118
MEM 140.597656 1604501444.6172
MEM 140.597656 1604501444.7308
MEM 140.597656 1604501444.8564
MEM 140.597656 1604501444.9657
MEM 140.597656 1604501445.0776
MEM 140.597656 1604501445.1868
MEM 140.597656 1604501445.2876
MEM 140.597656 1604501445.4009
MEM 140.597656 1604501445.5013
MEM 141.613281 1604501445.6119
MEM 145.214844 1604501445.7177
MEM 149.968750 1604501445.8296
MEM 153.359375 1604501445.9301
MEM 156.542969 1604501446.0315
MEM 159.292969 1604501446.1336
MEM 160.710938 1604501446.2456
MEM 160.773438 1604501446.3545
MEM 140.433594 1604501446.4687
MEM 140.433594 1604501446.5708
MEM 140.433594 1604501446.6801
MEM 140.433594 1604501446.7834
MEM 140.433594 1604501446.8933
MEM 140.433594 1604501447.0005
MEM 140.433594 1604501447.1023
MEM 140.433594 1604501447.2093
MEM 140.433594 1604501447.3147
MEM 140.433594 1604501447.4262
MEM 140.433594 1604501447.5412
MEM 140.433594 1604501447.6589
MEM 140.343750 1604501447.7651
MEM 142.601562 1604501447.8697
MEM 146.328125 1604501447.9829
MEM 150.964844 1604501448.0886
MEM 155.078125 1604501448.1919
