CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.074219 1604494055.5302
MEM 4.058594 1604494055.6310
MEM 11.171875 1604494055.7317
MEM 15.953125 1604494055.8324
MEM 20.355469 1604494055.9332
MEM 25.292969 1604494056.0339
MEM 27.863281 1604494056.1341
MEM 30.304688 1604494056.2344
MEM 32.898438 1604494056.3351
MEM 36.253906 1604494056.4360
MEM 38.222656 1604494056.5364
MEM 41.988281 1604494056.6371
MEM 47.496094 1604494056.7379
MEM 49.652344 1604494056.8386
MEM 51.816406 1604494056.9394
MEM 55.867188 1604494057.0401
MEM 56.406250 1604494057.1404
MEM 56.406250 1604494057.2411
MEM 56.406250 1604494057.3416
MEM 56.406250 1604494057.4424
MEM 57.757812 1604494057.5431
MEM 60.660156 1604494057.6438
MEM 63.707031 1604494057.7447
MEM 68.812500 1604494057.8449
MEM 73.250000 1604494057.9452
MEM 77.023438 1604494058.0454
MEM 79.558594 1604494058.1456
MEM 83.062500 1604494058.2463
MEM 87.070312 1604494058.3468
MEM 90.234375 1604494058.4475
MEM 92.386719 1604494058.5482
MEM 100.718750 1604494058.6489
MEM 104.656250 1604494058.7494
MEM 107.617188 1604494058.8495
MEM 109.718750 1604494058.9502
MEM 111.085938 1604494059.0509
MEM 114.035156 1604494059.1517
MEM 115.222656 1604494059.2524
MEM 116.261719 1604494059.3527
MEM 117.136719 1604494059.4538
MEM 118.769531 1604494059.5546
MEM 122.511719 1604494059.6553
MEM 124.355469 1604494059.7561
MEM 124.433594 1604494059.8568
MEM 124.441406 1604494059.9572
MEM 124.695312 1604494060.0572
MEM 124.871094 1604494060.1580
MEM 125.417969 1604494060.2587
MEM 127.148438 1604494060.3594
MEM 129.992188 1604494060.4595
MEM 134.605469 1604494060.5599
MEM 138.738281 1604494060.6606
MEM 135.089844 1604494060.7614
MEM 135.406250 1604494060.8621
MEM 135.816406 1604494060.9628
MEM 139.000000 1604494061.0635
MEM 139.000000 1604494061.1645
MEM 139.093750 1604494061.2650
MEM 139.171875 1604494061.3657
MEM 139.378906 1604494061.4665
MEM 139.667969 1604494061.5672
MEM 139.828125 1604494061.6680
MEM 139.890625 1604494061.7687
MEM 140.015625 1604494061.8694
MEM 140.187500 1604494061.9701
MEM 140.285156 1604494062.0708
MEM 140.472656 1604494062.1716
MEM 140.597656 1604494062.2723
MEM 140.738281 1604494062.3730
MEM 140.925781 1604494062.4734
MEM 141.050781 1604494062.5735
MEM 141.179688 1604494062.6742
MEM 141.558594 1604494062.7750
MEM 141.558594 1604494062.8757
MEM 141.683594 1604494062.9764
MEM 141.894531 1604494063.0771
MEM 142.148438 1604494063.1779
MEM 142.273438 1604494063.2786
MEM 143.753906 1604494063.3793
MEM 146.238281 1604494063.4801
MEM 139.062500 1604494063.5808
MEM 139.593750 1604494063.6815
MEM 141.574219 1604494063.7825
MEM 141.574219 1604494063.8830
MEM 141.574219 1604494063.9837
MEM 141.574219 1604494064.0844
MEM 138.101562 1604494064.1852
MEM 141.285156 1604494064.2859
MEM 141.300781 1604494064.3866
MEM 141.308594 1604494064.4874
MEM 141.343750 1604494064.5881
MEM 141.378906 1604494064.6888
MEM 141.585938 1604494064.7896
MEM 141.617188 1604494064.8903
MEM 141.902344 1604494064.9910
MEM 141.996094 1604494065.0918
MEM 142.058594 1604494065.1925
MEM 142.246094 1604494065.2932
MEM 142.476562 1604494065.3939
MEM 142.601562 1604494065.4947
MEM 142.789062 1604494065.5954
MEM 142.789062 1604494065.6961
MEM 143.039062 1604494065.7969
MEM 143.292969 1604494065.8973
MEM 143.292969 1604494065.9983
MEM 143.480469 1604494066.0991
MEM 143.605469 1604494066.1999
MEM 143.863281 1604494066.3005
