CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604455240.4790
MEM 8.984375 1604455240.5889
MEM 20.917969 1604455240.6988
MEM 29.992188 1604455240.8082
MEM 38.218750 1604455240.9174
MEM 50.335938 1604455241.0271
MEM 56.593750 1604455241.1365
MEM 56.593750 1604455241.2453
MEM 65.390625 1604455241.3541
MEM 77.234375 1604455241.4546
MEM 81.683594 1604455241.5552
MEM 88.824219 1604455241.6561
MEM 101.835938 1604455241.7570
MEM 109.371094 1604455241.8572
MEM 114.566406 1604455241.9574
MEM 119.867188 1604455242.0577
MEM 124.863281 1604455242.1583
MEM 125.250000 1604455242.2589
MEM 131.027344 1604455242.3721
MEM 138.351562 1604455242.4775
MEM 136.554688 1604455242.5779
MEM 148.949219 1604455242.6900
MEM 158.039062 1604455242.8069
MEM 161.019531 1604455242.9208
MEM 140.199219 1604455243.0338
MEM 140.199219 1604455243.1478
MEM 140.199219 1604455243.2631
MEM 143.410156 1604455243.3771
MEM 152.925781 1604455243.4923
MEM 157.445312 1604455243.6149
MEM 158.855469 1604455243.7265
MEM 141.093750 1604455243.8383
MEM 141.093750 1604455243.9385
MEM 141.093750 1604455244.0607
MEM 144.109375 1604455244.1624
MEM 154.894531 1604455244.2755
MEM 160.027344 1604455244.3756
MEM 161.535156 1604455244.4763
MEM 140.746094 1604455244.5770
MEM 140.746094 1604455244.6778
MEM 140.746094 1604455244.7785
MEM 143.351562 1604455244.8792
MEM 152.730469 1604455244.9795
MEM 159.511719 1604455245.0797
MEM 161.371094 1604455245.1804
MEM 140.843750 1604455245.2812
MEM 140.843750 1604455245.3903
MEM 140.843750 1604455245.5021
MEM 143.636719 1604455245.6115
MEM 154.218750 1604455245.7245
MEM 159.617188 1604455245.8379
MEM 160.843750 1604455245.9486
MEM 140.273438 1604455246.0603
MEM 140.273438 1604455246.1771
MEM 140.273438 1604455246.2928
MEM 147.582031 1604455246.3953
MEM 156.992188 1604455246.5092
MEM 160.964844 1604455246.6149
MEM 161.875000 1604455246.7158
MEM 141.054688 1604455246.8276
MEM 141.054688 1604455246.9400
MEM 140.503906 1604455247.0437
MEM 149.675781 1604455247.1445
MEM 157.703125 1604455247.2551
MEM 160.957031 1604455247.3645
MEM 141.207031 1604455247.4776
MEM 141.207031 1604455247.5882
MEM 141.207031 1604455247.7039
MEM 141.726562 1604455247.8102
MEM 152.128906 1604455247.9244
MEM 157.628906 1604455248.0368
MEM 159.460938 1604455248.1461
MEM 142.605469 1604455248.2613
MEM 142.605469 1604455248.3758
MEM 142.605469 1604455248.4851
MEM 146.125000 1604455248.6013
MEM 153.406250 1604455248.7117
MEM 155.929688 1604455248.8245
MEM 156.835938 1604455248.9350
MEM 141.968750 1604455249.0486
MEM 141.992188 1604455249.1619
MEM 146.058594 1604455249.2767
MEM 148.460938 1604455249.3789
MEM 136.628906 1604455249.4933
MEM 94.171875 1604455249.6125
