CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604494561.4031
MEM 5.570312 1604494561.5044
MEM 10.066406 1604494561.6046
MEM 14.683594 1604494561.7049
MEM 18.050781 1604494561.8051
MEM 22.300781 1604494561.9053
MEM 26.511719 1604494562.0056
MEM 29.542969 1604494562.1063
MEM 32.453125 1604494562.2066
MEM 36.289062 1604494562.3067
MEM 38.421875 1604494562.4075
MEM 41.453125 1604494562.5082
MEM 45.933594 1604494562.6089
MEM 50.234375 1604494562.7097
MEM 54.378906 1604494562.8104
MEM 56.601562 1604494562.9111
MEM 56.601562 1604494563.0119
MEM 56.601562 1604494563.1123
MEM 56.601562 1604494563.2123
MEM 57.875000 1604494563.3130
MEM 61.773438 1604494563.4138
MEM 64.546875 1604494563.5145
MEM 69.554688 1604494563.6153
MEM 76.328125 1604494563.7160
MEM 79.480469 1604494563.8167
MEM 82.175781 1604494563.9171
MEM 86.398438 1604494564.0172
MEM 89.480469 1604494564.1179
MEM 94.949219 1604494564.2186
MEM 103.074219 1604494564.3194
MEM 107.070312 1604494564.4201
MEM 110.222656 1604494564.5208
MEM 112.871094 1604494564.6215
MEM 114.953125 1604494564.7223
MEM 116.453125 1604494564.8224
MEM 117.894531 1604494564.9228
MEM 120.328125 1604494565.0235
MEM 124.378906 1604494565.1242
MEM 124.707031 1604494565.2249
MEM 124.789062 1604494565.3257
MEM 124.789062 1604494565.4264
MEM 125.230469 1604494565.5271
MEM 125.332031 1604494565.6275
MEM 126.785156 1604494565.7276
MEM 129.480469 1604494565.8283
MEM 133.847656 1604494565.9292
MEM 138.335938 1604494566.0298
MEM 138.816406 1604494566.1305
MEM 136.417969 1604494566.2312
MEM 136.761719 1604494566.3320
MEM 140.515625 1604494566.4327
MEM 144.964844 1604494566.5334
MEM 149.070312 1604494566.6342
MEM 151.878906 1604494566.7349
MEM 154.210938 1604494566.8356
MEM 157.527344 1604494566.9358
MEM 159.496094 1604494567.0361
MEM 160.683594 1604494567.1368
MEM 161.644531 1604494567.2375
MEM 140.679688 1604494567.3383
MEM 140.679688 1604494567.4390
MEM 140.679688 1604494567.5397
MEM 140.679688 1604494567.6405
MEM 140.679688 1604494567.7412
MEM 141.046875 1604494567.8420
MEM 146.203125 1604494567.9427
MEM 150.671875 1604494568.0434
MEM 154.398438 1604494568.1441
MEM 156.902344 1604494568.2449
MEM 158.062500 1604494568.3456
MEM 158.582031 1604494568.4463
MEM 141.398438 1604494568.5470
MEM 141.410156 1604494568.6478
MEM 141.421875 1604494568.7485
MEM 141.433594 1604494568.8492
MEM 138.414062 1604494568.9496
MEM 142.812500 1604494569.0497
MEM 147.976562 1604494569.1505
MEM 152.707031 1604494569.2512
MEM 157.296875 1604494569.3519
MEM 160.046875 1604494569.4527
MEM 161.195312 1604494569.5534
MEM 141.003906 1604494569.6541
MEM 141.003906 1604494569.7549
MEM 141.003906 1604494569.8556
MEM 141.003906 1604494569.9563
MEM 141.003906 1604494570.0571
MEM 142.351562 1604494570.1578
MEM 146.980469 1604494570.2585
MEM 151.996094 1604494570.3592
MEM 156.558594 1604494570.4600
MEM 160.230469 1604494570.5607
MEM 161.519531 1604494570.6614
MEM 141.273438 1604494570.7622
MEM 141.285156 1604494570.8629
MEM 141.292969 1604494570.9636
MEM 141.300781 1604494571.0643
MEM 141.308594 1604494571.1651
MEM 141.312500 1604494571.2658
MEM 142.964844 1604494571.3666
MEM 146.902344 1604494571.4672
MEM 151.519531 1604494571.5680
MEM 155.718750 1604494571.6687
MEM 159.136719 1604494571.7695
MEM 160.621094 1604494571.8702
MEM 140.847656 1604494571.9709
MEM 140.847656 1604494572.0716
MEM 140.847656 1604494572.1724
MEM 140.851562 1604494572.2731
MEM 140.859375 1604494572.3732
MEM 142.046875 1604494572.4736
MEM 145.847656 1604494572.5743
MEM 150.746094 1604494572.6751
MEM 155.019531 1604494572.7758
MEM 158.750000 1604494572.8765
MEM 161.175781 1604494572.9772
MEM 161.628906 1604494573.0780
MEM 141.570312 1604494573.1787
MEM 141.570312 1604494573.2794
MEM 141.570312 1604494573.3802
MEM 141.570312 1604494573.4809
MEM 141.570312 1604494573.5816
MEM 142.312500 1604494573.6824
MEM 146.527344 1604494573.7831
MEM 151.562500 1604494573.8838
MEM 156.062500 1604494573.9845
MEM 158.828125 1604494574.0853
MEM 160.746094 1604494574.1860
MEM 161.261719 1604494574.2867
MEM 142.160156 1604494574.3875
MEM 142.160156 1604494574.4879
MEM 142.160156 1604494574.5879
MEM 142.160156 1604494574.6881
MEM 142.160156 1604494574.7884
MEM 144.523438 1604494574.8891
MEM 148.988281 1604494574.9898
MEM 153.128906 1604494575.0905
MEM 156.761719 1604494575.1913
MEM 158.601562 1604494575.2921
MEM 159.539062 1604494575.3928
MEM 144.050781 1604494575.4935
MEM 144.062500 1604494575.5942
MEM 144.074219 1604494575.6949
MEM 144.082031 1604494575.7957
MEM 139.871094 1604494575.8964
MEM 144.125000 1604494575.9972
MEM 149.101562 1604494576.0979
MEM 152.839844 1604494576.1986
MEM 155.082031 1604494576.2993
MEM 155.960938 1604494576.4001
MEM 142.152344 1604494576.5008
MEM 142.179688 1604494576.6015
MEM 142.191406 1604494576.7023
MEM 142.207031 1604494576.8030
MEM 144.175781 1604494576.9037
MEM 146.222656 1604494577.0045
MEM 145.867188 1604494577.1050
MEM 153.164062 1604494577.2060
MEM 137.281250 1604494577.3067
MEM 130.765625 1604494577.4074
