CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1601927181.4565
MEM 14.250000 1601927181.5622
MEM 27.339844 1601927181.6678
MEM 37.527344 1601927181.7736
MEM 37.917969 1601927181.8790
MEM 38.046875 1601927181.9839
MEM 47.894531 1601927182.0898
MEM 59.613281 1601927182.1952
MEM 67.355469 1601927182.2996
MEM 74.261719 1601927182.4064
MEM 90.093750 1601927182.5121
MEM 94.738281 1601927182.6197
MEM 101.816406 1601927182.7245
MEM 107.429688 1601927182.8304
MEM 113.730469 1601927182.9360
MEM 119.488281 1601927183.0420
MEM 124.539062 1601927183.1471
MEM 124.898438 1601927183.2518
MEM 130.105469 1601927183.3575
MEM 63.964844 1601927183.4722
