CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1605466502.4542
MEM 11.027344 1605466502.5659
MEM 23.003906 1605466502.6775
MEM 30.335938 1605466502.7860
MEM 38.183594 1605466502.8983
MEM 48.843750 1605466503.0088
MEM 56.578125 1605466503.1188
MEM 56.578125 1605466503.2262
MEM 61.886719 1605466503.3344
MEM 73.363281 1605466503.4449
MEM 79.718750 1605466503.5510
MEM 88.765625 1605466503.6619
MEM 93.187500 1605466503.7673
MEM 96.980469 1605466503.8782
MEM 101.210938 1605466503.9873
MEM 107.535156 1605466504.0959
MEM 112.253906 1605466504.1961
MEM 117.136719 1605466504.3057
MEM 122.066406 1605466504.4069
MEM 124.925781 1605466504.5202
MEM 125.308594 1605466504.6294
MEM 136.023438 1605466504.7410
MEM 135.632812 1605466504.8525
MEM 136.363281 1605466504.9678
MEM 137.902344 1605466505.0864
MEM 138.410156 1605466505.1878
MEM 138.808594 1605466505.3020
MEM 139.046875 1605466505.4131
MEM 139.273438 1605466505.5224
MEM 139.488281 1605466505.6313
MEM 141.773438 1605466505.7528
MEM 142.242188 1605466505.8543
MEM 142.253906 1605466505.9647
MEM 142.238281 1605466506.0721
MEM 142.250000 1605466506.1851
MEM 142.250000 1605466506.2907
MEM 142.308594 1605466506.3959
MEM 142.484375 1605466506.4979
MEM 142.640625 1605466506.6064
MEM 142.738281 1605466506.7161
MEM 145.570312 1605466506.8396
MEM 143.398438 1605466506.9549
MEM 143.398438 1605466507.0654
MEM 142.468750 1605466507.1695
MEM 142.562500 1605466507.2850
MEM 142.691406 1605466507.3853
MEM 142.781250 1605466507.4966
MEM 142.781250 1605466507.6058
MEM 142.820312 1605466507.7162
MEM 142.890625 1605466507.8254
MEM 144.285156 1605466507.9362
MEM 142.992188 1605466508.0504
MEM 144.273438 1605466508.1511
MEM 145.382812 1605466508.2528
MEM 145.796875 1605466508.3626
MEM 145.804688 1605466508.4849
MEM 145.906250 1605466508.5872
MEM 145.972656 1605466508.7017
MEM 146.136719 1605466508.8119
MEM 146.480469 1605466508.9211
MEM 148.558594 1605466509.0350
MEM 145.777344 1605466509.1465
MEM 145.082031 1605466509.2614
MEM 147.281250 1605466509.3735
MEM 147.316406 1605466509.5018
MEM 147.445312 1605466509.6122
MEM 147.570312 1605466509.7165
MEM 147.617188 1605466509.8253
MEM 147.617188 1605466509.9351
MEM 147.644531 1605466510.0439
MEM 149.863281 1605466510.1503
MEM 148.882812 1605466510.2646
MEM 148.882812 1605466510.3774
MEM 149.351562 1605466510.4889
MEM 149.351562 1605466510.5996
MEM 149.367188 1605466510.7012
MEM 149.367188 1605466510.8116
MEM 149.371094 1605466510.9272
MEM 149.468750 1605466511.0363
MEM 149.472656 1605466511.1458
MEM 149.531250 1605466511.2545
MEM 149.472656 1605466511.3679
MEM 149.738281 1605466511.4761
MEM 148.898438 1605466511.5787
MEM 149.550781 1605466511.6833
MEM 149.550781 1605466511.7977
MEM 149.558594 1605466511.9078
MEM 149.558594 1605466512.0192
MEM 149.664062 1605466512.1286
MEM 149.664062 1605466512.2384
MEM 149.660156 1605466512.3477
MEM 149.660156 1605466512.4612
MEM 152.718750 1605466512.5677
MEM 141.042969 1605466512.6824
MEM 141.042969 1605466512.7967
MEM 142.894531 1605466512.9081
MEM 142.906250 1605466513.0205
MEM 142.964844 1605466513.1343
MEM 143.000000 1605466513.2473
MEM 143.000000 1605466513.3573
MEM 143.070312 1605466513.4662
MEM 143.386719 1605466513.5760
MEM 145.382812 1605466513.6840
MEM 144.933594 1605466513.7969
MEM 144.933594 1605466513.8989
MEM 146.449219 1605466513.9998
MEM 146.449219 1605466514.1096
MEM 146.449219 1605466514.2180
MEM 146.449219 1605466514.3293
MEM 146.449219 1605466514.4402
MEM 146.449219 1605466514.5499
MEM 146.449219 1605466514.6597
MEM 146.453125 1605466514.7604
MEM 146.574219 1605466514.8605
MEM 148.511719 1605466514.9629
MEM 146.925781 1605466515.0710
MEM 146.925781 1605466515.1716
MEM 148.835938 1605466515.2720
MEM 153.585938 1605466515.3728
MEM 138.785156 1605466515.4735
MEM 132.265625 1605466515.5751
