CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604455992.5449
MEM 4.554688 1604455992.6585
MEM 16.343750 1604455992.7691
MEM 26.667969 1604455992.8767
MEM 35.898438 1604455992.9877
MEM 45.289062 1604455993.0964
MEM 55.128906 1604455993.2057
MEM 56.527344 1604455993.3160
MEM 56.527344 1604455993.4247
MEM 64.035156 1604455993.5351
MEM 75.746094 1604455993.6483
MEM 81.667969 1604455993.7572
MEM 90.578125 1604455993.8721
MEM 105.597656 1604455993.9830
MEM 110.597656 1604455994.0870
MEM 115.695312 1604455994.1957
MEM 120.726562 1604455994.3055
MEM 124.785156 1604455994.4058
MEM 124.851562 1604455994.5065
MEM 125.304688 1604455994.6072
MEM 130.691406 1604455994.7075
MEM 139.253906 1604455994.8077
MEM 137.222656 1604455994.9165
MEM 141.308594 1604455995.0309
MEM 148.144531 1604455995.1443
MEM 154.613281 1604455995.2600
MEM 158.785156 1604455995.3607
MEM 159.792969 1604455995.4614
MEM 139.292969 1604455995.5621
MEM 139.296875 1604455995.6628
MEM 139.304688 1604455995.7636
MEM 139.308594 1604455995.8643
MEM 139.316406 1604455995.9650
MEM 139.320312 1604455996.0658
MEM 139.328125 1604455996.1665
MEM 139.332031 1604455996.2672
MEM 141.277344 1604455996.3679
MEM 146.925781 1604455996.4686
MEM 152.539062 1604455996.5694
MEM 157.539062 1604455996.6702
MEM 160.003906 1604455996.7709
MEM 160.285156 1604455996.8716
MEM 139.132812 1604455996.9829
MEM 139.132812 1604455997.0948
MEM 139.132812 1604455997.2068
MEM 139.132812 1604455997.3143
MEM 139.132812 1604455997.4144
MEM 139.132812 1604455997.5151
MEM 139.132812 1604455997.6160
MEM 139.390625 1604455997.7166
MEM 144.796875 1604455997.8173
MEM 150.718750 1604455997.9181
MEM 156.093750 1604455998.0188
MEM 159.777344 1604455998.1197
MEM 160.328125 1604455998.2204
MEM 139.792969 1604455998.3210
MEM 139.792969 1604455998.4217
MEM 139.792969 1604455998.5225
MEM 139.792969 1604455998.6232
MEM 139.792969 1604455998.7239
MEM 139.792969 1604455998.8246
MEM 139.792969 1604455998.9254
MEM 139.792969 1604455999.0261
MEM 142.207031 1604455999.1268
MEM 148.148438 1604455999.2276
MEM 153.816406 1604455999.3283
MEM 158.890625 1604455999.4290
MEM 161.128906 1604455999.5438
MEM 140.296875 1604455999.6574
MEM 140.296875 1604455999.7699
MEM 140.296875 1604455999.8848
MEM 140.296875 1604455999.9965
MEM 140.296875 1604456000.0972
MEM 140.296875 1604456000.2005
MEM 140.296875 1604456000.3099
MEM 140.699219 1604456000.4101
MEM 144.128906 1604456000.5110
MEM 149.695312 1604456000.6116
MEM 155.058594 1604456000.7123
MEM 159.187500 1604456000.8130
MEM 160.691406 1604456000.9138
MEM 139.609375 1604456001.0145
MEM 139.609375 1604456001.1152
MEM 139.609375 1604456001.2160
MEM 139.609375 1604456001.3167
MEM 139.609375 1604456001.4174
MEM 139.609375 1604456001.5181
MEM 139.609375 1604456001.6189
MEM 139.609375 1604456001.7197
MEM 137.878906 1604456001.8205
MEM 143.230469 1604456001.9253
MEM 149.902344 1604456002.0358
MEM 155.304688 1604456002.1373
MEM 159.515625 1604456002.2478
MEM 160.433594 1604456002.3621
MEM 140.675781 1604456002.4630
MEM 140.675781 1604456002.5638
MEM 140.675781 1604456002.6645
MEM 140.675781 1604456002.7652
MEM 140.675781 1604456002.8660
MEM 140.675781 1604456002.9667
MEM 140.675781 1604456003.0674
MEM 140.675781 1604456003.1682
MEM 142.964844 1604456003.2686
MEM 146.777344 1604456003.3695
MEM 152.460938 1604456003.4701
MEM 157.296875 1604456003.5708
MEM 160.058594 1604456003.6716
MEM 160.585938 1604456003.7723
MEM 142.000000 1604456003.8731
MEM 142.000000 1604456003.9738
MEM 142.000000 1604456004.0745
MEM 142.000000 1604456004.1752
MEM 142.000000 1604456004.2759
MEM 142.000000 1604456004.3767
MEM 142.000000 1604456004.4774
MEM 142.000000 1604456004.5781
MEM 140.265625 1604456004.6789
MEM 145.789062 1604456004.7796
MEM 151.632812 1604456004.8804
MEM 156.652344 1604456004.9811
MEM 159.746094 1604456005.0818
MEM 160.257812 1604456005.1825
MEM 141.328125 1604456005.2833
MEM 141.328125 1604456005.3876
MEM 141.328125 1604456005.4969
MEM 141.328125 1604456005.6102
MEM 141.328125 1604456005.7197
MEM 141.328125 1604456005.8288
MEM 141.328125 1604456005.9387
MEM 142.089844 1604456006.0427
MEM 146.230469 1604456006.1497
MEM 150.984375 1604456006.2627
MEM 156.097656 1604456006.3631
MEM 159.253906 1604456006.4638
MEM 160.210938 1604456006.5645
MEM 142.144531 1604456006.6653
MEM 142.152344 1604456006.7660
MEM 142.156250 1604456006.8667
MEM 142.164062 1604456006.9821
MEM 142.171875 1604456007.0937
MEM 142.179688 1604456007.2079
MEM 142.183594 1604456007.3184
MEM 145.507812 1604456007.4187
MEM 144.082031 1604456007.5195
MEM 140.949219 1604456007.6202
MEM 132.558594 1604456007.7282
