CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1604454967.0202
MEM 9.515625 1604454967.1273
MEM 21.191406 1604454967.2364
MEM 29.929688 1604454967.3461
MEM 38.148438 1604454967.4567
MEM 49.582031 1604454967.5700
MEM 56.425781 1604454967.6784
MEM 56.425781 1604454967.7862
MEM 60.152344 1604454967.8960
MEM 72.722656 1604454968.0140
MEM 79.351562 1604454968.1152
MEM 86.679688 1604454968.2254
MEM 100.304688 1604454968.3415
MEM 108.632812 1604454968.4524
MEM 114.671875 1604454968.5662
MEM 121.113281 1604454968.6767
MEM 124.632812 1604454968.7982
MEM 126.085938 1604454968.9071
MEM 132.753906 1604454969.0074
MEM 135.476562 1604454969.1082
MEM 141.378906 1604454969.2221
MEM 141.664062 1604454969.3315
MEM 142.191406 1604454969.4409
MEM 142.593750 1604454969.5491
MEM 142.972656 1604454969.6587
MEM 143.304688 1604454969.7667
MEM 143.617188 1604454969.8756
MEM 143.933594 1604454969.9763
MEM 144.269531 1604454970.0851
MEM 146.441406 1604454970.1990
MEM 141.734375 1604454970.3109
MEM 141.734375 1604454970.4256
MEM 144.449219 1604454970.5407
MEM 144.535156 1604454970.6511
MEM 144.554688 1604454970.7604
MEM 144.718750 1604454970.8692
MEM 145.097656 1604454970.9783
MEM 145.347656 1604454971.0885
MEM 145.722656 1604454971.1966
MEM 146.105469 1604454971.3050
MEM 146.621094 1604454971.4162
MEM 144.933594 1604454971.5267
MEM 143.394531 1604454971.6372
MEM 146.609375 1604454971.7501
MEM 146.675781 1604454971.8603
MEM 146.738281 1604454971.9698
MEM 147.093750 1604454972.0768
MEM 147.093750 1604454972.1881
MEM 147.093750 1604454972.2973
MEM 147.355469 1604454972.4071
MEM 147.464844 1604454972.5167
MEM 147.976562 1604454972.6252
MEM 150.246094 1604454972.7263
MEM 144.320312 1604454972.8298
MEM 144.324219 1604454972.9434
MEM 148.589844 1604454973.0527
MEM 148.648438 1604454973.1610
MEM 148.687500 1604454973.2703
MEM 148.851562 1604454973.3798
MEM 148.851562 1604454973.4877
MEM 148.851562 1604454973.5880
MEM 148.859375 1604454973.6945
MEM 149.066406 1604454973.8039
MEM 149.328125 1604454973.9132
MEM 149.644531 1604454974.0220
MEM 147.894531 1604454974.1277
MEM 147.894531 1604454974.2429
MEM 149.726562 1604454974.3557
MEM 149.757812 1604454974.4564
MEM 149.828125 1604454974.5571
MEM 149.953125 1604454974.6578
MEM 150.234375 1604454974.7585
MEM 150.582031 1604454974.8593
MEM 150.777344 1604454974.9594
MEM 151.117188 1604454975.0601
MEM 151.269531 1604454975.1608
MEM 151.593750 1604454975.2615
MEM 153.636719 1604454975.3616
MEM 148.910156 1604454975.4621
MEM 148.910156 1604454975.5737
MEM 152.171875 1604454975.6747
MEM 152.242188 1604454975.7827
MEM 152.324219 1604454975.8900
MEM 152.398438 1604454975.9982
MEM 152.464844 1604454976.1068
MEM 152.679688 1604454976.2174
MEM 152.679688 1604454976.3268
MEM 152.902344 1604454976.4376
MEM 153.355469 1604454976.5459
MEM 156.343750 1604454976.6615
MEM 150.546875 1604454976.7747
MEM 150.546875 1604454976.8841
MEM 152.664062 1604454976.9932
MEM 152.675781 1604454977.1037
MEM 152.746094 1604454977.2124
MEM 152.886719 1604454977.3222
MEM 153.035156 1604454977.4308
MEM 153.035156 1604454977.5405
MEM 153.035156 1604454977.6501
MEM 153.628906 1604454977.7598
MEM 153.816406 1604454977.8703
MEM 153.882812 1604454977.9814
MEM 158.273438 1604454978.1025
MEM 151.949219 1604454978.2093
MEM 151.949219 1604454978.3103
MEM 154.003906 1604454978.4181
MEM 154.011719 1604454978.5270
MEM 154.128906 1604454978.6369
MEM 154.296875 1604454978.7470
MEM 154.382812 1604454978.8563
MEM 154.667969 1604454978.9659
MEM 155.011719 1604454979.0753
MEM 155.312500 1604454979.1842
MEM 155.632812 1604454979.2938
MEM 159.230469 1604454979.3993
MEM 141.773438 1604454979.5121
MEM 145.980469 1604454979.6267
MEM 146.015625 1604454979.7360
MEM 146.097656 1604454979.8457
MEM 146.218750 1604454979.9565
MEM 146.343750 1604454980.0645
MEM 146.675781 1604454980.1730
MEM 147.078125 1604454980.2818
MEM 147.593750 1604454980.3916
MEM 147.972656 1604454980.5006
MEM 144.800781 1604454980.6110
MEM 144.800781 1604454980.7225
MEM 147.597656 1604454980.8341
MEM 154.171875 1604454980.9481
MEM 138.484375 1604454981.0615
