CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 0.078125 1604494715.3052
MEM 7.382812 1604494715.4060
MEM 9.722656 1604494715.5062
MEM 13.253906 1604494715.6072
MEM 17.113281 1604494715.7077
MEM 20.437500 1604494715.8084
MEM 23.695312 1604494715.9092
MEM 26.933594 1604494716.0099
MEM 29.066406 1604494716.1107
MEM 31.257812 1604494716.2116
MEM 35.390625 1604494716.3124
MEM 36.660156 1604494716.4131
MEM 39.136719 1604494716.5139
MEM 44.617188 1604494716.6143
MEM 48.347656 1604494716.7153
MEM 49.863281 1604494716.8157
MEM 51.019531 1604494716.9163
MEM 53.011719 1604494717.0164
MEM 55.882812 1604494717.1173
MEM 56.445312 1604494717.2180
MEM 56.433594 1604494717.3185
MEM 56.429688 1604494717.4193
MEM 56.429688 1604494717.5200
MEM 56.429688 1604494717.6205
MEM 56.429688 1604494717.7215
MEM 56.429688 1604494717.8216
MEM 57.890625 1604494717.9222
MEM 60.136719 1604494718.0229
MEM 62.246094 1604494718.1237
MEM 63.257812 1604494718.2240
MEM 67.324219 1604494718.3247
MEM 72.593750 1604494718.4255
MEM 77.777344 1604494718.5255
MEM 79.167969 1604494718.6263
MEM 80.042969 1604494718.7269
MEM 82.976562 1604494718.8277
MEM 87.371094 1604494718.9283
MEM 90.464844 1604494719.0288
MEM 97.023438 1604494719.1291
MEM 101.921875 1604494719.2293
MEM 105.300781 1604494719.3301
MEM 109.136719 1604494719.4306
MEM 111.523438 1604494719.5314
MEM 114.882812 1604494719.6320
MEM 116.578125 1604494719.7330
MEM 118.738281 1604494719.8337
MEM 123.984375 1604494719.9344
MEM 124.597656 1604494720.0351
MEM 124.609375 1604494720.1358
MEM 125.027344 1604494720.2365
MEM 125.085938 1604494720.3373
MEM 126.109375 1604494720.4380
MEM 128.542969 1604494720.5388
MEM 131.867188 1604494720.6395
MEM 132.800781 1604494720.7664
MEM 135.796875 1604494720.8708
MEM 134.281250 1604494720.9716
MEM 135.199219 1604494721.0723
MEM 135.546875 1604494721.1730
MEM 140.828125 1604494721.2738
MEM 140.933594 1604494721.3745
MEM 141.167969 1604494721.4752
MEM 141.371094 1604494721.5760
MEM 141.640625 1604494721.6767
MEM 141.945312 1604494721.7775
MEM 142.089844 1604494721.8784
MEM 142.269531 1604494721.9789
MEM 142.296875 1604494722.0794
MEM 142.359375 1604494722.1803
MEM 142.617188 1604494722.2831
MEM 142.695312 1604494722.3838
MEM 142.773438 1604494722.4839
MEM 142.960938 1604494722.5843
MEM 143.074219 1604494722.7003
MEM 143.265625 1604494722.8186
MEM 143.644531 1604494722.9194
MEM 143.644531 1604494723.0195
MEM 143.855469 1604494723.1198
MEM 144.109375 1604494723.2206
MEM 144.359375 1604494723.3214
MEM 146.742188 1604494723.4220
MEM 141.566406 1604494723.5227
MEM 140.824219 1604494723.6235
MEM 140.824219 1604494723.7242
MEM 140.816406 1604494723.8259
MEM 138.546875 1604494723.9267
MEM 144.218750 1604494724.0274
MEM 144.242188 1604494724.1282
MEM 144.253906 1604494724.2289
MEM 144.253906 1604494724.3297
MEM 144.261719 1604494724.4304
MEM 144.335938 1604494724.5306
MEM 144.531250 1604494724.6308
MEM 144.718750 1604494724.7435
MEM 144.812500 1604494724.8442
MEM 144.968750 1604494724.9449
MEM 145.078125 1604494725.0457
MEM 145.265625 1604494725.1464
MEM 145.453125 1604494725.2471
MEM 145.578125 1604494725.3480
MEM 145.707031 1604494725.4488
MEM 145.933594 1604494725.5493
MEM 145.933594 1604494725.6501
MEM 146.000000 1604494725.7508
MEM 146.187500 1604494725.8515
MEM 146.187500 1604494725.9523
MEM 146.187500 1604494726.0530
