CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-SVR.py
MEM 0.078125 1604455433.6435
MEM 0.191406 1604455433.7435
MEM 13.535156 1604455433.8436
MEM 23.812500 1604455433.9440
MEM 30.445312 1604455434.0442
MEM 38.195312 1604455434.1446
MEM 47.972656 1604455434.2454
MEM 55.007812 1604455434.3456
MEM 56.468750 1604455434.4493
MEM 56.476562 1604455434.5580
MEM 63.269531 1604455434.6663
MEM 72.621094 1604455434.7857
MEM 79.550781 1604455434.8880
MEM 88.886719 1604455434.9981
MEM 102.296875 1604455435.1122
MEM 109.519531 1604455435.2260
MEM 114.574219 1604455435.3355
MEM 119.183594 1604455435.4449
MEM 125.046875 1604455435.5549
MEM 125.492188 1604455435.6550
MEM 126.605469 1604455435.7556
MEM 133.378906 1604455435.8596
MEM 141.625000 1604455435.9678
MEM 140.179688 1604455436.0742
MEM 148.531250 1604455436.1837
MEM 156.121094 1604455436.2976
MEM 160.605469 1604455436.4119
MEM 161.488281 1604455436.5336
MEM 140.320312 1604455436.6371
MEM 140.320312 1604455436.7524
MEM 140.320312 1604455436.8654
MEM 142.843750 1604455436.9731
MEM 150.011719 1604455437.0860
MEM 154.976562 1604455437.1863
MEM 157.906250 1604455437.2989
MEM 141.480469 1604455437.4124
MEM 141.480469 1604455437.5247
MEM 141.480469 1604455437.6353
MEM 144.179688 1604455437.7360
MEM 152.566406 1604455437.8504
MEM 158.707031 1604455437.9585
MEM 161.082031 1604455438.0742
MEM 140.765625 1604455438.1847
MEM 140.765625 1604455438.2848
MEM 140.765625 1604455438.3859
MEM 146.496094 1604455438.4916
MEM 154.339844 1604455438.5921
MEM 160.726562 1604455438.7063
MEM 141.226562 1604455438.8195
MEM 141.226562 1604455438.9301
MEM 141.226562 1604455439.0395
MEM 143.808594 1604455439.1557
MEM 152.546875 1604455439.2692
MEM 159.160156 1604455439.3824
MEM 140.632812 1604455439.4942
MEM 140.632812 1604455439.6046
MEM 140.632812 1604455439.7123
MEM 142.386719 1604455439.8189
MEM 150.722656 1604455439.9193
MEM 157.316406 1604455440.0213
MEM 161.285156 1604455440.1358
MEM 141.332031 1604455440.2496
MEM 141.332031 1604455440.3626
MEM 141.332031 1604455440.4678
MEM 146.554688 1604455440.5820
MEM 154.937500 1604455440.6925
MEM 160.371094 1604455440.8036
MEM 141.097656 1604455440.9188
MEM 141.097656 1604455441.0224
MEM 141.097656 1604455441.1350
MEM 142.425781 1604455441.2353
MEM 150.769531 1604455441.3474
MEM 156.800781 1604455441.4526
MEM 159.226562 1604455441.5696
MEM 143.628906 1604455441.6888
MEM 143.648438 1604455441.7982
MEM 143.246094 1604455441.9187
MEM 151.605469 1604455442.0357
MEM 155.308594 1604455442.1366
MEM 142.367188 1604455442.2393
MEM 142.367188 1604455442.3400
MEM 142.371094 1604455442.4403
MEM 146.007812 1604455442.5410
MEM 152.972656 1604455442.6415
MEM 137.019531 1604455442.7423
MEM 127.046875 1604455442.8430
