rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3
-89.50240993065411,-96.70703634985026,-86.42818808967377,-94.68630075830109,-94.11850782281195,-89.58616875004215,-88.48511415301928,-89.76565851871852,-70.72002333145736
-89.50240993065411,-96.70703634985026,-86.42818808967377,-94.68630075830109,-94.11850782281195,-89.58616875004215,-88.48511415301928,-89.71444810738929,-70.72002333145736
-89.50240993065411,-96.76204049720977,-86.42818808967377,-94.68630075830109,-94.11850782281195,-89.58616875004215,-88.48511415301928,-85.27717269061063,-70.72002333145736
-89.50240993065411,-96.76204049720977,-86.38452820527108,-94.68630075830109,-94.11850782281195,-89.58616875004215,-88.48511415301928,-85.27717269061063,-70.72002333145736
-89.50240993065411,-96.76204049720977,-86.38452820527108,-94.68630075830109,-94.11850782281195,-89.58616875004215,-88.48511415301928,-84.20317983117411,-70.72002333145736
-89.50240993065411,-96.76204049720977,-86.38452820527108,-94.68630075830109,-94.11850782281195,-89.58616875004215,-88.48511415301928,-84.01782707098326,-70.72002333145736
-89.50240993065411,-96.76204049720977,-86.38452820527108,-94.68630075830109,-94.11850782281195,-89.58616875004215,-88.48511415301928,-78.71265313187028,-70.72002333145736
-89.50240993065411,-96.76204049720977,-86.38452820527108,-94.68630075830109,-94.11850782281195,-89.58616875004215,-88.48511415301928,-78.64692090274747,-70.72002333145736
-89.56004527477756,-96.61169600669527,-86.79507296336253,-94.68630075830109,-94.1265460347407,-89.7366802297782,-88.49053827177644,-78.64692090274747,-75.71009022752095
-89.56004527477756,-96.61169600669527,-86.79507296336253,-94.67534450681204,-94.1265460347407,-89.72918861078522,-88.36729576197743,-78.61735970366925,-75.71009022752095
-89.57785462840542,-96.61169600669527,-86.79507296336253,-94.67534450681204,-94.11299914302006,-89.72918861078522,-88.36729576197743,-78.60822897213453,-75.71009022752095
-89.57785462840542,-96.61169600669527,-87.86189034931776,-94.67534450681204,-94.12162020926519,-89.75540915662673,-88.36729576197743,-78.60822897213453,-75.71009022752095
-89.56871477776579,-96.61169600669527,-87.8511231844594,-94.67534450681204,-94.12162020926519,-89.75540915662673,-88.36729576197743,-78.60822897213453,-75.71009022752095
-89.56871477776579,-96.61169600669527,-87.84696821378145,-94.67534450681204,-94.10861875209157,-89.75540915662673,-88.36729576197743,-78.60822897213453,-75.74236452802202
-89.56871477776579,-96.61169600669527,-87.84696821378145,-94.67534450681204,-94.00043267182929,-89.75540915662673,-88.36729576197743,-78.60822897213453,-75.74236452802202
-89.56871477776579,-96.61169600669527,-88.02274882950621,-95.44878469727819,-94.12499191116059,-89.78547128840388,-88.36729576197743,-78.60822897213453,-75.74236452802202
-89.46993789280687,-96.73907984282982,-88.02274882950621,-95.44878469727819,-94.16150877411123,-89.78547128840388,-88.38307799265557,-78.60822897213453,-75.74236452802202
-89.65552278959089,-96.73907984282982,-88.29720784753707,-95.44878469727819,-94.16150877411123,-89.78547128840388,-88.62515470077712,-78.60822897213453,-75.74236452802202
-89.69695568558399,-96.73907984282982,-88.29720784753707,-95.44878469727819,-94.16150877411123,-89.78547128840388,-88.69741699637851,-78.60822897213453,-75.74236452802202
-89.69695568558399,-96.73907984282982,-88.29720784753707,-95.44878469727819,-94.16150877411123,-89.78547128840388,-88.57077175493673,-78.60822897213453,-75.74236452802202
-89.69695568558399,-96.73907984282982,-88.29720784753707,-95.44878469727819,-94.08786007879165,-89.78547128840388,-88.57502099683094,-78.79085841681561,-75.74236452802202
-89.69695568558399,-96.73907984282982,-88.29720784753707,-95.44878469727819,-93.62521069922913,-89.78547128840388,-88.57502099683094,-78.80494330105738,-75.74236452802202
-89.70119237098115,-96.73907984282982,-88.31003699140894,-95.44878469727819,-93.56112017577594,-89.78547128840388,-88.57502099683094,-78.80494330105738,-75.74236452802202
-89.71201364088705,-96.73907984282982,-88.31003699140894,-95.44878469727819,-93.56112017577594,-90.00846127549367,-88.38312142674548,-78.80494330105738,-75.74236452802202
-89.71201364088705,-96.73907984282982,-88.31003699140894,-95.44878469727819,-93.56112017577594,-89.95938754775254,-88.38312142674548,-78.69386600292118,-75.74236452802202
-89.71201364088705,-96.73907984282982,-88.50781667045725,-95.44878469727819,-93.54169101974597,-89.94089781166149,-88.38312142674548,-78.05607216194771,-75.73660055507342
-89.71201364088705,-96.73907984282982,-88.50781667045725,-95.44878469727819,-93.54874316906046,-89.97025361104205,-88.35466158090024,-78.05607216194771,-75.73660055507342
-89.75141364187473,-96.73907984282982,-88.52631149269068,-95.44878469727819,-93.54874316906046,-90.07402847856916,-88.44539151572013,-78.05607216194771,-75.73660055507342
-89.8145725603252,-96.73907984282982,-88.52048325578214,-95.44878469727819,-93.54874316906046,-90.07402847856916,-88.48241948306094,-78.05607216194771,-75.54559729670312
-89.8145725603252,-96.73907984282982,-88.58519134356702,-95.44878469727819,-93.4113523321955,-90.07402847856916,-88.52847038748757,-78.05607216194771,-75.54559729670312
-89.82602518812922,-96.73907984282982,-88.60080792288443,-95.44878469727819,-93.38415684325086,-90.07402847856916,-88.52847038748757,-78.05607216194771,-75.54559729670312
-89.58679890743426,-96.73907984282982,-88.59442392923631,-95.44878469727819,-90.63197494403254,-90.24010853333044,-88.11651501857249,-78.05607216194771,-75.57132719901395
-89.58679890743426,-96.73907984282982,-88.59442392923631,-95.44878469727819,-90.63197494403254,-90.48097346803581,-88.11651501857249,-78.05607216194771,-75.57781428395819
-89.58311889197631,-96.7348472224832,-88.59442392923631,-95.4912796227784,-90.63197494403254,-90.49118918611047,-88.11651501857249,-78.05607216194771,-75.57781428395819
-89.58311889197631,-96.7348472224832,-88.59442392923631,-95.4912796227784,-90.63197494403254,-90.49118918611047,-88.11651501857249,-78.06693771652525,-75.57781428395819
-89.54866170504866,-96.7348472224832,-88.5624402767844,-95.53679315009583,-90.63197494403254,-90.5062578452856,-88.12749384674828,-78.06693771652525,-75.57781428395819
-89.54866170504866,-96.69278012745318,-88.5624402767844,-95.51743871934794,-90.63197494403254,-90.47140423448096,-88.12749384674828,-78.06693771652525,-75.57781428395819
-89.53952884096977,-96.69278012745318,-88.5624402767844,-95.5375872289238,-90.63197494403254,-90.47140423448096,-88.12749384674828,-78.05848795353894,-75.57781428395819
-89.53952884096977,-96.69278012745318,-88.5624402767844,-95.5375872289238,-90.63197494403254,-90.33731579921503,-88.12749384674828,-78.05848795353894,-77.70004487036613
