0,1,2
400.0,400.0,400.0
95.35,55.19,76.35
22.93,12.35,29.45
33.35,30.13,30.13
77.81,45.57,56.77
95.85,58.92,67.26
110.67,65.02,94.83
163.34,71.57,179.47
