0,1,2
400.0,400.0,400.0
49.8,79.29,63.87
18.32,34.1,29.72
12.15,28.53,14.42
36.56,42.13,41.44
49.27,87.04,61.09
61.06,102.64,87.04
108.21,137.37,137.37
