idx,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,lat,lon,indoor,dist_1,dist_2,dist_3,ang_1,cos_1,sin_1,tg_1,ang_2,cos_2,sin_2,tg_2,ang_3,cos_3,sin_3,tg_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23
10,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
11,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
12,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
13,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
14,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
15,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
16,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
17,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
18,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
19,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
20,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
21,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
22,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
23,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
24,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
25,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
26,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
27,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
28,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
29,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
30,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-87.84,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
31,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
32,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-83.59,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
33,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
34,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
35,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
36,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
37,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
38,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
39,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
40,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
41,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
42,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
43,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
44,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
45,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
46,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
47,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
48,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
49,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
50,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
51,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
52,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
53,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
54,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
55,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-80.97,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
56,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
57,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
58,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
59,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
60,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
61,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
62,-115.0,-115.0,-115.0,-115.0,-115.0,-115.0,-90.93,-84.1133333333333,-115.0,-8.055605,-34.951728,True,1.3479463755123189,0.8337221412828737,0.6810590489109092,178.72547654309327,-0.9997525984040653,0.02224279623428419,-0.022248300499334565,-111.11014705750569,-0.360162028136861,-0.9328897649177758,2.5901946680600076,92.65306825565305,-0.04628823085398139,0.9989281253846087,-21.580607142575374,6,4,3,2,3,1
