6758	-8057.0	-34.9546	1.5289947371975026	1.184995265296115	0.408458476456502	7	5	2	2	5	3
9262	-8.04841	-34959.0	0.9486606376969388	1.6552646692989657	0.773778055418903	4	7	3	-3	1	4
6903	-8.05598	-34958.0	1.5385004743011352	1.5083505801557044	0.07382100948958352	7	6	0	1	7	6
7075	-8.05556	-34958.0	1.4966945847413555	1.4985103499389048	0.028740857636606318	6	6	0	0	6	6
8374	-8.05157	-34958.0	1.117977248942058	1.4763703666643655	0.4148817285520138	5	6	2	-1	3	4
6994	-8.05565	-34955.0	1.3924276141764609	1.1786533878155172	0.3217388696564583	6	5	1	1	5	4
8905	-8.049560000000001	-34955.0	0.7553008645096334	1.1965376338387952	0.7127390119807195	3	5	3	-2	0	2
8586	-8.05091	-34955.0	0.8919330020655174	1.1593172971852803	0.5831503535041287	4	5	2	-1	2	3
6956	-8.055769999999999	-34955.0	1.405322963617044	1.1821597614007873	0.32351311870087385	6	5	1	1	5	4
6985	-8.05567	-34955.0	1.3945763489115814	1.1792281350214653	0.3219972725757461	6	5	1	1	5	4
6977	-8.05569	-34955.0	1.3967252809220794	1.1798067491948403	0.32227065029342034	6	5	1	1	5	4
9442	-8.04745	-34954.0	0.4972462197599393	1.1913088554452695	0.9707677554000962	2	5	4	-3	-2	1
7008	-8.055639999999999	-34954.0	1.369346876480144	1.0722511217039803	0.4313447959746392	6	5	2	1	4	3
9038	-8.04902	-34953.0	0.6290708467363211	1.012866509375736	0.8815899809409288	3	4	4	-1	-1	0
7373	-8.05511	-34953.0	1.2975584213003395	0.9502514854901924	0.5406182760616846	6	4	2	2	4	2
