idx,lat,lon,dist_1,dist_2,dist_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23
7325,-8.0552,-34.95346,1.3127239267566309,1.0018127156067864,0.4895939559603058,6,4,2,2,4,2
7091,-8.05555,-34.95475,1.37535167500328,1.1491777919613078,0.34814978260175794,6,5,1,1,5,4
8042,-8.05216,-34.947520000000004,1.0854510636048238,0.32414782388366303,1.1963590927404362,5,1,5,4,0,-4
7446,-8.05462,-34.95774,1.3909180399786514,1.453121182505252,0.07940075331579287,6,6,0,0,6,6
7986,-8.05223,-34.94818,1.0614464628063824,0.393512844580187,1.1246050654989344,5,2,5,3,0,-3
8567,-8.050989999999999,-34.95975,1.1961312810139202,1.6752681190403031,0.5204919035907327,5,7,2,-2,3,5
6886,-8.05609,-34.95505,1.441019887218742,1.1974462525531908,0.3254882947508437,6,5,1,1,5,4
9094,-8.04877,-34.94697,0.8108778524940987,0.5213318579528486,1.4058159451554582,3,2,6,1,-3,-4
6984,-8.05567,-34.95903,1.5607635721990645,1.6122506220098383,0.13043410279783366,7,7,1,0,6,6
9098,-8.048739999999999,-34.95297,0.5980075566190268,1.023379555138263,0.9082378055832632,3,4,4,-1,-1,0
7917,-8.05245,-34.9598,1.3178076247136543,1.668255539691024,0.3802794295162944,6,7,2,-1,4,5
7888,-8.052610000000001,-34.94851,1.0867477151893483,0.4241909977908513,1.0775682661868828,5,2,5,3,0,-3
7467,-8.05454,-34.95361,1.2425670213055426,1.001982375005037,0.4806841955530685,5,4,2,1,3,2
7604,-8.05407,-34.95355,1.190175489904973,0.9872752383343508,0.4990254026490161,5,4,2,1,3,2
7674,-8.05368,-34.95962,1.4117726704129336,1.6500167730298683,0.2623802521812517,6,7,1,-1,5,6
7270,-8.05532,-34.95108,1.3199943514914811,0.7557444842419951,0.7517575001748112,6,3,3,3,3,0
9042,-8049.0,-34.9474,0.7987215067002751,0.5248926916871695,1.3520893998690289,3,2,6,1,-3,-4
7970,-8.05225,-34.947359999999996,1.1023955589069128,0.30463298827027785,1.210407519672323,5,1,5,4,0,-4
6724,-8.057910000000001,-34.94645,1.7153403147698885,0.5887690922574704,1.2942078263372259,7,3,6,4,1,-3
8225,-8.05187,-34.94815,1.0263834909679843,0.3996293289026231,1.1404527325621534,4,2,5,2,-1,-3
8783,-8.050139999999999,-34.95476,0.8030654833381266,1.1528363884620365,0.6693271270695544,3,5,3,-2,0,2
8932,-8.0495,-34.953559999999996,0.6940634906222606,1.0490072245532671,0.8019795926664208,3,4,3,-1,0,1
8673,-8.05054,-34.95316,0.7977579965129934,0.9710539226915376,0.7432772954527317,3,4,3,-1,0,1
7928,-8.0524,-34.95629,1.0999887115716251,1.28178772842996,0.3684909680281003,5,5,2,0,3,3
9363,-8.048060000000001,-34.95417,0.5661767598646811,1.175361895910289,0.9020760896688178,2,5,4,-3,-2,1
8264,-8.051810000000001,-34.94858,1.001558751584632,0.4470284591053016,1.0982285695291356,4,2,5,2,-1,-3
8975,-8.0493,-34.94728,0.8328248228491905,0.4901883071296317,1.346721185520854,4,2,6,2,-2,-4
7550,-8.054310000000001,-34.94947,1.2362576020359732,0.5517023463254814,0.9359160862806188,5,2,4,3,1,-2
8843,-8.04984,-34.95309,0.7201208777279613,0.9873211577682078,0.8052519730868978,3,4,3,-1,0,1
9170,-8.04856,-34.95106,0.5778298721825366,0.8515571810241507,1.0617993858291015,2,4,5,-2,-3,-1
6734,-8.05767,-34.95244,1.5767399367924648,1.0063007026338384,0.6555654418252078,7,4,3,3,4,1
7528,-8.05439,-34.95405,1.2341034090444123,1.0469528024190078,0.4366659631565338,5,4,2,1,3,2
8164,-8.051960000000001,-34.94719,1.083135569942842,0.29600153929734235,1.2376545089939124,5,1,5,4,0,-4
7455,-8.0546,-34.94964,1.2635335970243942,0.5793531930589116,0.91396262284077,5,2,4,3,1,-2
7766,-8.05326,-34.9465,1.2457447028987556,0.20561168912463698,1.2770926991202356,5,1,5,4,0,-4
7536,-8.05436,-34.95647,1.3064033517451046,1.3106023811175789,0.1900493060200377,6,6,1,0,5,5
8184,-8.05193,-34.952940000000005,0.9468588699018886,0.9175382101253686,0.6629364099369478,4,4,3,0,1,1
7995,-8.05223,-34.94801,1.0690187706316383,0.3751151983925773,1.1424720109746416,5,2,5,3,0,-3
8631,-8.05066,-34.95316,0.8108607231036612,0.9675861910261491,0.7338972861535644,3,4,3,-1,0,1
9528,-8047.0,-34.950590000000005,0.4253478053205865,0.9218913105074864,1.2230987563484093,2,4,5,-2,-3,-1
9140,-8.04862,-34.95081,0.5898695609512233,0.8250991542437222,1.0769650864994569,3,4,5,-1,-2,-1
8187,-8.05193,-34.94743,1.067507616001646,0.3220184008414571,1.2134672531059585,5,1,5,4,0,-4
9356,-8.04808,-34.947590000000005,0.7084667934459433,0.6216492390092778,1.390214773910394,3,3,6,0,-3,-3
6830,-8.05635,-34.95068,1.4373903985447172,0.7648593571644241,0.8039590672356717,6,3,3,3,3,0
7334,-8.05518,-34.95368,1.313727214758249,1.0247310014165152,0.4654214315755946,6,4,2,2,4,2
7689,-8.05363,-34.94845,1.1950687697252331,0.4244105510550493,1.0582960376434245,5,2,5,3,0,-3
7007,-8.055639999999999,-34.954409999999996,1.3773454319230631,1.1156623762018854,0.38632135048881777,6,5,2,1,4,3
6642,-8.05922,-34.94729,1.8229145491454064,0.7572182069416019,1.2465199877612725,8,3,5,5,3,-2
9633,-8.046439999999999,-34.94747,0.6007525911527477,0.7771649339028792,1.512052901342278,3,3,6,0,-3,-3
7875,-8.052669999999999,-34.94617,1.2081168331164798,0.16690611886293655,1.325783059849715,5,1,6,4,-1,-5
7093,-8.05555,-34.95373,1.355016109442739,1.0408891050531015,0.4603554884608872,6,4,2,2,4,2
7383,-8.055069999999999,-34.95365,1.3012179081117154,1.0185791906850734,0.4692859363522596,6,4,2,2,4,2
9071,-8.048860000000001,-34.95747,0.8517850106190992,1.4794512206579984,0.7160211273302336,4,6,3,-2,1,3
8856,-8.04978,-34.954679999999996,0.7629093006938209,1.1555527726702597,0.7080853220867829,3,5,3,-2,0,2
8371,-8.05158,-34.95326,0.913088853730408,0.9576709794747691,0.6577861188519355,4,4,3,0,1,1
8093,-8.05206,-34.95533,1.0236277755590601,1.1784029280133872,0.4585231924987117,4,5,2,-1,2,3
7852,-8.05279,-34.94862,1.1012271257421828,0.4353247720453792,1.0605012677707428,5,2,5,3,0,-3
9323,-8.048160000000001,-34.95939,0.9687084904062686,1.7046133557140768,0.8087211952642438,4,7,3,-3,1,4
8374,-8.05157,-34958.0,1.117977248942058,1.4763703666643655,0.4148817285520138,5,6,2,-1,3,4
7234,-8.05537,-34.95367,1.3343814187294103,1.029063055739392,0.4662987768335381,6,4,2,2,4,2
9408,-8.04778,-34.94763,0.6815860845970657,0.6524604432717522,1.4060334893647832,3,3,6,0,-3,-3
8323,-8.051689999999999,-34.94935,0.9601434079881609,0.5324570358466373,1.0244012503539068,4,2,4,2,0,-2
9461,-8.04735,-34.947590000000005,0.6520932902731102,0.6919992436368332,1.43823130790389,3,3,6,0,-3,-3
8120,-8.052010000000001,-34.95163,0.9508950669794556,0.7731247123004887,0.7820975765550817,4,3,3,1,1,0
8629,-8.05067,-34.95317,0.8121271867727923,0.9683711061161484,0.7323358671400526,3,4,3,-1,0,1
9305,-8.0482,-34.94696,0.7668905413646036,0.5767604584358313,1.4402375992982708,3,2,6,1,-3,-4
9535,-8.04692,-34.95058,0.4175364882635357,0.9273898711379694,1.230491428416959,2,4,5,-2,-3,-1
8104,-8.05203,-34.95532,1.020135291837856,1.1775673742344392,0.4618146349370333,4,5,2,-1,2,3
7178,-8.05545,-34.955659999999995,1.39029381752113,1.2438441390812378,0.2473297564886932,6,5,1,1,5,4
9231,-8.04846,-34.95962,1.0080829402919993,1.7190108098822532,0.7820198398798625,4,7,3,-3,1,4
9317,-8.048169999999999,-34.95926,0.9572959702809732,1.6906388488396378,0.8048464961056112,4,7,3,-3,1,4
9134,-8.048630000000001,-34.95081,0.5909478792487627,0.8244666502007663,1.0762044352223101,3,4,5,-1,-2,-1
6803,-8.056460000000001,-34.95068,1.449493998601644,0.7710177247624785,0.8057727151724124,6,3,3,3,3,0
8046,-8.05215,-34.95536,1.0341053770974675,1.1809681446901477,0.44866745167874666,4,5,2,-1,2,3
8939,-8.04948,-34.95042,0.6924719471967739,0.7373444283957601,1.0473709264277264,3,3,4,0,-1,-1
9407,-8.04778,-34.95067,0.5039933106444888,0.8697813194688038,1.15348280063206,2,4,5,-2,-3,-1
7647,-8.05383,-34.953509999999994,1.1632745303283667,0.979734305839854,0.5111924055373683,5,4,2,1,3,2
9582,-8.046510000000001,-34.94512,0.8318314100607467,0.7073287834466023,1.712860586523262,4,3,7,1,-3,-4
8848,-8.04981,-34.95467,0.7655449491474464,1.1535163190976223,0.7057717621289248,3,5,3,-2,0,2
9586,-8.04648,-34.94576,0.7665885794397765,0.7189935911360081,1.657281295963723,3,3,7,0,-4,-4
7338,-8.05518,-34.95001,1.3189780106569169,0.6405925337725712,0.8698398244206009,6,3,4,3,2,-1
8926,-8.04951,-34.9598,1.0921989104774632,1.7089370960510484,0.6758332521650232,5,7,3,-2,2,4
8653,-8.05058,-34.95316,0.8021249553425231,0.9698792117822708,0.7401373927045212,3,4,3,-1,0,1
9243,-8.04844,-34.95893,0.9443419819370212,1.6469094054996496,0.7693248158379109,4,7,3,-3,1,4
8002,-8.05223,-34.94768,1.0844916359541052,0.3395087106007758,1.1772323066736203,5,1,5,4,0,-4
8805,-8.05002,-34.95473,0.7895328707377879,1.1532291550203404,0.6824084107751046,3,5,3,-2,0,2
7212,-8.0554,-34.95619,1.4031342699104588,1.2996074290200583,0.18869803800703566,6,6,1,0,5,5
6929,-8.055860000000001,-34.95836,1.5441356229036718,1.5441498497816002,0.07834348979989714,7,7,0,0,7,7
7772,-8.053230000000001,-34.948879999999996,1.1381521440459257,0.4653652453110678,1.0207772715128036,5,2,4,3,1,-2
6652,-8.05904,-34.9479,1.7856491631276716,0.7676139377780296,1.1765554153749544,8,3,5,5,3,-2
7040,-8.05561,-34.953790000000005,1.3625281857757077,1.0491182023341992,0.4541723301107042,6,4,2,2,4,2
9100,-8.048739999999999,-34.94717,0.7935024576938163,0.5352348665909621,1.3887046618127574,3,2,6,1,-3,-4
9669,-8.04642,-34.952729999999995,0.34140672420560497,1.14060428486726,1.1373773600730008,1,5,5,-4,-4,0
8740,-8.05038,-34.954840000000004,0.8309729751012604,1.154677290254981,0.6420780897859838,4,5,3,-1,1,2
8824,-8.04994,-34.95047,0.7405464666436815,0.7175697959389941,1.0123229567694816,3,3,4,0,-1,-1
7846,-8.052810000000001,-34.95342,1.0502268435733877,0.9643242355928032,0.5665001205999044,4,4,2,0,2,2
7521,-8.05441,-34.95398,1.2348909207070575,1.0396903107378894,0.4436615774766519,5,4,2,1,3,2
6914,-8.05593,-34.95643,1.4672027125093432,1.3389664192769737,0.1755188594983593,6,6,1,0,5,5
7058,-8.05558,-34.95456,1.3741348290169726,1.1298140507339252,0.36928387900850573,6,5,2,1,4,3
9369,-8.04804,-34.95067,0.5315706073398356,0.8513780644814696,1.132868836834441,2,4,5,-2,-3,-1
8001,-8.05223,-34.94775,1.0811257461783157,0.34704827181144177,1.1698507033720758,5,1,5,4,0,-4
7211,-8.05541,-34.950720000000004,1.3335318983099418,0.7225749578471881,0.7915022160851839,6,3,3,3,3,0
8549,-8.051060000000001,-34.95981,1.206273908985568,1.6808799818491855,0.516040846135515,5,7,2,-2,3,5
7520,-8.05441,-34.956309999999995,1.3050027762348226,1.293810628261837,0.2021042461995494,6,6,1,0,5,5
9429,-8.04758,-34.95404,0.5120939655226204,1.1879434554649335,0.955927349581362,2,5,4,-3,-2,1
8308,-8.05172,-34.95983,1.2599906467008133,1.6758570560871424,0.4514190481067549,5,7,2,-2,3,5
7282,-8.05529,-34.95363,1.3250137978318377,1.022481741223629,0.4706868617909363,6,4,2,2,4,2
9613,-8.04646,-34.94529,0.8124791458713173,0.714387997855515,1.7006624284218048,3,3,7,0,-4,-4
8864,-8.04975,-34.95043,0.7211467346818319,0.7234937420156592,1.0283420479071823,3,3,4,0,-1,-1
7161,-8.05547,-34.95073,1.340014992673347,0.7261737146873666,0.7905113742319884,6,3,3,3,3,0
8537,-8.05112,-34.95302,0.8589798259912251,0.9407852651548704,0.7107168528367163,4,4,3,0,1,1
8348,-8.051639999999999,-34.94945,0.9515629875644545,0.5445166438338499,1.0164708327657674,4,2,4,2,0,-2
9241,-8.04845,-34.950759999999995,0.5728443604448399,0.8315481484494566,1.0939451313025226,2,4,5,-2,-3,-1
7281,-8.05529,-34.9537,1.3260821546458799,1.0299351759897737,0.4629710703305822,6,4,2,2,4,2
9070,-8.048869999999999,-34.94699,0.81749185332247,0.512788650074887,1.3982524268988905,3,2,6,1,-3,-4
9547,-8.0468,-34.95384,0.4252945217098484,1.2144666652414629,1.0431555035241522,2,5,4,-3,-2,1
9120,-8.04866,-34.950590000000005,0.6000035412378779,0.8027469571993101,1.0917005044052936,3,3,5,0,-2,-2
8106,-8.05203,-34.95047,0.9670518629726742,0.6461471947418997,0.8961897519516593,4,3,4,1,0,-1
8679,-8.05052,-34.95385,0.8112799557924515,1.0450882925056824,0.6936217183033944,3,4,3,-1,0,1
6806,-8.05644,-34.95069,1.4471828629421617,0.7708357722532347,0.8043404462270001,6,3,3,3,3,0
8496,-8.05124,-34.95984,1.222636079425508,1.6818862804043557,0.499339159302104,5,7,2,-2,3,5
7956,-8.05228,-34.94831,1.060948784701677,0.4066487090703529,1.109272892429114,5,2,5,3,0,-3
7895,-8.05258,-34.95337,1.0242537617065424,0.9593852639492432,0.5840939941372111,4,4,2,0,2,2
7133,-8.0555,-34.95568,1.3962255028190949,1.247259030888782,0.24551534241170886,6,5,1,1,5,4
7315,-8.05522,-34.95198,1.3050352517359347,0.8457639616864298,0.6526457587404738,6,4,3,2,3,1
9549,-8.0468,-34.945159999999994,0.8415608121787336,0.6756746305415922,1.6911578639156188,4,3,7,1,-3,-4
9570,-8.04663,-34.94513,0.8363728691515697,0.6941695582356757,1.7044354545863143,4,3,7,1,-3,-4
6844,-8.05626,-34.9565,1.5041946329678757,1.356010118533124,0.18607060369459472,6,6,1,0,5,5
7381,-8.05509,-34.94993,1.3106704367674586,0.6285829270127217,0.8788885582157648,6,3,4,3,2,-1
6966,-8.05573,-34.95062,1.369909283286325,0.726992511887458,0.8037422551862634,6,3,3,3,3,0
7476,-8.0545,-34.9577,1.3770950781361675,1.4470578204848614,0.0933298911316704,6,6,0,0,6,6
7603,-8.0541,-34.94934,1.2170151974109666,0.531665428048477,0.9531546612512992,5,2,4,3,1,-2
8759,-8.050289999999999,-34.95374,0.7836299214245525,1.0400986083968284,0.7209288730988754,3,4,3,-1,0,1
8580,-8.050939999999999,-34.95963,1.1828254294548222,1.6628541401319592,0.5205946773201076,5,7,2,-2,3,5
8596,-8.05085,-34.95975,1.1853455915663882,1.6772808674774908,0.5347719430015642,5,7,2,-2,3,5
7179,-8.05545,-34.95561,1.3887044824712385,1.2384780174640238,0.2528320572618393,6,5,1,1,5,4
8248,-8.051839999999999,-34.947720000000004,1.0439111761542967,0.3554810545883537,1.1862980828881773,4,2,5,2,-1,-3
8640,-8.05063,-34.9477,0.9276371824159916,0.4169879160561509,1.2382149384552237,4,2,5,2,-1,-3
9378,-8.047989999999999,-34.95067,0.5262574907990921,0.8548728044449145,1.1368056036639755,2,4,5,-2,-3,-1
8472,-8.05132,-34.95868,1.1426125061838452,1.5538233798347882,0.4506619219227314,5,7,2,-2,3,5
7020,-8.05562,-34.955020000000005,1.3897313217558411,1.1799295712001598,0.319186715849656,6,5,1,1,5,4
8078,-8.0521,-34.956790000000005,1.0955990562658977,1.338611059640041,0.3765521105756563,5,6,2,-1,3,4
6672,-8.05867,-34.94913,1.7160036009553037,0.8062916187994723,1.035265487001832,7,3,4,4,3,-1
7966,-8.05226,-34.94705,1.1196250266597978,0.2712270406539059,1.2429418852815322,5,1,5,4,0,-4
7346,-8.05516,-34.95333,1.3066482628666465,0.9868288608922958,0.5040544643274398,6,4,2,2,4,2
7483,-8.05448,-34.94956,1.2524135224237696,0.5667682057219496,0.9239877051645052,5,2,4,3,1,-2
9339,-8.04813,-34.95069,0.540552048285326,0.8468680696281744,1.1242568785665707,2,4,5,-2,-3,-1
6853,-8.056230000000001,-34.95071,1.4238536237327093,0.7611963979859885,0.7989056990890823,6,3,3,3,3,0
9148,-8.0486,-34.9509,0.5855788194265673,0.8345091486303212,1.0713210148103078,3,4,5,-1,-2,-1
9558,-8.046710000000001,-34.94514,0.8391731139878489,0.6854276883912757,1.6985492098764283,4,3,7,1,-3,-4
8996,-8.04921,-34.95449,0.6966963577200217,1.1562322646893013,0.7732490878036189,3,5,3,-2,0,2
7942,-8.05233,-34.94836,1.0639674498876333,0.4112156643580783,1.1023504782066174,5,2,5,3,0,-3
7017,-8.05563,-34.9539,1.3665225819121276,1.0613692957547878,0.4422442811081201,6,5,2,1,4,3
7729,-8.05344,-34.955729999999996,1.1819888103288907,1.2204286015988859,0.31693180674559635,5,5,1,0,4,4
8924,-8.04952,-34.9534,0.6920614771507348,1.0317535503298405,0.8108725414416518,3,4,3,-1,0,1
8375,-8.05157,-34.95005,0.9266331632182769,0.6105235643762498,0.9595539230719264,4,3,4,1,0,-1
9135,-8.048630000000001,-34.9508,0.5911935395929937,0.8235623041865792,1.0770051724203575,3,4,5,-1,-2,-1
7285,-8.05528,-34.95369,1.324831854297566,1.0285854107369927,0.4640825563423182,6,4,2,2,4,2
8033,-8.05217,-34.95665,1.0950810290364672,1.3227235330550822,0.3746357643927968,5,6,2,-1,3,4
7067,-8.05557,-34.95508,1.3859684180223284,1.1849290717036205,0.31207115828761617,6,5,1,1,5,4
6749,-8.05724,-34.95381,1.5414044570512804,1.1162608296515912,0.4983377955466252,7,5,2,2,5,3
8733,-8.0504,-34.953759999999996,0.7959654939464997,1.038926623839754,0.7101648016444381,3,4,3,-1,0,1
7568,-8.05423,-34.95411,1.2179572084173926,1.0508424784843045,0.4348111575735112,5,4,2,1,3,2
9219,-8.04848,-34.95198,0.5596202637270755,0.9417022143283388,0.9990439328101228,2,4,4,-2,-2,0
8201,-8.051910000000001,-34.94758,1.0578414485729286,0.3383742302891977,1.1984470423241933,5,1,5,4,0,-4
7102,-8.055539999999999,-34.950590000000005,1.3494048896270487,0.7151463887129212,0.8061364549929838,6,3,3,3,3,0
8162,-8.051960000000001,-34.947540000000004,1.0647814603262278,0.33244812532888784,1.2009103218659487,5,1,5,4,0,-4
8654,-8.05058,-34.950540000000004,0.8080562881929431,0.6954509593586542,0.965917420315202,3,3,4,0,-1,-1
7053,-8.055589999999999,-34.95429,1.3694200173577329,1.1014298509353058,0.3990431288090517,6,5,2,1,4,3
7363,-8.05513,-34.952890000000004,1.2987902341097122,0.9391243192595731,0.5526439142120849,6,4,2,2,4,2
6859,-8.05621,-34.95074,1.4213258236546042,0.7630226101478284,0.7953485543409891,6,3,3,3,3,0
7224,-8.05539,-34.95368,1.336724489349754,1.0307166321118464,0.4652281101963243,6,4,2,2,4,2
9589,-8.04648,-34.94549,0.7934025239055892,0.7146319520503466,1.6814045511924331,3,3,7,0,-4,-4
9236,-8.04846,-34.952059999999996,0.5574432370972824,0.9503950770230618,0.9949919793819434,2,4,4,-2,-2,0
8901,-8.04958,-34.94745,0.845980675823229,0.4772615228909444,1.3152412002937113,4,2,6,2,-2,-4
8343,-8.05165,-34.955220000000004,0.976963567676104,1.1707573552336432,0.502009751113205,4,5,2,-1,2,3
8047,-8.05215,-34.94829,1.0485422952581405,0.4071198539056812,1.1158077513029103,4,2,5,2,-1,-3
8109,-8.052019999999999,-34.956959999999995,1.0970726513998386,1.3579089744409192,0.3793903380200915,5,6,2,-1,3,4
8484,-8.05128,-34.9551,0.9340369775426669,1.1631800734941649,0.5430439700710074,4,5,2,-1,2,3
7596,-8.05412,-34.953559999999996,1.1958062944072323,0.9891131451781948,0.4964595681501537,5,4,2,1,3,2
8773,-8.050189999999999,-34.94764,0.8897113169549727,0.442946691532975,1.2652838830278492,4,2,5,2,-1,-3
6945,-8.055810000000001,-34.95078,1.3768682583557976,0.7467207261300064,0.7866942925769406,6,3,3,3,3,0
9598,-8.04647,-34.94534,0.8079259628208363,0.7138345404219014,1.6955220361047405,3,3,7,0,-4,-4
8604,-8.05081,-34.95058,0.8321585468536662,0.6906699927176734,0.9485983694210408,4,3,4,1,0,-1
7754,-8.05335,-34.95346,1.1099481153021329,0.9700271623984291,0.5357204435964326,5,4,2,1,3,2
7041,-8.05561,-34.9506,1.356969581718005,0.7193548733272971,0.8053057681158426,6,3,3,3,3,0
9028,-8.04906,-34.94745,0.8003944249745815,0.5226774788949259,1.3439440437025632,3,2,6,1,-3,-4
9419,-8.04767,-34.95406,0.5220101529079628,1.1849791432653158,0.9460359640678708,2,5,4,-3,-2,1
9521,-8.04702,-34.947559999999996,0.6309183006497444,0.7230503820925633,1.4634581213362228,3,3,6,0,-3,-3
7551,-8.0543,-34.95944,1.4561863256771008,1.635311579150067,0.2038169637299755,6,7,1,-1,5,6
8747,-8.05034,-34.95961,1.1355174512612118,1.670583094315001,0.5821296802291529,5,7,2,-2,3,5
8186,-8.05193,-34.947720000000004,1.0527998912525574,0.3523550464796964,1.1831061376650345,4,2,5,2,-1,-3
7132,-8.0555,-34.95915,1.5511505559470342,1.6217859087438955,0.1392161144686941,7,7,1,0,6,6
7393,-8.05498,-34.95783,1.4309175563638927,1.4686929925923482,0.038386157725121904,6,6,0,0,6,6
7885,-8.052610000000001,-34.959790000000005,1.3305561164402009,1.6667307408077447,0.3650091135844917,6,7,2,-1,4,5
7664,-8.05374,-34.94826,1.2135244629165471,0.4065200695585331,1.0768755941891102,5,2,5,3,0,-3
8659,-8.05057,-34.947590000000005,0.9282315440390174,0.411452293980585,1.252005165043532,4,2,5,2,-1,-3
7702,-8.05357,-34.94856,1.1848648559463602,0.4351185820066445,1.0475694212064126,5,2,4,3,1,-2
7196,-8.05543,-34.950720000000004,1.3357314243562053,0.7234309745694077,0.7915331030983075,6,3,3,3,3,0
7427,-8.05472,-34.95936,1.4899782526296104,1.6316414148504923,0.17407740382383938,6,7,1,-1,5,6
7074,-8.05557,-34.954440000000005,1.370395078167443,1.1167648330029336,0.3823909516491575,6,5,2,1,4,3
9329,-8.048160000000001,-34.9542,0.5776003972141189,1.1733359811803938,0.8907272746228486,2,5,4,-3,-2,1
7432,-8.05471,-34.949690000000004,1.2743282637788869,0.5886138095936402,0.9074867506653062,5,3,4,2,1,-1
6918,-8.05592,-34.95639,1.4646972271191925,1.334420847458759,0.17918477203929192,6,6,1,0,5,5
6747,-8.057310000000001,-34.95357,1.5458966846224054,1.0958798630177975,0.5255867941382529,7,5,2,2,5,3
8594,-8.05086,-34.95058,0.8375902881881501,0.6888478902535865,0.9457023652401472,4,3,4,1,0,-1
7525,-8.0544,-34.95402,1.234589987506104,1.0438641979954055,0.4396231748999489,5,4,2,1,3,2
7141,-8.055489999999999,-34.95578,1.3984120044128463,1.2577319288729445,0.23443922275059895,6,5,1,1,5,4
8281,-8.05178,-34.94878,0.9903723641475268,0.4691670305703176,1.0788337939534156,4,2,5,2,-1,-3
9311,-8.04818,-34.95905,0.9386502114062902,1.668291326965154,0.7997658845253842,4,7,3,-3,1,4
