idx,lat,lon,dist_1,dist_2,dist_3,ang_1,cos_1,sin_1,tg_1,ang_2,cos_2,sin_2,tg_2,ang_3,cos_3,sin_3,tg_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23
6756,-8.05705,-34.94654,1.6231317093504471,0.5040544868157575,1.2667247434112567,158.23476088369316,-0.9287109618379829,0.3708044624353497,-0.3992678859970622,-155.88916259937798,-0.9127569258823316,-0.408503114129912,0.4475486326603611,98.68663933635759,-0.15103031164856845,0.9885291320762056,-6.545236656707751,7,2,5,5,2,-3
8168,-8.05195,-34.95271,0.9466250579848928,0.8921001408385358,0.6827855209002668,-175.25752476845463,-0.9965763692695696,-0.08267732587282994,0.08296135491696179,-83.30730558902968,0.1165441003560359,-0.9931855177519466,-8.521971637498755,56.915837096051156,0.5458703867691735,0.8378696323703783,1.5349241370821594,4,4,3,0,1,1
8723,-8.05044,-34.954190000000004,0.8130490880401834,1.0835878517360389,0.6771450897783888,-162.72754283785088,-0.9549036412108096,-0.2969158736112593,0.31093804735603736,-75.51835949425917,0.2500697641487255,-0.9682278208451772,-3.87183082345508,37.15178157410168,0.7970384485504269,0.6039285649249654,0.7577157237813679,3,5,3,-2,0,2
9031,-8.04905,-34.94705,0.8279045406560579,0.4990697375513158,1.3824761584144691,138.77107833078287,-0.7520823208709162,0.6590691789436192,-0.8763258497825249,-31.683489833816186,0.8509624923071191,-0.5252264622869419,-0.6172145858778739,59.89393742301479,0.5016022776929495,0.8650983499078271,1.7246698995999927,4,2,6,2,-2,-4
8904,-8.04957,-34.95041,0.7023843324637972,0.7313497758998347,1.0421352919697944,165.5501075105255,-0.9683662377087008,0.2495332235713232,-0.25768476208108626,-59.86344671704071,0.5020625801602101,-0.8648312931450114,-1.7225567634796453,52.39436968792527,0.6102230172647592,0.7922296821000167,1.2982625362954634,3,3,4,0,-1,-1
7316,-8.05522,-34.95194,1.305050148599081,0.841565521776556,0.6570542653179419,179.70962808290855,-0.9999871579891134,0.0050679243143492425,-0.005067989397524258,-107.82997094716221,-0.30619331410767603,-0.951969355807086,3.1090468404947478,89.03512813864613,0.016839394894446955,0.9998582073372148,59.376136351961975,6,4,3,2,3,1
7698,-8.05359,-34.9465,1.2777510529152305,0.21585891992059145,1.2710887289962778,151.67417455731442,-0.8802635740270862,0.4744850263612758,-0.539026083052115,-111.01702604989632,-0.3586453570655167,-0.9334738924337136,2.602777016469749,81.34182249059273,0.1505392386263589,0.9886040348055414,6.567085391332916,5,1,5,4,0,-4
7122,-8.05551,-34.955659999999995,1.3966453692420338,1.2453712596345656,0.24780404384178395,-163.20974030582417,-0.9573686192215514,-0.2888690480647245,0.3017323132020012,-103.4536033683778,-0.2326578875389293,-0.9725586395513244,4.180209189721075,94.86424490695772,-0.08479514314412016,0.9963984061103108,-11.750654213966062,6,5,1,1,5,4
9539,-8.04689,-34.95058,0.4144624444641104,0.9297549841825286,1.2329983294926077,157.81074386505932,-0.9259414196566113,0.3776671647950077,-0.4078737129343095,-44.46192973082917,0.7137160119143343,-0.7004351892481543,-0.981392006842388,40.87402185240735,0.7561502537058221,0.6543980392854343,0.8654338685708169,2,4,5,-2,-3,-1
9332,-8.04815,-34.94715,0.7479788663072537,0.5911197987140321,1.425815717583955,134.3767036893148,-0.6993727800063727,0.7147571018088297,-1.0219973127954975,-27.52172462241682,0.8868356899585905,-0.4620849045529086,-0.5210490621712405,56.20897922769304,0.5561653792036523,0.8310716400980469,1.494288697523784,3,3,6,0,-3,-3
