rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3
-84.6314285714286,-99.6357142857143,-86.47714285714291,-95.72,-100225.0,-88.2328571428571,-78955.0,-89444.0,-61.08
-96.20142857142858,-100.04,-94.14714285714292,-99.54,-89.35,-90.08285714285721,-93.2866666666667,-79992.0,-96.7625
-86.22714285714291,-86.23142857142858,-87.8857142857143,-68605.0,-82.05,-100.65,-84.03,-90704.0,-97.6
-86.52,-96.14,-94.59,-96.0116666666667,-90885.0,-93.28,-84.8166666666667,-81508.0,-96.42
-93.46,-97.3557142857143,-95.13285714285708,-95.0083333333333,-93.81,-90.67857142857142,-74105.0,-69134.0,-91.34
-88.98,-89.24285714285709,-91.95,-54.33,-77.21,-73.19714285714291,-87.8933333333333,-96138.0,-97.6
-88.5857142857143,-99.5742857142857,-89.27142857142859,-100.090833333333,-100225.0,-92.16142857142859,-65.62,-88874.0,-71.71
-86.22714285714291,-86.23142857142858,-89.29,-62.46,-82.55375,-82.46,-89.44,-91236.0,-97.6
-77.22,-95.00714285714292,-81.7585714285714,-99.26,-95.23,-88.95142857142858,-94.9,-102204.0,-89.35
-94.52,-97.79142857142858,-93.0428571428572,-97.9533333333333,-90.9425,-89.9228571428571,-83.0883333333333,-76456.0,-93.5575
-97.61142857142859,-85.43,-99.75,-76.58,-96.4925,-94.7016071428571,-96175.0,-98844.0,-96.3575
-85.98142857142858,-100.28857142857099,-84.57285714285709,-94765.0,-100225.0,-78.78,-85.17,-85.38,-68.41
-73.3742857142857,-82.95,-86.83,-92.08,-87.90375,-84.14,-92.0483333333333,-99226.0,-96.7675
-86.83285714285721,-98.2457142857143,-95.02,-98.85,-98.2575,-93.28464285714293,-84.5666666666667,-98116.0,-72.52
-88.52625,-88.4371428571429,-90.29285714285707,-69.73,-77.06,-82.33142857142859,-90.78,-93336.0,-97255.0
-89.71142857142858,-95.3957142857143,-88.57,-93.77,-88.8325,-89.93428571428568,-90.9433333333333,-80.03,-95.5475
-87.43285714285709,-101.75,-89.61142857142859,-99.29,-90.5525,-89.6957142857143,-91.3166666666667,-92.13,-95455.0
-85.0685714285714,-99.6357142857143,-86.43142857142858,-94.4983333333333,-100.8325,-89.17,-78955.0,-90732.0,-58.41
-89.2542857142857,-91.88714285714279,-89.2971428571429,-85.12,-83.19,-84.6261904761905,-91.12,-101.74,-96.3725
-96.71,-86.56857142857142,-94.25142857142859,-85.26,-96.4925,-95.29428571428568,-94.06,-96518.0,-96.3575
-89.75857142857141,-100.01,-89.45714285714291,-58.29,-76.6275,-75.3271428571428,-89.2466666666667,-95512.0,-97.6
-93.12,-95.93,-89.9742857142857,-88.8,-72.0525,-68.0442857142857,-88.3516666666667,-88.8652727272727,-96755.0
-91.03,-93.79714285714279,-88.59,-57.33,-69.65,-77.2357142857143,-89.2533333333333,-95.05,-97.6
-84.13371428571429,-98.2553571428572,-85.3985714285714,-101535.0,-98.46625,-90.6569047619048,-80.61722222222221,-99.9346666666667,-96.98277777777781
-72.01,-94.1957142857143,-80.1185714285714,-91.02,-89.71,-89.5742857142857,-91.8966666666667,-97054.0,-96.2825
-88.95,-95.33142857142859,-90.89,-92.76,-95.5575,-93.22,-92465.0,-96342.0,-98.2875
-85.45,-98.2242857142857,-88.8571428571429,-100.001666666667,-98.52,-93.7757142857143,-64.43,-89.44,-83.77
-77.5485714285714,-84.27,-67.27,-92575.0,-88.78,-91.85785714285721,-80.3211111111111,-100354.0,-96.81
-88.38857142857141,-90.96857142857141,-92.2071428571428,-60.89,-91.47,-81.84714285714291,-91.5933333333333,-92182.0,-97.6
-95.79,-88.79428571428568,-93.25857142857141,-83.96,-96.4925,-95.29428571428568,-91115.0,-96186.0,-98.9125
-90.2,-91.4907142857143,-89.65714285714279,-88.34,-84.59,-88.53,-89.0183333333333,-88816.0,-96.3725
-89.82142857142858,-95.31857142857142,-85.62,-95.77,-90.3708333333333,-87.69547619047621,-91.8966666666667,-97358.0,-95.28
-73.39,-90.25,-79.01,-84.4542857142857,-91.9475,-87.4442857142857,-88.68,-98012.0,-98.7325
-93.66142857142859,-91.44857142857141,-91.49285714285708,-96.65,-81.3375,-86.67,-92.2733333333333,-78104.0,-93.35
-86.97,-96.6671428571429,-91.32,-95.83857142857141,-89.27,-88.66714285714279,-94125.0,-85182.0,-96.55
-88.96285714285709,-89.58,-91.45714285714293,-54.03,-75775.0,-76.8714285714286,-95.71,-95764.0,-97.6
-89.82600000000002,-90.99642857142858,-92.55,-86.93,-86.8170833333333,-82.8757142857143,-91.1766666666667,-88486.0,-96.3725
-87.89857142857142,-87.9757142857143,-86.6342857142857,-69.92,-75.7625,-91.12,-90685.0,-87.61399999999998,-97255.0
-92.87619047619049,-98.43285714285707,-89.90285714285709,-103.37583333333299,-101.5175,-95.78,-78.3476666666667,-81.3505714285714,-91.5383333333333
-83.44142857142859,-99.16,-79.9785714285714,-87.01,-86315.0,-94.74142857142859,-87.7583333333333,-98.2,-95605.0
-86.22714285714291,-87.70571428571432,-87.8857142857143,-62.83,-75015.0,-86.03,-84.38,-90792.0,-97.6
-86.27785714285709,-95.78857142857142,-84.51,-96.84,-94.8225,-98.17,-92465.0,-96342.0,-98.2875
-81.01,-69.45,-87.55142857142859,-93.56,-93.6175,-91.21,-90.0,-99034.0,-94.4075
-81.19,-87.53142857142859,-84.76,-81.47,-90.8225,-89.33,-92.46,-98012.0,-96.7925
-91.40142857142858,-93.3942857142857,-91.79285714285707,-50.34,-83.47,-77.63285714285709,-90.02,-97146.0,-97.6
-90.58,-81.0,-93.14,-84.89,-97685.0,-100.962857142857,-106.07,-102064.0,-94.4075
-90.78,-92.1571428571429,-91.9266666666666,-83.71,-84355.0,-83.52,-91.6233333333333,-90598.0,-95.73
-88.27,-96.14,-91.1342857142857,-86.33,-93.59,-93.84714285714293,-86.3183333333333,-89.75,-97.3875
-86.44857142857141,-89.8757142857143,-90.40428571428568,-78.02,-78325.0,-82.4,-91.8933333333333,-92398.0,-97255.0
-91.2671428571429,-96.2,-93.4,-96.0116666666667,-91935.0,-92.6557142857143,-78.6366666666667,-69.8,-95.7925
-89.87,-88.197012987013,-92.3086666666667,-94615.0,-75.5055,-79.1682142857143,-91.7869444444444,-91.6292727272727,-95.8575
-93.91928571428568,-84.47142857142859,-95.207380952381,-99.17,-101.3125,-95.8078571428572,-101.92,-101288.0,-94.4075
-92.9657142857143,-91.4828571428571,-93.3957142857143,-41.34,-81.24,-78.22,-90685.0,-92.14,-97255.0
-88.4742857142857,-96.38,-91.23142857142858,-97.73,-91.89,-94.02,-77625.0,-77.11399999999998,-87.52
-87.52,-96.4728571428571,-90.33,-94.0783333333333,-88.91,-91.75857142857141,-89.64,-73.57,-97.3075
-80.4785714285714,-93.4142857142857,-80.89,-98.4933333333333,-101.37,-99.67,-89.9166666666667,-102.22866666666701,-89.83
-80295.0,-99.04,-79.76,-99.97166666666661,-95.34,-92.58714285714292,-80.61722222222221,-99.9346666666667,-99175.0
-83.9557142857143,-93.85,-90.78,-91.59,-85.2025,-86.8142857142857,-88.7683333333333,-96096.0,-95605.0
-84.71428571428571,-97.57714285714279,-85.65,-96.04,-94.1125,-95.98,-68.8766666666667,-87162.0,-94815.0
-87.78,-89.43857142857142,-89.0457142857143,-68.29,-79.4025,-83.61,-90.5616666666667,-92866.0,-97255.0
-75.8714285714286,-78.89,-73.94857142857141,-96.27,-90.6425,-95.20392857142859,-83.7533333333333,-106544.0,-86.96
-87.49714285714279,-97.5571428571429,-88.52142857142859,-99.84,-99.4975,-92.35142857142858,-82.0233333333333,-98266.0,-86.43
-86.86785714285709,-94.02,-80.01,-95.00261904761899,-90.0925,-96.01142857142858,-83185.0,-79.23,-93745.0
-94.41142857142859,-81.3428571428571,-86.51,-89.26,-98.25,-97.09,-104.68,-99.58,-94.4075
-91865.0,-90.4171428571429,-85.7,-86.51,-91.14,-86.4728571428571,-91.8033333333333,-96142.0,-97.7875
-98.96142857142858,-86.37,-102.95,-90.26,-98.8375,-99.2328571428571,-99.38,-102212.0,-94.4075
-80.97142857142859,-90.25714285714292,-82.5,-94.01,-90.49,-90.48571428571432,-91.4133333333333,-93176.0,-95605.0
-86.77928571428568,-95.78857142857142,-91.2292857142857,-95.3383333333333,-96.4,-93.71285714285708,-88.86,-96342.0,-98.2875
-100.17,-94.8357142857143,-97.83642857142858,-81.75,-100.5975,-99.48571428571432,-98.53,-101744.0,-96.92
-86.96,-87.83,-89.52,-93.8533333333333,-94.7625,-89.7132142857143,-90.0,-99034.0,-94.4075
-80.39,-97.57714285714279,-86.27857142857141,-96.04,-99.05,-90.0342857142857,-68.8766666666667,-87162.0,-97.85
-94.4742857142857,-98.56857142857142,-93.08625,-97.0833333333333,-89.4,-91.95142857142858,-75.45,-59.63,-86.66
-77.7,-88.94714285714291,-65.14,-90.90333333333332,-84.64,-93.4357142857143,-82.83166666666669,-106544.0,-84.58
-89.7,-89.59571428571432,-77.26,-92.96,-93.65,-95.7967857142857,-84.17,-106544.0,-85.2225
-79.38,-85.28,-83.9914285714286,-82.75,-90.8225,-83.32,-92.46,-98012.0,-96.7925
-91.21857142857141,-92.1571428571429,-91.9266666666666,-93.59,-77.65,-83.10214285714291,-91.6233333333333,-90598.0,-95.73
-84.1857142857143,-97.57714285714279,-94.84,-98.67,-94.1125,-91.83857142857141,-68.8766666666667,-87162.0,-90.66
-90.19,-96.45,-92.51428571428568,-81.26,-100.49,-96.72285714285721,-95.79,-96742.0,-96.7925
-80.51,-79.32,-90.02,-85.08,-92.5125,-90.54142857142858,-86005.0,-98098.0,-94.4075
-84.26,-96.75714285714292,-91.91142857142859,-97.47,-97655.0,-92.8042857142857,-92.9683333333333,-92446.0,-95455.0
-89.2671428571429,-86.4993142857143,-92.25357142857142,-94.4,-90.9375,-81.9026587301587,-87.0581666666667,-78.7645,-96.92
-78.6221428571429,-98345.0,-81.12523809523809,-99.97166666666661,-96.38,-93.72,-80.61722222222221,-99.9346666666667,-96.52025
-89.2671428571429,-90.67285714285721,-87.9,-89.78,-90.9375,-87.60642857142858,-86.34983333333332,-83904.0,-96.92
-91.6217142857143,-92.96,-91.7320238095238,-78.58,-78.1325,-81.71428571428571,-88.57,-78.63,-96.3725
-85.08,-94.0842857142857,-80.85857142857141,-96.78,-95.4775,-92.71,-82.5833333333333,-102688.0,-79.08
-84945.0,-95.33142857142859,-89.7342857142857,-93.7,-95.5575,-93.71285714285708,-92465.0,-96342.0,-96.84
-82.47,-90.59714285714293,-97.72,-96.4233333333333,-96.4825,-101.19,-93.75,-106544.0,-97.85
-88.98,-88.36857142857141,-91.43,-56.17,-76.92,-69.5471428571429,-88.2616666666667,-94332.0,-97.6
-82.88600000000002,-99.1675,-87.96,-101.57,-94125.0,-94.7483333333333,-81.2733333333333,-97.1433333333333,-96.10111111111107
-81.58,-98.56857142857142,-84.2,-96.4316666666667,-93.13,-96.72,-87905.0,-73.8364,-94.2117857142857
-93.79,-99.5742857142857,-90.07857142857141,-95.9383333333333,-92.8475,-87.7557142857143,-87.24,-89988.0,-56.91
-87.49285714285709,-89.08714285714291,-90.1228571428571,-67.33,-76.96,-83.10857142857141,-88.5633333333333,-91.13,-97255.0
-88.4971428571429,-92.17415584415579,-88.13857142857141,-94375.0,-77.19,-74.36,-90.6719444444444,-92.7552727272727,-95.8575
-92.32857142857141,-96.1742857142857,-91.59714285714293,-98625.0,-90.53,-94.8442857142857,-75.56,-72078.0,-92.8625
-96.8642857142857,-85.91857142857141,-100.48,-81.63,-96.4925,-94.7016071428571,-96175.0,-98844.0,-96.3575
-78.83,-91.81857142857142,-75.4625,-93865.0,-98.73,-95.98,-87.2,-103704.0,-97.22
-82.28142857142859,-99.0082142857143,-81.96,-99.9291666666667,-98.14875,-90.3807142857143,-85.47388888888891,-100.24066666666701,-100.37
-99.17,-92.71,-97.20142857142858,-92.02,-94525.0,-92.78142857142859,-87.18,-96632.0,-98.7325
-89.18,-98.93285714285707,-89.75142857142859,-101.23166666666701,-100.9,-97.13857142857141,-101.75,-99576.0,-97765.0
-88.74142857142859,-96.6671428571429,-91.59,-96.61,-89.27,-89.93428571428568,-97.21,-88456.0,-96.2975
-82.21,-99.1157142857143,-85.59,-97.9633333333333,-92505.0,-94.2371428571429,-78.5,-78.99600000000002,-83.71
-92.42714285714293,-96.2,-96.47,-94645.0,-91.57,-90.67857142857142,-78.18,-69436.0,-96.41
-81.76,-81.95,-73.32,-85.9733333333333,-89.8225,-89.46,-86.37,-98012.0,-94.4075
-87.74142857142859,-88.3957142857143,-89.5342857142857,-56.67,-77.0975,-71.01,-88.7983333333333,-92588.0,-97.6
-84.4,-92.1657142857143,-82.71,-82.83,-63.59,-80.71,-87.0483333333333,-85.61,-96.3725
-83.2642857142857,-95.4428571428571,-82.9914285714286,-99.26,-92145.0,-93.84,-91.7016666666667,-102204.0,-81.52
-92.87619047619049,-98.7371428571429,-89.90285714285709,-103.37583333333299,-101.5175,-95.78,-78.3476666666667,-81.3505714285714,-91.5383333333333
-77.7114285714286,-87.59,-77.5575,-101.82,-88.47,-91645.0,-80.27944444444451,-102828.0,-97.8275
-86.74457142857142,-95.68428571428568,-96.02,-99.26,-98.2575,-97.91,-88.34,-99194.0,-94.72
-85.78,-96.14,-97.48,-94.09,-86255.0,-94.78,-81.08166666666669,-83544.0,-96.05
-89.2671428571429,-87.59,-92.25357142857142,-85.4,-90.9375,-84.6365873015873,-87.0581666666667,-76792.0,-96.92
-95.89714285714292,-100.04,-96.13285714285708,-84.25,-97.34,-93.45,-94.9433333333333,-96632.0,-96.7925
-91.4642857142857,-84.58,-91.6666666666667,-72.58,-72915.0,-65.52,-87.0483333333333,-89.07,-96.3725
-88.92142857142859,-95.07714285714279,-84.6728571428571,-82.34,-86.35,-89.3942857142857,-90.12,-94758.0,-95.1975
-91.61,-92.64857142857142,-90.48,-74.84,-87.5175,-87.53,-91.8033333333333,-96142.0,-97.7875
-82.39714285714291,-76.95,-80.82,-74.32,-88335.0,-87.867619047619,-90.9166666666667,-98012.0,-96.7925
-88.32214285714291,-96.14,-93.1157142857143,-92.09,-87.6025,-93.84714285714293,-80.2366666666667,-83706.0,-96.28
-100.06,-84.49428571428571,-95.93428571428568,-78.27,-96.4925,-94.7016071428571,-94.34666666666661,-98844.0,-96.3575
-76.4114285714286,-87.63142857142859,-71.64,-92.15,-80.6475,-91.7371428571429,-82.7116666666667,-102828.0,-97.22
-85.4885714285714,-82.9114285714286,-84.1785714285714,-86.02,-87.8775,-83.74428571428571,-98.58,-97496.0,-96.7925
-89.58,-89.2,-91.9257142857143,-83.13,-93.2125,-87.61142857142859,-87.74,-95.72,-93.97
-86.84857142857142,-95.78642857142859,-89.52,-96.15,-97.4925,-96.7657142857143,-97.45,-98048.0,-98525.0
-91.21857142857141,-92.1571428571429,-91.9266666666666,-87.03,-84935.0,-80.77,-87.44,-90598.0,-95.73
-89.58,-95.4428571428572,-83.79,-99.26,-97905.0,-91.31,-92.6466666666667,-99194.0,-86.52
-87.19142857142859,-86.9428571428572,-89.5042857142857,-64.33,-81.5075,-82.4728571428572,-86.9066666666667,-92514.0,-97255.0
-85.97,-98.93285714285707,-86.8542857142857,-100.57,-101.45,-96.5828571428571,-98395.0,-97514.0,-95605.0
-94.4742857142857,-98.56857142857142,-93.0842857142857,-97.0833333333333,-89215.0,-91.95142857142858,-75.45,-69.61399999999999,-86.85
-96.54,-93.4242857142857,-92.11714285714292,-92.03,-87.1025,-87.07857142857141,-93.83166666666668,-75.01,-96.7
-89.81142857142858,-91.4,-92.25357142857142,-93.03,-90.9375,-80.653373015873,-88.4648333333333,-82.94,-96.92
-89.2671428571429,-88.28,-92.25357142857142,-90.03,-88.53,-84.46,-87.0581666666667,-83.4766666666667,-96.92
-91.1428571428571,-99.1157142857143,-90.34,-100575.0,-95.53,-95.27857142857141,-86.4333333333333,-77108.0,-91.91
-91.1702857142857,-92.5342857142857,-91.6705952380953,-81.71,-74.21,-82.4,-85.69,-84.86399999999998,-96.3725
-90.77142857142859,-92.21142857142858,-91.6666666666667,-87.78,-83575.0,-83.43857142857141,-90.9416666666667,-89.82,-96.3725
-91.12142857142858,-99.5742857142857,-89.27142857142859,-103.1225,-100225.0,-95.19714285714292,-63.55,-90.31,-74.52
-90.99142857142859,-91.4907142857143,-90.3642857142857,-81.92,-88.18,-88.54428571428568,-89.15,-86.59,-96.72
-83.2628571428571,-95.7692857142857,-78.7,-96.1116666666667,-98.73,-96.90142857142858,-87.1208333333333,-98048.0,-99.62
-79.91,-97.36,-82.81714285714291,-99.26,-94.9675,-88.95142857142858,-90.1316666666667,-102204.0,-86.16
-86.8428571428571,-95.00714285714292,-87.97285714285721,-99.26,-93.9625,-90.75142857142859,-90.1316666666667,-102204.0,-87.52
-94.4742857142857,-98.56857142857142,-93.5757142857143,-97.0833333333333,-89.4,-92.64,-73.0316666666667,-61.56,-89.25
-91.6371428571429,-93.9542857142857,-90.93285714285707,-62.77,-74005.0,-95.92,-91.19,-99.0,-97.6
-97.0571428571429,-91.73,-97.56857142857142,-58.69,-88.89,-91.6928571428572,-96.5133333333333,-97754.0,-98.9125
-85.77,-80.76,-78.32,-87.6816666666667,-89.8225,-88.9157142857143,-83.43,-98012.0,-94.4075
-83.9357142857143,-95.00714285714292,-84.6371428571428,-97.6933333333333,-96.0175,-91.07142857142858,-90.1316666666667,-98266.0,-78.38
-95.08285714285721,-97.10285714285708,-93.6571428571429,-98.05,-92.6075,-90.78,-84.44,-69752.0,-92.88
-88.15285714285709,-98.10857142857141,-87.84,-98.54,-98.52,-93.42142857142859,-67.8783333333333,-95.63,-82.1
-92.3542857142857,-92.3,-92.29285714285707,-95505.0,-82.55,-74.67,-92.23,-82.53,-95.8575
-89.4442857142857,-90.71142857142858,-90.28,-54.09,-83.3425,-80.7114285714286,-90.5,-94.78,-97.6
-90.91,-95.5728571428572,-92.05,-95.5016666666667,-88.66,-90.7757142857143,-82.07,-78632.0,-95.6025
-88.53,-89135.0,-91.59,-88415.0,-82.0370833333333,-78.57,-91.7533333333333,-88816.0,-96.3725
-87.46,-73.01,-77.9828571428571,-84.95,-89.9,-89.46,-86.37,-98012.0,-96.6025
-91.21857142857141,-90.78,-91.9266666666666,-92.2083333333334,-85845.0,-81.74857142857141,-92.96,-84.76,-96.3725
-87.92357142857142,-90.17,-82.0,-85.2,-90.8225,-87.5141666666667,-89.5783333333333,-98012.0,-96.7925
-89.81142857142858,-92.34,-92.25357142857142,-91965.0,-90.9375,-81465.0,-92.0,-81.7266666666667,-96.92
-76.7028571428571,-96.16357142857142,-72.89,-98.8433333333333,-95.93,-87.53,-76.0,-99.9346666666667,-94.1325
-92.16,-86.97285714285721,-89.5042857142857,-70.08,-78.5975,-84.27,-87.08,-93.01,-97255.0
-98.54,-96.1742857142857,-97.84,-98.9783333333333,-94.97,-94.8442857142857,-77.5566666666667,-72242.0,-88.28
-86.86142857142859,-96.37857142857142,-88.28,-100565.0,-100.04,-96.32142857142858,-63.7933333333333,-82.07,-90.97
-79.50428571428571,-92.33,-82.3428571428571,-79.32,-90165.0,-83.7,-91.8966666666667,-97054.0,-96.2825
-93.01428571428568,-92.85142857142858,-94.65,-76.58,-85.7875,-86.70285714285721,-94.1316666666667,-95754.0,-97.2725
-88.7,-82.25,-83.9914285714286,-81.1983333333333,-90.8225,-88.2,-92.46,-98012.0,-96.7925
-88.32214285714291,-96.14,-98.98,-95.84,-87.6025,-93.84714285714293,-82075.0,-83706.0,-98.36
-86.85142857142858,-98.2242857142857,-98.79,-98.54,-98.52,-93.42142857142859,-67.8783333333333,-95.63,-83.52
-95.08285714285721,-97.10285714285708,-93.22142857142859,-97.48,-89.2275,-88.71142857142858,-82285.0,-67.86399999999999,-91.66
-90.17285714285721,-95.98857142857142,-86.15,-98.7883333333333,-89.5775,-90.29857142857142,-92.6166666666667,-73742.0,-93.1
-93.52,-95.78642857142859,-88.27,-95.33,-98.98,-95.53,-86495.0,-96.89,-98.1
-88.8657142857143,-96.6671428571429,-90.4971428571429,-97.86,-89.27,-90.18714285714279,-97.59,-84132.0,-96.93
-79.44,-91.8142857142857,-68.82,-87.89,-89.9,-88.7342857142857,-82.81,-98012.0,-97755.0
-92.46285714285708,-93.98,-93.41142857142859,-60.78,-78854.0,-82.22,-87.9866666666667,-97146.0,-97.6
-94.91,-92.14857142857142,-98.36,-93.09,-82.2175,-77.64142857142859,-88.2975,-82.38,-96.3725
-91.40142857142858,-93.5,-91.55285714285708,-48.14,-88.0325,-87.09,-91.88,-97146.0,-97.6
-94.4871428571429,-96.28,-94.68428571428568,-87.83,-93.7925,-87.96,-90.81,-94976.0,-98.7325
-90.0257142857143,-96.2,-87.59,-98.5,-91935.0,-92.67142857142859,-78.6366666666667,-68.34,-95704.0
-93.37285714285721,-95.10285714285708,-94.57285714285707,-94.34,-93.69,-92.05857142857141,-84.1916666666667,-81104.0,-98.4225
-91.21857142857141,-91.1371428571429,-91.9266666666666,-93.03,-85.5925,-81.24857142857141,-92.89,-85.82,-96.3725
-89.3107142857143,-96.14,-89.02857142857141,-97.1,-90.0925,-96.01142857142858,-83185.0,-91.26,-93745.0
-89.2671428571429,-96.41,-92.25357142857142,-92.65,-90.9375,-84.6365873015873,-87.0581666666667,-79366.0,-96.92
-87.33,-88.6857142857143,-81.63,-91.14,-88.8325,-87.9657142857143,-89.1866666666667,-98012.0,-97755.0
-97.52,-89.72,-95.27285714285708,-80.77,-92.7425,-97.0571428571428,-90.82,-96186.0,-98.9125
-83.24857142857141,-99.25142857142859,-86.84,-93.1266666666667,-92.5975,-90.8042857142857,-74.44,-93.38,-94.0275
-85.83142857142859,-86.9428571428572,-88.59,-59.84,-77925.0,-86.53,-88.9766666666667,-92284.0,-97.6
-89.03,-97.58714285714292,-90.05,-98.54,-98.52,-93.42142857142859,-67.8783333333333,-95.63,-84.91
-84.00142857142859,-99.50964285714292,-87.36142857142859,-99.73,-92.5975,-91.07142857142858,-74.1666666666667,-93.69,-99.8
-96.22,-96.6671428571429,-89.81,-99.6,-90.5525,-89.6957142857143,-91.3166666666667,-83.97,-95455.0
-96.68142857142858,-88.1821428571428,-96.2371428571429,-75.5,-92.7425,-96.15,-91.4083333333333,-95518.0,-98.9125
-92.28,-92.15857142857142,-91.6666666666667,-78.08,-72.4,-83.97428571428571,-93.4533333333333,-93204.0,-96.3725
-89.2671428571429,-96.29,-92.25357142857142,-91.3841666666667,-90.9375,-84.6365873015873,-87.0581666666667,-76792.0,-96.92
-93.95,-94.1757142857143,-92.08,-86.33,-89.47,-79.64,-92.64,-94976.0,-96.5925
-90.1457142857143,-97.2328571428571,-78.32,-99.5216666666667,-98.41,-97.31,-95.13,-96198.0,-96.8325
-91.19142857142859,-92.14857142857142,-91.6666666666667,-92.84,-82.53,-77.64142857142859,-89.72166666666661,-85.98200000000001,-96.3725
-96.71,-87.88857142857141,-96.27,-85455.0,-96.4925,-96.4,-93.3333333333333,-96518.0,-96.3575
-88.97,-86.1371428571429,-65.83,-92575.0,-86.16,-91.66214285714292,-81.0,-102828.0,-97.8275
