idx,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,lat,lon,indoor,dist_1,dist_2,dist_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23
4210,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.37,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4211,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4212,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4213,-106.07,-115.0,-106.67,-104.161666666667,-95.66,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4214,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4215,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4216,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4217,-106.07,-115.0,-106.67,-104.161666666667,-90.15,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4218,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4219,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-98.18,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4220,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4221,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4222,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4223,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.4216666666667,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4224,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.83714285714292,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4225,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.43285714285707,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4226,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4227,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4228,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.24,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4229,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4230,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4231,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4232,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4233,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4234,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4235,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4236,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4237,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4238,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4239,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4240,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4241,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4242,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4243,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4244,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-102.27,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4245,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4246,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4247,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4248,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4249,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4250,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4251,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4252,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4253,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4254,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4255,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4256,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4257,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4258,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4259,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4260,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4261,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.75,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4262,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4263,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4264,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4265,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4266,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.88,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4267,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4268,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4269,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4270,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4271,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4272,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4273,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4274,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4275,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4276,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4277,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4278,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4279,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4280,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4281,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4282,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4283,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4284,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4285,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4286,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4287,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4288,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4289,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4290,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4291,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4292,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4293,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4294,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4295,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4296,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4297,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4298,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4299,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4300,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4301,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4302,-108.61,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4303,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4304,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4305,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4306,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4307,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4308,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4309,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-99.5,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4310,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4311,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4312,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4313,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4314,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4315,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4316,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4317,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4318,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4319,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4320,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4321,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-100.31,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4322,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4323,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4324,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4325,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4326,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4327,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4328,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
4329,-106.07,-115.0,-106.67,-104.161666666667,-97.94714285714292,-100.48,-99.23571428571432,-97.1633333333333,-115.0,-8.055424,-34.951597,True,1.328337996415302,0.8131534855405441,0.6948645448950389,6,3,3,3,3,0
