idx,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,lat,lon,dist_1,dist_2,dist_3,ang_1,cos_1,sin_1,tg_1,ang_2,cos_2,sin_2,tg_2,ang_3,cos_3,sin_3,tg_3,delay_1,delay_2,delay_3,delay_12,delay_13,delay_23
6625,-93.93,-88.37558441558441,-92.9100833333333,-91.18,-78.3625,-71.3453571428571,-90.46194444444441,-90.5772727272727,-95.8575,-8.05941,-34.94664,1.8645181802733293,0.7530098990659722,1.3210226528786162,161.5259908728293,-0.9484674953690178,0.3168744392159492,-0.33409098441761953,-163.25694336536674,-0.9576062787191006,-0.2880802231284823,0.3008336824125882,110.0248687453386,-0.3424279766783787,0.9395440813436864,-2.7437713777287005,8,3,6,5,2,-3
6626,-91.82773809523808,-87.79558441558441,-92.7115238095238,-98.06,-78.3625,-73.3282142857143,-88.59,-90.5772727272727,-95.8575,-8.059389999999999,-34.94673,1.859296985818941,0.7538178484207598,1.3109451518094841,161.7943440744931,-0.9499412149038824,0.3124286930276029,-0.32889266001498346,-162.48642518295182,-0.9536456791835424,-0.3009317506920135,0.31555928712397074,110.08249762033495,-0.34337280953547816,0.9391991874313522,-2.735217120720538,8,3,6,5,2,-3
6627,-90.9177380952381,-87.79558441558441,-92.05,-95.1316666666667,-78.148,-87.18,-90.46194444444441,-90.5772727272727,-95.8575,-8.05936,-34.94682,1.8530646307488503,0.7537117693962879,1.3004886223211258,162.05367174097947,-0.9513455702132124,0.30812595806860826,-0.3238843672752396,-161.69132149184003,-0.9493779067715208,-0.3141362604573461,0.3308864238537065,110.09527315886758,-0.3435822191349397,0.9391226004597644,-2.7333271285814997,8,3,6,5,2,-3
6628,-91.44714285714292,-81.48,-92.29428571428568,-93.0216666666667,-79.3775,-60.48,-90.2566666666667,-90.5772727272727,-95.8575,-8.05935,-34.94614,1.8764772327666888,0.7325461776749649,1.3707627047575093,159.8654569488471,-0.9388868924528776,0.3442258026066303,-0.36663181196121225,-167.23856533294511,-0.9752982559267565,-0.2208920822171481,0.22648669868403495,108.97543229543341,-0.3251626981507272,0.9456580881752872,-2.9082612905891594,8,3,6,5,2,-3
6629,-90.9177380952381,-87.79558441558441,-98.06,-96.5,-78.148,-74.36392857142859,-97.41,-91.6292727272727,-95.8575,-8.059330000000001,-34.9469,1.8472056632972544,0.7533908251415379,1.2910673072488574,162.28217049702675,-0.9525668250481336,0.3043294987636234,-0.3194836212653589,-160.97535871558648,-0.945378470562182,-0.325974764970403,0.3448087460427967,110.09143961454859,-0.34351938357879125,0.9391455867466167,-2.733894014837185,8,3,6,5,2,-3
6630,-96.5,-89.04701298701298,-94.1315238095238,-95.6,-94.31,-74.56107142857141,-88.9,-91.6292727272727,-95.8575,-8.05931,-34.946979999999996,1.842431132845054,0.7542286651736559,1.2820262389788235,162.522455406066,-0.9538347303475504,0.3003319949369629,-0.31486795917729954,-160.28727602197338,-0.9413956610630052,-0.33730432747260625,0.3583024029362201,110.13397070121,-0.34421642368120314,0.9388903310121596,-2.727616308865364,8,3,5,5,3,-2
6631,-91.9548809523809,-95.8,-97.56,-94.6816666666667,-81.4455,-74.56107142857141,-90.46194444444441,-91.6292727272727,-95.8575,-8.059289999999999,-34.94704,1.83834363275306,0.7544094382611947,1.275055388848128,162.69836125428992,-0.9547522937423668,0.2974021815550275,-0.3114966923926337,-159.75774940350342,-0.9382381405750692,-0.34599016108877545,0.3687658240760812,110.14293922568613,-0.3443633842311409,0.9388364392165846,-2.726295774194233,8,3,5,5,3,-2
6632,-91.9548809523809,-89.04701298701298,-94.1315238095238,-94.6816666666667,-81.4455,-76.4182142857143,-90.46194444444441,-91.6292727272727,-95.8575,-8.059280000000001,-34.94708,1.8359804946767195,0.7549108406357901,1.2705351980431434,162.8194654039361,-0.9553787694806204,0.2953834911190801,-0.3091794590324229,-159.41473453390006,-0.9361499865402992,-0.35160091396439475,0.3755818181056601,110.16458039718168,-0.3447179672850749,0.9387063028609354,-2.7231139422583213,8,3,5,5,3,-2
6633,-93.9741666666667,-94.3490909090909,-91.7106666666667,-97.51,-76.562,-79.2075,-89.0716666666667,-91.3863636363636,-95.8575,-8.05927,-34.947109999999995,1.8339492567199167,0.7550462370853104,1.26704982288873,162.90795949336996,-0.955833853471058,0.29390754423571386,-0.3074881091189696,-159.15031384524025,-0.9345173807949708,-0.3559174974514561,0.3808570121496144,110.16917722943322,-0.34479327844888524,0.93867864316627,-2.722438927432359,8,3,5,5,3,-2
6634,-91.9548809523809,-89.04701298701298,-97.0,-94.6816666666667,-81.4455,-76.4182142857143,-91.65,-91.6292727272727,-95.8575,-8.05927,-34.9471,1.8342735382722413,0.7546546157230124,1.2680845700278518,162.87504944232126,-0.9556648786185269,0.2944565159323801,-0.3081169168401745,-159.2285216541353,-0.9350023316629316,-0.35464156522449736,0.3792948458147222,110.15200640397552,-0.3445119527706078,0.9387819312269396,-2.7249618588764166,8,3,5,5,3,-2
6635,-91.9548809523809,-88.97558441558441,-93.774380952381,-92.74,-81.4455,-76.4182142857143,-91.7869444444444,-89.34,-95.8575,-8.05926,-34.94712,1.8325683114666305,0.7544063674922649,1.2656340032571691,162.93073698066556,-0.9559506185747416,0.2935275367773329,-0.3070530329432318,-159.04218424823154,-0.9338440232853784,-0.3576805001313012,0.3830195313270166,110.13938372402431,-0.3443051238752167,0.9388578069512292,-2.7268191550105736,8,3,5,5,3,-2
6636,-90.99,-88.97558441558441,-93.774380952381,-94.8,-81.4455,-76.4182142857143,-91.7869444444444,-91.6292727272727,-95.8575,-8.05925,-34.94717,1.8298999497931745,0.7553652469506845,1.2600790970389906,163.08553601841282,-0.9567401675163584,0.29094372627841697,-0.3040989979899035,-158.621784969466,-0.9311944818075928,-0.3645227524463852,0.39145716557382304,110.17844722167557,-0.3449451445237351,0.9386228461259076,-2.7210785860513043,8,3,5,5,3,-2
6637,-91.9548809523809,-88.97558441558441,-91.55,-94.2316666666667,-73.8,-76.4182142857143,-91.7869444444444,-91.6292727272727,-95.8575,-8.05925,-34.947140000000005,1.8308648190906456,0.7541661038204872,1.2631834980878698,162.98652820280984,-0.9562359849838078,0.29259654991480505,-0.30598780479879106,-158.85572613684974,-0.9326750778983114,-0.3607176167965445,0.3867559296313406,110.12671207518854,-0.3440974757919568,0.9389339311972934,-2.7286859022615384,8,3,5,5,3,-2
6638,-91.44714285714292,-89.3,-92.29428571428568,-93.0216666666667,-79.3775,-80.23,-90.2566666666667,-90.5772727272727,-95.8575,-8.05925,-34.94617,1.8649553595029973,0.7225124634695648,1.3640719570412734,159.84387638347675,-0.9387571725480474,0.3445794117320354,-0.3670591520454126,-166.78907206064562,-0.9735353321413072,-0.2285365552215105,0.23474911251432504,108.58128739913576,-0.31864975445024724,0.947872530453751,-2.9746532586823267,8,3,6,5,2,-3
